1.0009,0.000439397,0.00999629,3.61672e-06,-0.00168763,0.999653,3.61666e-06,0.00998202,0.0903396,0.0439397,0.999629,0.000361671,-0.168763,-0.0346926,0.000361671,0.998202,
1.0009,0.000455348,0.010005,1.25741e-05,-0.00168864,1.00097,-4.92856e-05,0.00997329,0.0902546,0.0455348,1.0005,0.00125741,-0.168864,0.0971811,-0.00492855,0.997329,
1.0009,0.000449251,0.0100136,2.14871e-05,-0.0016906,1.00089,-0.000100482,0.00996458,0.0900863,0.0449251,1.00136,0.00214871,-0.16906,0.0892712,-0.0100482,0.996458,
1.0009,0.000440492,0.0100222,3.02975e-05,-0.00169342,1.00082,-0.000149988,0.00995595,0.0898358,0.0440492,1.00222,0.00302975,-0.169342,0.0817364,-0.0149988,0.995595,
1.0009,0.00042941,0.0100307,3.89533e-05,-0.00169705,1.00075,-0.000197817,0.00994744,0.0895043,0.042941,1.00307,0.00389533,-0.169705,0.0745236,-0.0197817,0.994744,
1.00089,0.000416306,0.010039,4.74089e-05,-0.0017014,1.00068,-0.000243981,0.00993909,0.0890926,0.0416306,1.0039,0.00474089,-0.17014,0.0675878,-0.0243981,0.993909,
1.00089,0.000401453,0.0100471,5.56239e-05,-0.00170639,1.00061,-0.000288492,0.00993093,0.0886014,0.0401453,1.00471,0.00556239,-0.170639,0.0608915,-0.0288492,0.993093,
1.00088,0.000385094,0.0100551,6.3563e-05,-0.00171194,1.00054,-0.000331362,0.00992299,0.0880311,0.0385094,1.00551,0.0063563,-0.171194,0.054405,-0.0331362,0.992299,
1.00087,0.000367449,0.0100627,7.1195e-05,-0.00171796,1.00048,-0.000372606,0.00991531,0.0873821,0.0367449,1.00627,0.00711951,-0.171796,0.0481056,-0.0372605,0.991531,
1.00087,0.000348717,0.0100701,7.84932e-05,-0.00172437,1.00042,-0.000412241,0.00990791,0.0866547,0.0348717,1.00701,0.00784932,-0.172437,0.0419773,-0.0412241,0.990791,
1.00086,0.000329078,0.0100772,8.54341e-05,-0.00173108,1.00036,-0.000450289,0.00990081,0.0858493,0.0329078,1.00772,0.00854341,-0.173108,0.0360102,-0.0450289,0.990081,
1.00085,0.000308694,0.010084,9.19976e-05,-0.00173801,1.0003,-0.000486777,0.00989403,0.0849661,0.0308694,1.0084,0.00919976,-0.173801,0.0302,-0.0486777,0.989403,
1.00084,0.00028771,0.0100905,9.81668e-05,-0.00174507,1.00025,-0.000521736,0.00988758,0.0840055,0.028771,1.00905,0.00981668,-0.174507,0.0245468,-0.0521736,0.988758,
1.00083,0.000266258,0.0100966,0.000103927,-0.00175218,1.00019,-0.000555201,0.00988148,0.082968,0.0266258,1.00966,0.0103927,-0.175218,0.0190547,-0.0555201,0.988148,
