0.0864403,0.0725003,0.0827488,-2.9919,-0.10385,1.50114,0.376331,0.618634,0.10806,0.73692,0.110251,0.643903,-0.0747464,0.0251388,0.0837498,0.00355465,0.0425195,-0.153223,0.0383627,0.176949,-7.01951e-05,4.85539e-05,-8.43769e-18,5.50671e-17,5.57551e-05,-3.85807e-05,
0.086713,0.0725143,0.0829769,-2.99203,-0.100942,1.5015,0.380581,0.433108,0.0777633,0.711326,0.110135,0.587168,-0.0382707,0.0681744,0.00350767,0.0570314,-0.0320955,0.726953,0.0905168,1.0626,-7.00914e-05,4.85012e-05,-8.43769e-18,5.50671e-17,5.5673e-05,-3.85379e-05,
0.0870333,0.0724353,0.0831638,-2.99207,-0.097029,1.5007,0.385262,0.433108,0.0777635,0.711326,0.110135,0.587168,-0.0382709,0.0800594,-0.0197486,0.0467079,-0.010913,0.978222,-0.200253,1.17037,-6.99878e-05,4.84485e-05,-8.43769e-18,5.50671e-17,5.5591e-05,-3.84951e-05,
0.0873239,0.072337,0.0833101,-2.9921,-0.0926905,1.49961,0.39002,0.433108,0.0777637,0.711326,0.110135,0.587168,-0.038271,0.0726536,-0.0245622,0.0365763,-0.00764159,1.08462,-0.272615,1.18934,-6.98844e-05,4.8396e-05,-7.32747e-18,6.03961e-17,5.55092e-05,-3.84525e-05,
0.0875786,0.0722503,0.0834065,-2.99214,-0.0881999,1.49862,0.394803,0.433108,0.0777639,0.711326,0.110135,0.587169,-0.0382712,0.063672,-0.0216772,0.0241163,-0.0100159,1.12265,-0.248176,1.19575,-6.97811e-05,4.83435e-05,-6.43929e-18,6.57252e-17,5.54274e-05,-3.84099e-05,
0.0877748,0.0721866,0.0834264,-2.99218,-0.0842545,1.49786,0.399632,0.433107,0.0777641,0.711326,0.110135,0.587169,-0.0382713,0.0490542,-0.0159282,0.00496301,-0.00870847,0.986337,-0.190598,1.20735,-6.9678e-05,4.8291e-05,-5.77316e-18,6.95e-17,5.53458e-05,-3.83674e-05,
0.087918,0.072146,0.0833799,-2.99221,-0.0810556,1.49738,0.404479,0.433107,0.0777642,0.711326,0.110135,0.587169,-0.0382715,0.0357975,-0.0101529,-0.0116298,-0.00726163,0.799724,-0.118798,1.21182,-6.95752e-05,4.82387e-05,-5.10703e-18,7.41629e-17,5.52643e-05,-3.8325e-05,
0.088019,0.0721239,0.0832866,-2.99223,-0.0786174,1.49719,0.409331,0.433107,0.0777644,0.711326,0.110135,0.587169,-0.0382716,0.0252655,-0.00551802,-0.0233051,-0.00588761,0.609551,-0.0479752,1.21279,-6.94726e-05,4.81864e-05,-4.88498e-18,7.81597e-17,5.5183e-05,-3.82827e-05,
0.0880885,0.0721144,0.0831666,-2.99225,-0.0768707,1.49724,0.414179,0.433106,0.0777646,0.711326,0.110135,0.587169,-0.0382718,0.0173611,-0.00237678,-0.0300165,-0.00447707,0.436698,0.013084,1.21207,-6.93701e-05,4.81342e-05,-4.21885e-18,8.14904e-17,5.51018e-05,-3.82404e-05,
0.0881345,0.0721117,0.0830365,-2.99226,-0.0756896,1.49748,0.418417,0.433106,0.0777648,0.711326,0.110135,0.58717,-0.0382719,0.0114942,-0.000676078,-0.0325268,-0.00337155,0.295272,0.0599466,1.05949,-6.92678e-05,4.80819e-05,-3.55271e-18,8.4599e-17,5.50207e-05,-3.81981e-05,
0.0881617,0.0721114,0.0829082,-2.99227,-0.0749703,1.49785,0.421658,0.433106,0.077765,0.711326,0.110135,0.58717,-0.0382721,0.00681389,-8.90957e-05,-0.0320746,-0.00217963,0.179807,0.0921894,0.810411,-6.91657e-05,4.80297e-05,-2.44249e-18,8.74856e-17,5.49398e-05,-3.81559e-05,
0.0881757,0.0721103,0.0827885,-2.99228,-0.0746272,1.4983,0.424023,0.433106,0.0777652,0.711326,0.110135,0.58717,-0.0382722,0.00349116,-0.000278014,-0.0299274,-0.000764938,0.0857914,0.112202,0.591185,-6.90636e-05,4.79774e-05,-1.33227e-18,8.99281e-17,5.48589e-05,-3.81138e-05,
0.0881827,0.0721064,0.0826812,-2.99227,-0.0745652,1.49879,0.425709,0.433105,0.0777654,0.711326,0.110135,0.58717,-0.0382724,0.00174784,-0.000975899,-0.0268122,0.000544004,0.0155041,0.12276,0.421428,-6.89618e-05,4.79252e-05,-1.11022e-18,9.23706e-17,5.47783e-05,-3.80717e-05,
0.0881876,0.0720986,0.0825885,-2.99227,-0.0746945,1.4993,0.426899,0.433105,0.0777656,0.711326,0.110135,0.587171,-0.0382725,0.00123161,-0.00194284,-0.0231797,0.00161218,-0.0323237,0.126241,0.297439,-6.88603e-05,4.7873e-05,-1.11022e-18,9.4591e-17,5.46977e-05,-3.80297e-05,
0.0881935,0.0720866,0.0825108,-2.99226,-0.0749401,1.4998,0.427738,0.433105,0.0777658,0.711326,0.110135,0.587171,-0.0382727,0.00147716,-0.00298368,-0.0194141,0.00242761,-0.0614094,0.124729,0.209871,-6.87589e-05,4.78208e-05,-8.88178e-19,9.68114e-17,5.46173e-05,-3.79877e-05,
0.0881873,0.0720572,0.0824985,-2.99224,-0.0749244,1.5001,0.427896,0.433105,0.077766,0.711326,0.110135,0.587171,-0.0382729,-0.00154168,-0.00735692,-0.00307561,0.00362247,0.00391349,0.0768214,0.0393953,-6.86578e-05,4.77686e-05,-1.11022e-18,9.83658e-17,5.4537e-05,-3.79458e-05,
0.0881891,0.0720227,0.0824937,-2.99223,-0.0748626,1.50033,0.42802,0.433104,0.0777662,0.711326,0.110135,0.587171,-0.038273,0.000442529,-0.00862934,-0.00121543,0.00432835,0.0154608,0.0576074,0.0310256,-6.85568e-05,4.77165e-05,-1.11022e-18,1.00364e-16,5.44569e-05,-3.79039e-05,
0.0881945,0.0719873,0.0824918,-2.99221,-0.0747902,1.50053,0.428143,0.433104,0.0777664,0.711326,0.110135,0.587171,-0.0382732,0.00133643,-0.00885053,-0.000478091,0.00437032,0.0181059,0.0495168,0.0308666,-6.8456e-05,4.76643e-05,-6.66134e-19,1.01696e-16,5.43769e-05,-3.78621e-05,
0.0882016,0.0719525,0.0824914,-2.99219,-0.0747162,1.50071,0.428266,0.433104,0.0777665,0.711326,0.110135,0.587172,-0.0382733,0.00178029,-0.00871065,-8.6592e-05,0.00426073,0.018492,0.0454156,0.0306762,-6.83555e-05,4.76122e-05,-1.55431e-18,1.02807e-16,5.42971e-05,-3.78203e-05,
0.0882097,0.0719186,0.082492,-2.99217,-0.0746429,1.50088,0.428387,0.433103,0.0777667,0.711326,0.110135,0.587172,-0.0382735,0.00202867,-0.00845854,0.000152442,0.00417878,0.0183151,0.0427522,0.0302538,-6.8255e-05,4.756e-05,-1.55431e-18,1.03917e-16,5.42173e-05,-3.77785e-05,
0.0882184,0.0718859,0.0824933,-2.99216,-0.0745706,1.50105,0.428506,0.433103,0.0777669,0.711326,0.110135,0.587172,-0.0382736,0.00217683,-0.00818493,0.000312524,0.0041648,0.018074,0.040626,0.0296953,-6.81549e-05,4.75078e-05,-1.11022e-18,1.04583e-16,5.41377e-05,-3.77368e-05,
0.0882344,0.0718737,0.0824424,-2.99215,-0.0748839,1.50145,0.428794,0.433103,0.0777671,0.711326,0.110135,0.587172,-0.0382738,0.00399539,-0.00305689,-0.0127132,0.00259237,-0.0783178,0.101151,0.0721448,-6.80548e-05,4.74557e-05,-7.54952e-18,9.81437e-17,5.40583e-05,-3.76952e-05,
0.0882481,0.0718695,0.0823887,-2.99214,-0.0753343,1.50198,0.429058,0.433103,0.0777673,0.711326,0.110135,0.587173,-0.0382739,0.00344222,-0.00104468,-0.013443,0.00191358,-0.112601,0.13196,0.0658291,-6.79551e-05,4.74036e-05,-1.33227e-17,9.34808e-17,5.3979e-05,-3.76535e-05,
0.0882632,0.0718666,0.082342,-2.99213,-0.0758107,1.50255,0.429274,0.433102,0.0777675,0.711326,0.110135,0.587173,-0.0382741,0.00377423,-0.000718757,-0.0116604,0.00222944,-0.119095,0.142587,0.0541726,-6.78553e-05,4.73514e-05,-1.31006e-17,8.32667e-17,5.38998e-05,-3.76119e-05,
0.0882807,0.0718618,0.0823049,-2.99212,-0.07626,1.50311,0.429456,0.433102,0.0777677,0.711326,0.110135,0.587173,-0.0382742,0.00436677,-0.00121181,-0.00928665,0.00306687,-0.11233,0.141063,0.0453418,-6.77558e-05,4.72992e-05,-1.17684e-17,7.41629e-17,5.38207e-05,-3.75704e-05,
0.088293,0.0718367,0.0823168,-2.99209,-0.0763724,1.50342,0.42954,0.433102,0.0777679,0.711326,0.110135,0.587173,-0.0382744,0.00306272,-0.00626869,0.00298966,0.0058941,-0.0280906,0.0776496,0.0210199,-6.76567e-05,4.72472e-05,-9.99201e-18,6.61693e-17,5.37418e-05,-3.75289e-05,
0.0883116,0.0718063,0.0823288,-2.99207,-0.0763811,1.50363,0.429627,0.433102,0.0777681,0.711326,0.110135,0.587173,-0.0382745,0.00466965,-0.00759698,0.00298543,0.00692623,-0.0021918,0.0521495,0.021896,-6.75576e-05,4.71951e-05,-8.21565e-18,5.83977e-17,5.3663e-05,-3.74874e-05,
