-0.000908045,-0.182047,0.000767323,-3.09481,-0.000467021,1.33521,-0.00293084,0.638531,0.254506,-0.0470075,0.0573665,0.0373756,0.367554,-0.00230274,-0.222216,-0.150623,2.74855e-16,3.60072e-18,
-0.00119718,-0.182201,0.000985161,-3.09342,-0.000850538,1.33272,-0.00445306,0.4,0.0905442,-0.0722828,-0.0385597,0.0544597,0.347518,-0.0958793,-0.623826,-0.380555,2.61653e-16,2.40048e-18,
-0.00148384,-0.182528,0.0012096,-3.09207,-0.00138853,1.32955,-0.00602387,0.4,0.0905442,-0.0716662,-0.0815416,0.0561087,0.339279,-0.134497,-0.791486,-0.392703,2.55651e-16,-2.52051e-17,
-0.0017576,-0.18293,0.00144054,-3.09072,-0.00196683,1.32612,-0.00756841,0.4,0.0905442,-0.0684393,-0.100513,0.0577371,0.337277,-0.144576,-0.857351,-0.386134,2.59252e-16,-2.52051e-17,
-0.00201916,-0.183366,0.00167754,-3.08938,-0.00253012,1.32263,-0.00907925,0.4,0.0905442,-0.0653895,-0.109023,0.0592488,0.335295,-0.140823,-0.87234,-0.377711,2.67054e-16,-9.00181e-18,
-0.00227093,-0.183819,0.00191882,-3.08805,-0.0030525,1.31919,-0.0105573,0.4,0.0905442,-0.0629442,-0.113208,0.0603195,0.330663,-0.130595,-0.861908,-0.369503,2.71555e-16,-7.50151e-18,
-0.00251518,-0.184281,0.00216252,-3.08676,-0.00352288,1.31583,-0.0120044,0.4,0.0905442,-0.0610605,-0.115714,0.0609264,0.322656,-0.117594,-0.839425,-0.361776,2.90158e-16,-6.00121e-19,
-0.00275355,-0.184752,0.00240718,-3.08552,-0.00393772,1.31258,-0.0134223,0.4,0.0905442,-0.0595943,-0.117585,0.0611643,0.311461,-0.103711,-0.811974,-0.354474,2.83707e-16,1.44029e-17,
-0.00298717,-0.185228,0.00265176,-3.08433,-0.00429734,1.30945,-0.0148122,0.4,0.0905442,-0.0584053,-0.119171,0.0611458,0.297637,-0.0899048,-0.783276,-0.347486,2.7388e-16,9.22685e-18,
-0.00321671,-0.185711,0.00289563,-3.0832,-0.00460392,1.30643,-0.0161751,0.4,0.0905442,-0.0573845,-0.12054,0.0609655,0.281849,-0.0766451,-0.755227,-0.340723,2.7313e-16,-4.12583e-19,
-0.00344253,-0.186197,0.00313839,-3.08214,-0.0048605,1.30351,-0.0175116,0.4,0.0905442,-0.0564558,-0.12167,0.0606917,0.264744,-0.064144,-0.728725,-0.334127,2.7313e-16,-4.12583e-19,
-0.00366481,-0.186687,0.00337987,-3.08115,-0.0050704,1.3007,-0.0188223,0.4,0.0905442,-0.0555699,-0.122526,0.0603697,0.246898,-0.052477,-0.704123,-0.327663,2.7313e-16,-4.12583e-19,
-0.0038836,-0.18718,0.00361998,-3.08024,-0.00523698,1.29797,-0.0201075,0.4,0.0905442,-0.0546967,-0.123086,0.0600276,0.228789,-0.0416441,-0.681474,-0.32131,2.7313e-16,-4.12583e-19,
-0.00409888,-0.187673,0.00385871,-3.07939,-0.0053634,1.29533,-0.0213677,0.4,0.0905442,-0.0538195,-0.123349,0.0596817,0.210806,-0.0316057,-0.660679,-0.315051,2.7313e-16,-4.12583e-19,
-0.0043106,-0.188167,0.00409607,-3.07862,-0.00545261,1.29276,-0.0226032,0.4,0.0905442,-0.0529305,-0.123331,0.0593406,0.193249,-0.0223018,-0.641562,-0.308878,2.7313e-16,-4.12583e-19,
-0.00451871,-0.188659,0.0043321,-3.07792,-0.00550726,1.29027,-0.0238143,0.4,0.0905442,-0.0520274,-0.123058,0.0590085,0.176342,-0.0136629,-0.62392,-0.302783,2.7313e-16,-4.12583e-19,
-0.00472316,-0.189149,0.00456685,-3.07728,-0.00552971,1.28784,-0.0250014,0.4,0.0905442,-0.0511113,-0.122564,0.0586869,0.160247,-0.00561286,-0.607543,-0.296755,2.7313e-16,-4.12583e-19,
-0.0049239,-0.189637,0.00480036,-3.07669,-0.00552201,1.28547,-0.0261645,0.4,0.0905442,-0.0501856,-0.121888,0.0583763,0.145071,0.00192555,-0.592236,-0.290786,2.7313e-16,-4.12583e-19,
-0.00512092,-0.190121,0.00503266,-3.07617,-0.00548591,1.28315,-0.027304,0.4,0.0905442,-0.0492546,-0.121068,0.0580764,0.130879,0.00902631,-0.577817,-0.284867,2.7313e-16,-4.12583e-19,
-0.00531421,-0.190601,0.00526381,-3.0757,-0.00542288,1.2809,-0.02842,0.4,0.0905442,-0.0483236,-0.12014,0.0577865,0.117701,0.0157568,-0.56413,-0.278997,2.7313e-16,-4.12583e-19,
-0.0055038,-0.191078,0.00549383,-3.07528,-0.00533418,1.27869,-0.0295127,0.4,0.0905442,-0.0473976,-0.119139,0.0575055,0.10554,0.0221751,-0.551042,-0.273176,2.55183e-16,-4.12583e-19,
-0.00568973,-0.19155,0.00572276,-3.0749,-0.00522087,1.27654,-0.0305823,0.4,0.0905442,-0.0464815,-0.118095,0.0572323,0.0943787,0.0283282,-0.538441,-0.267407,2.22889e-16,6.78886e-18,
-0.00587205,-0.192018,0.00595062,-3.07456,-0.00508386,1.27444,-0.0316291,0.4,0.0905442,-0.0455793,-0.117034,0.0569653,0.0841835,0.034252,-0.52624,-0.261698,2.04885e-16,-4.12583e-19,
-0.00605082,-0.192482,0.00617743,-3.07426,-0.00492397,1.27238,-0.0326533,0.4,0.0905442,-0.0446944,-0.115979,0.0567029,0.0749102,0.0399721,-0.514369,-0.256055,2.01134e-16,-2.62553e-19,
-0.00622614,-0.192942,0.00640321,-3.074,-0.00474195,1.27037,-0.0336553,0.4,0.0905442,-0.043829,-0.114948,0.0564436,0.0665068,0.0455053,-0.502778,-0.250487,1.76079e-16,-4.12583e-19,
-0.00639808,-0.193398,0.00662795,-3.07376,-0.0045385,1.2684,-0.0346353,0.4,0.0905442,-0.0429848,-0.113953,0.056186,0.0589174,0.0508619,-0.491428,-0.245,1.61676e-16,-5.62613e-19,
-0.00656673,-0.19385,0.00685167,-3.07355,-0.00431431,1.26648,-0.0355937,0.4,0.0905442,-0.0421623,-0.113006,0.0559291,0.0520836,0.056047,-0.480291,-0.239601,1.47273e-16,-4.12583e-19,
-0.00673217,-0.194298,0.00707435,-3.07337,-0.00407007,1.2646,-0.0365308,0.4,0.0905442,-0.0413617,-0.112112,0.0556716,0.045947,0.0610612,-0.469351,-0.234296,1.2927e-16,-4.01331e-18,
-0.0068945,-0.194744,0.00729601,-3.07321,-0.00380646,1.26277,-0.0374472,0.4,0.0905442,-0.0405826,-0.111275,0.0554129,0.0404503,0.0659031,-0.458594,-0.229089,1.20268e-16,-4.01331e-18,
-0.0070538,-0.195186,0.00751662,-3.07307,-0.00352418,1.26098,-0.0383431,0.4,0.0905442,-0.039824,-0.110498,0.0551524,0.0355378,0.0705695,-0.448014,-0.223984,1.13066e-16,-4.12583e-19,
