0.000500445,-0.182239,-0.000160099,-3.09493,-0.00163024,1.33651,0.00118332,0.624928,-0.14489,0.919621,-0.117709,0.724549,-0.232668,0.635814,-0.239747,0.620052,-0.0694147,0.706516,-0.0648564,0.804823,-0.0840344,0.523775,-0.269686,0.0283135,0.0438038,-0.00522603,0.362457,-0.0713801,-0.147625,0.0567977,5.92119e-18,-1.18424e-17,-2.58379e-17,1.2919e-17,0.0378979,-0.0894656,-0.179325,-0.149075,-2.4869e-17,-1.77636e-17,0.016082,0.211894,0.0274295,0.0186725,2.96059e-17,5.92119e-18,
0.000601715,-0.182306,-0.000173128,-3.09348,-0.00168188,1.33546,0.00176609,0.4,-0.0646366,0.919621,-0.117709,0.723295,-0.209306,0.622646,-0.183663,0.538048,-0.0764267,0.696628,-0.118732,0.788426,-0.0988737,0.519145,-0.234454,0.0253176,-0.0166372,-0.00325723,0.361978,-0.0129093,-0.261306,0.145691,1.18424e-17,-1.77636e-17,-3.22974e-17,1.93784e-17,0.0415341,-0.0975873,-0.198999,-0.164147,-2.84217e-17,-1.42109e-17,0.0189481,0.240176,0.0459766,0.0317228,3.55271e-17,8.88178e-18,
0.000695089,-0.182505,-0.000195994,-3.09202,-0.00164279,1.33426,0.00239341,0.4,-0.0646366,0.919621,-0.117709,0.723461,-0.209696,0.62185,-0.184319,0.538048,-0.0764267,0.696704,-0.117772,0.78861,-0.0987468,0.519145,-0.234454,0.0233434,-0.0496939,-0.00571647,0.364749,0.0097719,-0.301619,0.156832,1.18424e-17,-1.77636e-17,-3.22974e-17,2.58379e-17,0.0435428,-0.103633,-0.212454,-0.174348,-3.01981e-17,-1.95399e-17,0.0195189,0.262072,0.0644679,0.0434472,3.55271e-17,1.18424e-17,
0.000780421,-0.182782,-0.000228011,-3.09057,-0.0015675,1.33304,0.00301366,0.4,-0.0646366,0.919621,-0.117709,0.723635,-0.210111,0.621,-0.185017,0.538048,-0.0764267,0.696782,-0.116723,0.788868,-0.098573,0.519145,-0.234454,0.021333,-0.0693768,-0.00800415,0.363876,0.018823,-0.303103,0.15506,1.18424e-17,-1.4803e-17,-3.55271e-17,2.90677e-17,0.0440844,-0.107478,-0.219806,-0.179941,-3.19744e-17,-1.95399e-17,0.0182505,0.278019,0.081254,0.0528558,3.40468e-17,1.18424e-17,
0.000859365,-0.183111,-0.000267268,-3.08913,-0.00147754,1.33189,0.00361609,0.4,-0.0646366,0.919621,-0.117709,0.723811,-0.210541,0.620121,-0.185736,0.538048,-0.0764267,0.696855,-0.115611,0.789193,-0.0983616,0.519145,-0.234454,0.019736,-0.0822625,-0.00981426,0.358201,0.0224894,-0.287921,0.150609,1.18424e-17,-1.4803e-17,-3.47197e-17,2.90677e-17,0.0432943,-0.109995,-0.220008,-0.180446,-3.19744e-17,-2.04281e-17,0.0156221,0.288443,0.094446,0.0594165,3.4787e-17,1.11022e-17,
0.000933537,-0.183477,-0.000312018,-3.08774,-0.00138321,1.33082,0.00419836,0.4,-0.0646366,0.919621,-0.117709,0.723984,-0.210981,0.619241,-0.186458,0.538048,-0.0764267,0.696918,-0.114458,0.789571,-0.0981239,0.519145,-0.234454,0.0185431,-0.0914357,-0.0111876,0.34804,0.0235835,-0.267136,0.145567,1.18424e-17,-1.4803e-17,-3.47197e-17,2.98751e-17,0.0417156,-0.114796,-0.2179,-0.178836,-3.19744e-17,-2.04281e-17,0.0121896,0.292378,0.102486,0.0629431,-7.25591e-06,-5.93668e-06,
0.0010042,-0.18387,-0.000360911,-3.08641,-0.00129066,1.32984,0.00476049,0.4,-0.0646366,0.919621,-0.117709,0.724151,-0.21144,0.618369,-0.187173,0.538048,-0.0764267,0.696966,-0.113288,0.789981,-0.0978722,0.519145,-0.234454,0.0176646,-0.0983525,-0.0122232,0.334201,0.0231377,-0.24592,0.140532,1.18424e-17,-1.62833e-17,-3.47197e-17,3.00959e-17,0.0404732,-0.117377,-0.216424,-0.177868,-3.19744e-17,-2.04281e-17,0.00940733,0.289915,0.107613,0.0647659,-4.81622e-05,-3.9186e-05,
0.00107228,-0.184285,-0.000412939,-3.08513,-0.00120419,1.32893,0.00530329,0.4,-0.0646366,0.919621,-0.117709,0.724313,-0.211909,0.617503,-0.187885,0.538048,-0.0764267,0.697004,-0.112128,0.790411,-0.0976131,0.519145,-0.234454,0.0170203,-0.103721,-0.013007,0.317614,0.0216165,-0.226517,0.135702,1.18424e-17,-1.62833e-17,-3.47197e-17,3.00959e-17,0.0402721,-0.117592,-0.213618,-0.17568,-3.19467e-17,-2.04559e-17,0.00725022,0.287828,0.1111,0.066539,-0.0011529,-0.00133554,
0.00113848,-0.184717,-0.000467348,-3.08394,-0.00112701,1.32809,0.00582784,0.4,-0.0646366,0.919621,-0.117709,0.724474,-0.21238,0.616649,-0.188588,0.538048,-0.0764267,0.697033,-0.110977,0.790856,-0.0973469,0.51914,-0.23446,0.0165511,-0.107915,-0.0136022,0.29916,0.0192961,-0.209743,0.131136,1.18424e-17,-1.62833e-17,-3.47197e-17,3.00959e-17,0.0402721,-0.117592,-0.208909,-0.17219,-3.19467e-17,-2.04559e-17,0.00438369,0.285164,0.1154,0.0705351,-0.00417839,-0.00473072,
0.00120334,-0.185161,-0.000523562,-3.08282,-0.00106149,1.32731,0.00633521,0.4,-0.0646366,0.919621,-0.117709,0.724635,-0.21285,0.615813,-0.189276,0.538048,-0.0764267,0.697051,-0.109836,0.791317,-0.0970648,0.519123,-0.234478,0.0162141,-0.111156,-0.0140535,0.279602,0.0163778,-0.195726,0.126843,1.11022e-17,-1.55431e-17,-3.47197e-17,3.00959e-17,0.0402721,-0.117592,-0.201922,-0.167242,-3.19467e-17,-2.04559e-17,0.00269921,0.283463,0.117927,0.0730864,-0.00900004,-0.00933002,
0.00126725,-0.185616,-0.000581136,-3.08178,-0.00100941,1.32657,0.00682644,0.4,-0.0646366,0.919621,-0.117709,0.724796,-0.21332,0.615006,-0.189945,0.538048,-0.0764267,0.697061,-0.108703,0.791789,-0.0967725,0.519087,-0.234516,0.0159777,-0.113602,-0.0143935,0.25957,0.0130221,-0.184279,0.122809,1.14723e-17,-1.59132e-17,-3.47197e-17,3.00959e-17,0.0402721,-0.117592,-0.192734,-0.161253,-3.19467e-17,-2.04559e-17,0.00143744,0.282154,0.119819,0.0750491,-0.0152758,-0.0147312,
