0.0799706,
0.0729018,
0.0660268,
0.0593472,
0.0528609,
0.0465632,
0.0404475,
0.0345059,
0.0287298,
0.0231105,
0.017639,
0.0123069,
0.00710619,
0.00202918,
-0.00293118,
-0.00778155,
-0.0125283,
-0.0171777,
-0.0217359,
-0.0262096,
-0.0306058,
-0.0349322,
-0.0391976,
-0.0434112,
-0.0475835,
-0.0517254,
-0.0558482,
-0.0599631,
-0.0640809,
-0.0682109,
-0.0723612,
-0.0765373,
-0.0807423,
-0.0849763,
-0.0892366,
-0.0935177,
-0.0978121,
-0.102112,
-0.10641,
-0.110706,
-0.115008,
-0.119347,
-0.123784,
-0.128431,
-0.133479,
-0.139219,
-0.146031,
-0.154208,
-0.163262,
-0.169958,
-0.164739,
-0.130804,
-0.058263,
0.0303497,
0.08728,
0.086267,
0.0462547,
0.00487128,
-0.0174141,
-0.0218939,
-0.0169595,
-0.00893671,
-0.000938426,
0.00588393,
0.0112828,
0.0153627,
0.0183382,
0.0204387,
0.0218746,
0.0228281,
0.023453,
0.0238774,
0.0242062,
0.0245243,
0.0248982,
0.0253783,
0.0260001,
0.026785,
0.0277418,
0.0288676,
0.0301486,
0.0315616,
0.0330754,
0.034652,
0.036249,
0.037821,
0.039322,
0.0407077,
0.0419374,
0.0429759,
0.0437958,
0.0443781,
0.0447137,
0.0448031,
0.0446568,
0.0442942,
0.0437423,
0.0430349,
0.0422098,
0.0413081,
0.0403719,
0.0394426,
0.0385602,
0.0377617,
0.0370805,
0.0365461,
0.0361839,
0.0360151,
0.0360569,
0.0363235,
0.0368258,
0.0375726,
0.0385713,
0.0398286,
0.0413516,
0.043149,
0.0452323,
0.0476175,
0.0503274,
0.0533941,
0.0568622,
0.0607937,
0.0652729,
0.0704144,
0.0763715,
0.0833472,
0.0916061,
0.101482,
0.11337,
0.127663,
0.144544,
0.163473,
0.182176,
0.195402,
0.195056,
0.174129,
0.133091,
0.0816491,
0.0329157,
-0.0037012,
-0.0251455,
-0.0333239,
-0.0324148,
-0.0266916,
-0.0193952,
-0.0124782,
-0.00683259,
-0.00266436,
0.000173626,
0.00195585,
0.00295954,
0.00341043,
0.00346901,
0.0032362,
0.0027661,
0.00207984,
0.00117793,
5.02672e-05,
-0.00131618,
-0.00293177,
-0.00480041,
-0.00691728,
-0.00926789,
-0.0118281,
-0.0145653,
-0.0174396,
-0.0204063,
-0.0234181,
-0.0264272,
-0.0293876,
-0.0322569,
-0.0349974,
-0.0375772,
-0.0399699,
-0.0421548,
-0.0441154,
-0.0458385,
-0.0473125,
-0.0485255,
-0.0494639,
-0.0501106,
-0.0504446,
-0.0504398,
-0.050066,
-0.0492906,
-0.0480814,
-0.046412,
-0.0442684,
-0.0416588,
-0.0386252,
-0.0352569,
-0.0317028,
-0.028178,
-0.0249518,
-0.0222924,
-0.0203246,
-0.0187343,
-0.0162707,
-0.0101516,
0.00409085,
0.0312676,
0.0731227,
0.124738,
0.174496,
0.208571,
0.216564,
0.194946,
0.147786,
0.0854865,
0.0218304,
-0.0304119,
-0.0638432,
-0.0781585,
-0.0780973,
-0.0697126,
-0.0578024,
-0.0452625,
-0.0334999,
-0.0230373,
-0.0139573,
-0.00615596,
0.000531284,
0.0062743,
0.0112278,
0.0155263,
0.0192851,
0.0226033,
0.0255669,
0.0282516,
0.0307243,
0.0330442,
0.0352639,
0.037429,
0.0395781,
0.0417426,
0.043946,
0.0462037,
0.0485223,
0.0509,
0.0533263,
0.0557826,
0.0582431,
0.0606754,
0.0630426,
0.0653044,
0.0674194,
0.0693465,
0.0710472,
0.0724873,
0.0736381,
0.074478,
0.0749933,
0.0751783,
0.0750354,
0.0745746,
0.0738129,
0.072773,
0.071482,
0.0699703,
0.0682702,
0.0664147,
0.0644369,
0.0623691,
0.0602435,
0.0580924,
0.0559502,
0.0538557,
0.0518553,
0.0500073,
0.0483859,
0.0470816,
0.0461945,
0.0458059,
0.0459069,
0.0462451,
0.0460492,
0.0436443,
0.0361834,
0.0200951,
-0.00708599,
-0.0440655,
-0.0847712,
-0.120667,
-0.144537,
-0.15275,
-0.145323,
-0.12493,
-0.0958178,
-0.0629303,
-0.0311124,
-0.00430757,
0.0151309,
0.0267035,
0.0314264,
0.0310941,
0.0275647,
0.0223421,
0.016464,
0.0105633,
0.0049825,
-0.000120613,
-0.00469651,
-0.00875414,
-0.0123311,
-0.0154765,
-0.0182419,
-0.0206769,
-0.0228266,
-0.0247311,
-0.0264258,
-0.0279414,
-0.0293043,
-0.0305375,
-0.0316607,
-0.0326908,
-0.0336424,
-0.0345279,
-0.035358,
-0.0361419,
-0.0368873,
-0.0376007,
-0.0382876,
-0.0389528,
-0.0396001,
-0.040233,
-0.0408542,
-0.0414665,
-0.0420722,
-0.0426739,
-0.0432743,
-0.0438764,
-0.0444838,
-0.0451012,
-0.0457342,
-0.04639,
-0.0470776,
-0.0478083,
-0.0485964,
-0.0494595,
-0.0504192,
-0.0515019,
-0.0527388,
-0.0541666,
-0.0558259,
-0.0577588,
-0.0600025,
-0.0625773,
-0.0654655,
-0.0685756,
-0.0716927,
-0.0744166,
-0.0761118,
-0.0759181,
-0.0728887,
-0.0662886,
-0.0559741,
-0.042638,
-0.02772,
-0.0129953,
-7.44907e-05,
0.00994099,
0.0165623,
0.0198347,
0.0201795,
0.01823,
0.0146962,
0.010266,
0.00554004,
0.000994488,
-0.00303348,
-0.0063412,
-0.0088428,
-0.0105434,
-0.0115105,
-0.0118482,
-0.0116749,
-0.0111085,
-0.0102565,
-0.00921072,
-0.00804618,
-0.00682112,
-0.00557879,
-0.00434947,
-0.00315252,
-0.00199826,
-0.000889511,
0.000177209,
0.00121077,
0.00222484,
0.00323751,
0.00427112,
0.00535217,
0.00651136,
0.00778344,
0.009207,
0.0108236,
0.0126763,
0.0148062,
0.0172473,
0.0200173,
0.0231035,
0.0264429,
0.0298973,
0.0332258,
0.0360682,
0.0379536,
0.0383563,
0.0368082,
0.0330444,
0.0271279,
0.0194872,
0.0108376,
0.00201951,
-0.00617739,
-0.0131413,
-0.0184943,
-0.0220879,
-0.0239615,
-0.0242887,
-0.023325,
-0.0213649,
-0.0187086,
-0.0156391,
-0.0124065,
-0.00921955,
-0.00624096,
-0.00358789,
-0.00133488,
0.00048078,
0.00185223,
0.00279571,
0.00334338,
0.00353684,
0.00342172,
0.00304352,
0.00244459,
0.00166214,
0.000727201,
-0.00033596,
-0.00150981,
-0.00278335,
-0.0041516,
-0.00561511,
-0.00717911,
-0.00885264,
-0.0106472,
-0.0125751,
-0.0146463,
-0.0168653,
-0.0192248,
-0.0216987,
-0.0242325,
-0.0267318,
-0.0290533,
-0.0309986,
-0.032321,
-0.0327479,
-0.0320251,
-0.0299744,
-0.0265531,
-0.0218897,
-0.0162819,
-0.0101523,
-0.00397743,
0.00178771,
0.00676874,
0.0107055,
0.0134603,
0.0150072,
0.0154114,
0.0148043,
0.0133593,
0.0112713,
0.00873858,
0.0059505,
0.0030773,
0.000263942,
-0.00237335,
-0.00474811,
-0.00680256,
-0.00850489,
-0.00984545,
-0.0108322,
-0.0114863,
-0.0118374,
-0.0119201,
-0.0117703,
-0.0114233,
-0.0109117,
-0.0102642,
-0.00950505,
-0.00865373,
-0.00772474,
-0.00672778,
-0.00566784,
-0.00454541,
-0.00335659,
-0.00209327,
-0.000743235,
0.000709674,
0.00228528,
0.0040066,
0.00589888,
0.00798785,
0.0102968,
0.0128417,
0.0156238,
0.0186189,
0.0217633,
0.0249377,
0.0279534,
0.0305465,
0.0323914,
0.033141,
0.0324948,
0.030279,
0.0265126,
0.021429,
0.0154405,
0.00906046,
0.00280971,
-0.00286155,
-0.00762135,
-0.0112714,
-0.0137385,
-0.0150519,
-0.015316,
-0.0146835,
-0.0133323,
-0.0114475,
-0.00920717,
-0.00677299,
-0.00428436,
-0.00185522,
0.000426709,
0.00249881,
0.00432123,
0.00587368,
0.00715175,
0.00816321,
0.00892445,
0.00945739,
0.0097868,
0.00993823,
0.00993647,
0.00980438,
0.00956227,
0.00922742,
0.00881397,
0.0083329,
0.00779214,
0.00719676,
0.00654923,
0.00584964,
0.00509607,
0.00428492,
0.00341137,
0.00246993,
0.00145516,
0.000362608,
-0.000810009,
-0.00206129,
-0.00338434,
-0.00476475,
-0.00617843,
-0.00758978,
-0.00895055,
-0.0102002,
-0.011268,
-0.0120787,
-0.0125593,
-0.0126498,
-0.0123126,
-0.0115417,
-0.010367,
-0.0088543,
-0.00709846,
-0.00521335,
-0.00331888,
-0.00152857,
6.06414e-05,
0.00137522,
0.00236803,
0.00301809,
0.00332794,
0.00331937,
0.00302858,
0.00250128,
0.00178824,
0.000941589,
1.18558e-05,
-0.000954076,
-0.0019143,
-0.00283257,
-0.00367842,
-0.00442692,
-0.0050582,
-0.00555676,
-0.00591085,
-0.00611179,
-0.00615352,
-0.00603226,
-0.00574645,
-0.00529697,
-0.0046876,
-0.0039258,
-0.00302373,
-0.0019994,
-0.000877831,
0.000308023,
0.00151689,
0.00269965,
0.00380104,
0.00476273,
0.00552772,
0.00604582,
0.00627932,
0.00620808,
0.00583288,
