baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,
0,0.235188,7.204,51.0394,1337.37,1421.31,160.441,100,0,0.223768,7.204,30.5579,150.982,1407.37,164.417,10.125,0,0.233103,7.204,28.4987,50.5954,1404.45,151.53,0.625,0,0.19613,7.204,29.7023,69.1294,1403.01,195.107,1.34559,0,0.191791,7.204,30.4934,61.3499,1404.37,156.196,1.27877,0,0.236683,7.204,31.2212,207.542,1405.48,151.498,3.35678,
0,0.121667,7.204,51.3116,1328.75,1411.68,197.79,100,0,0.0676121,7.204,31.6725,198.639,1412.6,169.056,10.125,0,0.229087,7.204,29.1898,50.7788,1408.26,177.002,0.625,0,0.0379882,7.204,31.1402,68.1226,1403.32,187.216,1.34175,0,0.257672,7.204,29.446,64.2825,1407.89,186.561,1.29955,0,0.0575986,7.204,30.7102,147.383,1407.86,176.49,2.05435,
1,0.0349363,5.284,41.2427,1450.79,1411.04,222.583,100,1,0.0349531,4.164,19.4027,223.94,1416.38,210.465,10.125,1,0.0349696,4.752,19.3977,58.6598,1404.11,215.202,0.625,1,0.0349775,4.332,18.0069,66.2922,1405.46,239.116,1.125,1,0.0349962,4.652,19.519,62.6967,1413.54,213.06,1.14625,1,0.034964,4.656,19.7625,120.993,1405.25,186.476,1.54545,
0,0.0652471,7.204,54.0105,1463.69,1415.26,198.432,100,0,0.169062,7.204,32.6246,152.091,1404.36,174.736,10.125,0,0.0523589,7.204,29.352,52.7581,1402.98,190.443,0.625,0,0.195037,7.204,30.5661,81.5683,1407.91,212.26,1.34591,0,0.0489083,7.204,29.9277,61.5495,1407.78,208.487,1.1672,0,0.225884,7.204,34.5196,333.114,1415.03,200.313,5.77302,
1,0.034984,6.212,55.9419,1411.87,1415.34,202.18,100,0,0.190352,7.204,30.3103,132.679,1406.75,175.252,10.125,0,0.25217,7.204,28.975,49.2419,1405.28,174.088,0.625,0,0.065196,7.204,33.2847,69.0569,1401.37,207.646,1.23306,0,0.281909,7.204,29.4343,60.771,1409.02,188.996,1.25799,1,0.0344497,3.16,17.3798,228.312,1420.63,208.406,3.57143,
0,0.0671137,7.204,50.6967,1287.97,1410.35,199.59,100,0,0.227323,7.204,32.6602,151.34,1413.43,173.27,10.125,1,0.0347227,1.74,11.8514,55.4737,1408.1,178.428,0.625,1,0.0348775,5.408,24.2258,70.0679,1407.28,179.015,1.33675,0,0.0625165,7.204,29.3204,59.6738,1412.36,173.408,1.23018,0,0.840173,7.204,30.933,125.483,1414.76,200.041,1.46164,
0,0.102563,7.204,49.5481,1243.78,1409.33,178.9,100,0,0.11921,7.204,30.465,149.971,1404.48,165.72,10.125,0,0.237494,7.204,28.512,47.6055,1403.87,160.671,0.625,0,0.733888,7.204,29.0014,58.0509,1402.46,179.342,1.18095,0,0.256985,7.204,32.8652,69.1648,1419.85,179.047,1.36301,0,0.164367,7.204,39.1617,298.636,1412.47,171.096,4.66816,
0,0.158455,7.204,48.7562,1026.36,1410.26,184.587,100,1,0.0349604,2.772,11.3672,190.559,1403.28,212.923,10.125,0,0.262223,7.204,30.0795,48.7711,1401.23,154.96,0.625,0,0.245625,7.204,29.3439,73.2168,1401.76,175.103,1.42711,0,0.274006,7.204,28.8063,62.8706,1407.89,157.159,1.26119,0,0.536671,7.204,29.5088,91.1372,1406.06,173.106,1.10038,
0,0.0731373,7.204,56.1887,1261.23,1413.09,192.779,100,0,0.170195,7.204,30.2384,140.748,1404.26,161.514,10.125,1,0.0349139,2.264,11.9994,54.0383,1419.37,180.561,0.625,0,0.146069,7.204,28.965,57.5244,1400.25,177.932,1.18766,1,0.0349638,2.184,10.4192,71.9615,1405.87,185.58,1.38913,0,0.0617612,7.204,31.4111,139.567,1416.71,207.954,1.93798,
0,0.0978672,7.204,62.778,1436.8,1411.4,209.266,100,1,0.034913,3.416,15.1096,161.654,1421.68,223.174,10.125,0,0.114074,7.204,31.4331,58.7903,1413.5,188,0.625,0,0.134432,7.204,28.9531,70.7097,1400.25,149.017,1.21483,0,0.863984,7.204,30.3566,58.099,1400.72,162.021,1.20364,0,0.419457,7.204,34.6283,188.578,1408.66,168.613,1.8571,
0,0.0753602,7.204,63.2,1232.77,1409.89,199.347,100,0,0.133547,7.204,32.2637,134.131,1410.98,176.898,10.125,0,0.270761,7.204,32.0412,49.0609,1401.64,170.811,0.625,0,0.240768,7.204,28.4923,63.092,1405.68,143.081,1.28325,0,0.269207,7.204,29.543,61.3041,1406.69,191.333,1.20013,0,0.0612918,7.204,32.8123,273.127,1413.14,164.642,4.40857,
0,0.040471,7.204,53.3233,1277.01,1415.77,188.447,100,1,0.0349635,4.668,23.754,166.539,1419.03,166.085,10.125,0,0.169418,7.204,29.5969,54.5862,1406.02,199.32,0.625,1,0.0349953,4.032,15.5138,68.2338,1398.23,178.18,1.33514,1,0.0349862,5.448,25.4669,70.2812,1398.55,153.153,1.64047,0,0.124885,7.204,33.4943,263.779,1406.31,212.197,4.34015,
0,0.0467313,7.204,50.3006,1273.6,1415.25,191.73,100,0,0.0524812,7.204,31.328,162.869,1406.95,193.107,10.125,0,0.229478,7.204,28.6347,49.2195,1401.62,167.034,0.625,0,0.262851,7.204,29.4026,87.7421,1406.39,164.718,1.94981,0,0.322045,7.204,29.5935,64.4081,1406.18,190.763,1.19885,0,0.252769,7.204,30.6501,69.3065,1414.63,232.736,0.625959,
1,0.0349817,6.564,53.4954,1432.93,1415.03,214.415,100,0,0.234607,7.204,32.1395,142.563,1411.18,165.023,10.125,0,0.288048,7.204,28.8239,50.8101,1402.23,166.57,0.625,0,0.256969,7.204,28.8178,62.6575,1405.15,156.425,1.21292,0,0.255767,7.204,29.5416,66.0196,1404.93,190.858,1.36509,0,0.0571496,7.204,32.9869,205.117,1407.18,146.149,3.1445,
1,0.0349721,7.032,56.3368,1466.48,1414.68,167.67,100,1,0.0349607,5.828,26.0072,156.578,1421.77,199.322,10.125,0,0.133273,7.204,29.6392,54.4058,1404.66,194.692,0.625,0,0.122179,7.204,30.5947,66.1554,1401.97,155.647,1.22091,0,0.169705,7.204,29.6168,62.6838,1410.83,190.636,1.29891,0,0.0784471,7.204,33.5763,242.731,1418.88,228.459,3.17136,
1,0.0348895,5.46,39.1607,1320.74,1411.38,193.761,100,1,0.0349916,4.388,18.7839,187.006,1421.03,186.586,10.125,0,0.144872,7.204,34.0902,55.2813,1405.8,175.466,0.625,0,0.273042,7.204,31.2292,63.6605,1399.19,196.515,1.17439,0,0.0520848,7.204,29.0411,57.6496,1401.88,176.432,1.22219,0,0.2475,7.204,33.3271,191.758,1414.13,176.709,2.59143,
0,0.0462151,7.204,48.5978,1182.32,1410.3,186.709,100,0,0.474789,7.204,29.8949,122.089,1408.79,164.053,10.125,0,0.289652,7.204,28.6262,48.9024,1412.02,156.307,0.625,0,0.326167,7.204,29.1877,79.6974,1402.21,158.6,1.54987,0,0.255526,7.204,29.1924,61.9742,1410.83,171.308,1.25735,0,0.736145,7.204,30.3455,67.2909,1410.44,152.675,0.7289,
0,0.0732133,7.204,47.8446,1117.38,1423.36,194.076,100,0,0.12417,7.204,30.8193,145.725,1413.9,170.141,10.125,0,0.0770616,7.204,28.3287,48.1171,1406.29,150.781,0.625,0,0.512246,7.204,28.1887,57.8374,1401.64,129.686,1.15889,0,0.0946565,7.204,30.4243,56.9168,1403.55,168.528,1.15537,0,0.259703,7.204,31.3,177.327,1411.25,175.442,2.89386,
1,0.0349707,5.424,45.3338,1334.68,1419.04,198.991,100,0,0.104711,7.204,32.1641,170.9,1414.34,219.114,10.125,0,0.107672,7.204,34.2023,53.6275,1412.93,169.654,0.625,0,0.0711843,7.204,30.1714,73.823,1412.84,199.265,1.336,0,0.124686,7.204,29.0296,54.8024,1402.55,181.179,1.14322,0,0.104139,7.204,33.4751,307.157,1405.91,166.913,5.64194,
1,0.0349503,5.18,46.6382,1612.35,1414.56,226.484,100,0,0.138963,7.204,30.9572,143.77,1409.83,188.497,10.125,0,0.104705,7.204,30.7424,52.9119,1401.67,172.582,0.625,0,0.127274,7.204,28.7208,63.3327,1402.67,150.864,1.1672,0,0.0943235,7.204,30.064,71.8809,1405.49,200.842,1.40345,0,0.103413,7.204,33.736,218.908,1411.19,159.869,3.23977,
0,0.0375771,7.204,54.0166,1320.25,1415.35,170.371,100,0,0.155505,7.204,30.9435,156.717,1411.97,174.343,10.125,1,0.0349306,1.86,8.39687,53.5139,1399.71,153.424,0.625,1,0.0349379,3.132,13.836,95.5455,1409.1,155.847,2.1514,0,0.131188,7.204,29.1433,72.4002,1403.85,150.786,1.39962,1,0.0349207,1.864,11.0691,195.67,1394.2,190.473,3.03804,
1,0.0348281,5.076,42.1785,1495.28,1416.71,234.489,100,1,0.0349581,5.492,31.7258,201.611,1410.53,186.506,10.125,1,0.0349507,2.22,10.1918,53.3599,1409.62,161.274,0.625,0,0.202061,7.204,29.8037,73.5856,1402.25,195.865,1.26758,0,0.0715152,7.204,36.0404,63.1788,1407.85,180.964,1.27861,0,0.106308,7.204,30.191,110.127,1409.8,178.268,1.28389,
0,0.0499856,7.204,57.0576,1299.99,1418.02,200.677,100,0,0.0756575,7.204,31.3941,154.223,1410.89,195.579,10.125,0,0.253753,7.204,28.6576,49.674,1400.61,170.374,0.625,0,0.24514,7.204,28.3768,62.6508,1399.6,131.533,1.16272,0,0.0363014,7.204,33.1969,62.9417,1412.11,198.764,1.30195,1,0.0349739,3.5,15.4435,202.354,1407.15,232.2,3.71332,
0,0.113841,7.204,52.2666,1239.47,1418.12,169.434,100,0,0.321786,7.204,30.5472,149.754,1402.69,169.579,10.125,0,0.339151,7.204,28.342,47.377,1405.63,153.36,0.625,0,0.224373,7.204,29.166,59.6164,1400.63,177.205,1.14003,0,0.337096,7.204,28.9944,56.3935,1405.05,177.851,1.2321,0,1.81514,7.204,29.4539,96.6756,1408.05,165.689,1.0876,
1,0.0349094,4.988,37.6053,1425.9,1414.36,209.466,100,1,0.0349836,2.796,11.3673,193.703,1406.24,211.747,10.125,1,0.0348502,2.62,10.646,56.8367,1405.9,227.738,0.625,1,0.0349838,4.72,19.1956,69.5752,1405.96,191.054,1.1754,0,0.144127,7.204,33.4337,68.3834,1402.75,207.698,1.37756,0,0.190293,7.204,29.361,78.453,1401.67,170.374,0.899616,
1,0.0349569,7.188,62.8389,1437.61,1421.68,201.85,100,0,0.179577,7.204,39.6183,184.948,1414.29,214.284,10.125,1,0.0343402,1.04,5.27498,60.536,1413.67,235.19,0.625,0,0.128479,7.204,31.3872,68.4116,1406.9,191.037,1.1891,0,0.223441,7.204,29.3568,66.1138,1417.57,164.977,1.39546,0,0.144923,7.204,31.4702,178.156,1411.18,184.303,2.85934,
1,0.0348921,6.388,44.9401,1319.14,1413.46,177.236,100,0,0.157812,7.204,31.5045,154.445,1409.18,208.295,10.125,1,0.0349491,2.824,12.2247,54.1126,1408.72,214.834,0.625,0,0.15576,7.204,29.4514,59.4751,1401.42,197.497,1.15473,0,0.130107,7.204,32.4078,68.4194,1400.36,156.698,1.24712,1,0.034458,2.752,15.5311,277.449,1405.37,181.533,4.36775,
1,0.0349926,4.912,34.0538,1150.67,1420.43,177.871,100,0,0.0772828,7.204,30.8198,157.857,1408,159.334,10.125,0,0.117698,7.204,28.7336,49.5301,1400.92,161.293,0.625,1,0.034851,1.668,10.3258,88.7824,1404.31,165.649,1.70856,1,0.0349626,4.184,19.0671,69.7603,1403.41,191.132,1.47554,0,0.0911778,7.204,31.8931,147.52,1402.91,156.535,2.3555,
1,0.0348856,6.388,52.9826,1409.2,1417.89,203.332,100,0,0.0828583,7.204,31.6356,181.468,1416.56,179.131,10.125,0,0.132207,7.204,29.9225,54.8908,1405.9,216.019,0.625,0,0.128964,7.204,29.5238,66.2334,1407.5,192.587,1.18606,0,0.252245,7.204,29.7675,63.0238,1410.12,200.221,1.23561,1,0.0349872,3.3,17.0923,210.228,1412.88,205.736,3.45856,
0,0.0439258,7.204,62.0635,1394.86,1412.57,222.623,100,0,0.11972,7.204,31.8089,167.955,1413.27,202.603,10.125,0,0.107201,7.204,28.8377,50.6825,1404.14,167.972,0.625,0,0.258911,7.204,30.5565,64.7616,1407.34,159.374,1.30403,0,0.0716928,7.204,29.0465,58.7582,1400.63,175.346,1.16432,1,0.0348083,2.86,16.9972,199.615,1409.82,205.102,3.70963,
0,0.0676513,7.204,60.6561,1500.27,1417.49,199.348,100,0,0.168112,7.204,30.882,172.581,1410.88,157.031,10.125,0,0.174182,7.204,29.0468,51.1096,1414.12,170.63,0.625,0,0.160661,7.204,29.6233,66.7282,1404.98,193.189,1.23242,0,0.131517,7.204,30.7634,55.7449,1409.27,176.067,1.15281,0,0.147268,7.204,30.9447,159.079,1418.14,169.142,2.62916,
0,0.0493868,7.204,49.4591,1230.07,1409.28,187.49,100,0,0.164572,7.204,31.5154,153.681,1409.96,205.892,10.125,0,0.24166,7.204,28.7851,49.8642,1396.02,175.562,0.625,0,0.212309,7.204,30.4657,58.6449,1402.98,160.384,1.13907,0,0.232485,7.204,28.3002,56.6751,1399.64,140.255,1.22347,0,0.169507,7.204,30.1925,110.907,1409.9,179.849,1.42072,
0,0.0726117,7.204,54.8435,1232.03,1416.26,179.361,100,0,0.176207,7.204,30.7773,148.545,1405.19,181.561,10.125,0,0.0841591,7.204,28.5811,50.654,1398.58,164.154,0.625,0,0.30399,7.204,28.916,61.8075,1402.33,168.409,1.21867,0,0.121042,7.204,30.9466,72.5279,1406.55,170.108,1.39818,0,0.258454,7.204,32.2859,209.485,1414.76,199.02,3.44949,
0,0.0915069,7.204,61.4459,1567.73,1411.55,189.869,100,0,0.190147,7.204,31.695,160.042,1412.28,208.654,10.125,1,0.0349287,3.596,18.8055,56.2509,1409.36,184.712,0.625,0,0.20298,7.204,28.8781,58.5581,1403.97,168.518,1.14802,1,0.0349724,2.216,8.76897,59.881,1419.28,193.754,1.18152,0,0.151565,7.204,31.4233,90.4886,1415.35,167.14,1.09495,
1,0.034977,5.156,38.7694,1264.1,1414.73,220.638,100,1,0.0349654,5.556,24.0335,158.597,1409.72,197.741,10.125,0,0.248398,7.204,28.9929,51.45,1407.05,176.497,0.625,0,0.103114,7.204,34.153,66.7866,1405.57,165.622,1.27078,0,0.231108,7.204,28.3387,62.5568,1400.11,134.279,1.26662,0,0.234703,7.204,29.538,89.0962,1396.6,171.254,0.985934,
0,0.0646486,7.204,61.6953,1731.28,1414.14,196.627,100,0,0.156049,7.204,33.2673,176.978,1416.24,187.357,10.125,0,0.0466056,7.204,31.9725,50.7394,1404.46,160.48,0.625,0,0.249456,7.204,29.8214,71.8477,1410.45,190.372,1.22922,0,0.0499462,7.204,34.1457,67.4492,1406.63,162.822,1.25895,1,0.0340958,4.32,19.6666,139.912,1417.06,157.027,2.06902,
0,0.108297,7.204,51.3256,1343.63,1416.44,166.401,100,0,0.172254,7.204,31.8629,182.384,1404.58,206.106,10.125,0,0.0606482,7.204,29.0096,53.7578,1404.03,160.213,0.625,0,0.201638,7.204,29.6185,63.1839,1398.72,204.33,1.1835,0,0.189679,7.204,28.746,57.8253,1400.21,158.974,1.15889,1,0.0349723,4.484,20.8614,160.595,1411.28,232.141,1.87154,
0,0.0556601,7.204,71.2618,1340.91,1410.15,207.059,100,0,0.293802,7.204,31.0604,149.728,1405.37,193.519,10.125,0,0.17148,7.204,30.3222,50.0334,1394.37,176.44,0.625,0,0.0593834,7.204,29.8749,75.042,1405.66,194.644,1.33855,0,0.066303,7.204,32.8553,64.3472,1397.69,185.953,1.24744,0,0.230981,7.204,30.5741,116.799,1405.32,195.649,1.32481,
