baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,
sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,
0,0.0436237,7.204,54.3787,239.579,247.568,98.521,100,1,0.0349261,4.568,22.6637,41.0863,242.505,81.3483,10.1,0,0.465872,7.204,33.9219,21.4109,240.509,93.9972,0.6,0,0.153837,7.204,34.7286,30.4622,245.888,92.7525,1.5651,1,0.0349301,2.296,11.0437,24.1114,246.209,85.4921,1.2,1,0.0346728,2.632,13.2463,23.6505,244.353,85.0767,0.507168,
1,0.0349208,5.208,38.4297,256.573,247.393,83.7004,100,1,0.03497,2.32,12.0893,42.0381,247.334,88.6888,10.1,1,0.0349851,2.372,11.4059,19.7754,247.492,99.7942,0.6,1,0.0349095,2.536,12.3841,24.3699,244.89,90.6891,1.15593,1,0.0349432,2.608,12.4491,26.578,245.409,88.0762,1.1914,1,0.0342677,3.052,24.529,83.5758,300.322,137.562,2.97654,
1,0.0349142,6.064,53.3784,325.683,269.118,101.748,100,1,0.0349542,3.056,14.8378,38.4338,243.264,82.4851,10.1,0,0.315628,7.204,33.3896,19.8207,239.755,93.2138,0.6,0,0.211424,7.204,35.0056,28.1304,247.679,96.9613,1.52627,1,0.034948,2.208,11.8063,26.0588,245.322,86.6301,1.60128,0,0.220726,7.204,33.6281,34.1415,240.217,84.0418,1.35007,
1,0.0348746,4.532,34.3373,250.001,247.234,108.371,100,0,0.0602393,7.204,37.4265,40.0853,246.568,86.042,10.1,0,0.138375,7.204,45.3317,64.8779,303.554,117.626,0.6,0,0.0960863,7.204,36.9122,54.6118,258.432,78.9042,1.17549,0,0.173911,7.204,32.4125,23.4676,240.055,76.8842,1.33092,0,0.308205,7.204,33.5271,20.2617,238.498,83.3818,0.491765,
1,0.0349382,4.016,27.6085,213.578,246.03,91.1787,100,1,0.0349118,2.516,12.5771,40.1117,244.925,108.239,10.1,1,0.0349558,2.556,12.0864,19.4953,245.19,99.6423,0.6,1,0.0349219,2.62,12.6757,22.4184,245.552,102.285,1.11398,1,0.0349419,2.632,12.4792,21.7613,245.462,97.1388,1.1595,1,0.0349748,2.644,12.7561,19.1592,246.338,105.806,0.407168,
1,0.0349373,4.052,28.8471,226.9,246.73,89.0279,100,1,0.0349957,2.116,10.1944,39.0477,246.227,82.3797,10.1,1,0.0349664,2.676,12.8284,20.8941,246.934,105.09,0.6,1,0.0349399,2.244,10.7799,22.998,245.368,106.438,1.13462,1,0.0349671,2.572,12.2059,22.046,245.086,99.5399,1.14815,1,0.0349716,2.716,13.0704,19.5256,244.911,103.484,0.430556,
1,0.0349778,5.076,36.5563,237.042,247.065,83.6619,100,0,0.137952,7.204,35.7268,40.3754,246.761,96.3288,10.1,0,0.182436,7.204,32.7939,19.4677,240.416,85.2256,0.6,0,0.0485569,7.204,33.7505,25.1777,238.985,84.0083,1.27882,0,0.152734,7.204,36.065,39.5552,253.707,82.3456,1.43889,0,0.0376446,7.204,43.2314,61.3247,291.727,113.929,0.479477,
1,0.0349667,4.432,36.4756,296.656,259.894,103.08,100,1,0.0349863,2.488,12.5988,38.8053,245.342,86.4535,10.1,1,0.0348907,2.688,12.6972,19.6982,247.481,102.461,0.6,1,0.034937,2.096,9.79288,23.3311,244.631,99.7863,1.14769,1,0.034977,2.712,13.3924,22.6626,246.384,108.811,1.14826,1,0.0349009,2.372,12.1631,39.9297,245.828,108.286,2.00714,
1,0.0349558,4.86,34.4929,228.249,247.166,90.6404,100,1,0.0344601,1.636,7.58555,38.4395,244.878,78.4877,10.1,1,0.0343782,1.928,8.25524,19.4459,244.369,71.9502,0.6,1,0.0348604,2.812,13.1984,24.423,238.956,80.674,1.23485,0,0.107433,7.204,42.1965,51.3514,284.308,105.556,1.34974,0,0.184829,7.204,39.6373,56.5874,264.707,84.6864,1.26614,
1,0.0349815,4.24,41.0338,355.86,303.924,101.354,100,1,0.0344251,2.336,13.3927,75.7522,271.91,89.8404,10.1,1,0.0349267,2.388,13.0485,51.8395,270.018,102.073,0.6,1,0.0349671,2.716,20.618,83.3768,353.035,126.2,1.40642,1,0.0349699,2.764,15.405,59.3974,269.361,92.3947,1.50677,1,0.034995,6.248,41.1993,42.7386,273.152,104.921,0.673423,
1,0.0349714,3.668,30.3137,232.787,248.44,77.3634,100,0,0.124429,7.204,38.7363,55.3212,253.796,95.4583,10.1,0,0.12366,7.204,48.2678,60.9657,299.465,139.862,0.6,0,0.148434,7.204,45.4944,71.0142,298.481,118.138,1.55346,1,0.034774,0.78,4.47549,59.3081,272.842,120.248,1.47778,0,0.061731,7.204,45.8222,68.4665,295.299,111.84,1.11477,
1,0.0349077,4.432,40.5112,351.163,276.981,104.418,100,1,0.0349492,2.42,13.2963,62.0601,256.919,113.083,10.1,1,0.0349194,2.508,12.1692,19.746,247.313,111.164,0.6,1,0.0349195,2.724,13.4517,23.7466,245.322,110.56,1.17326,1,0.034981,2.704,13.2475,23.1792,244.934,105.273,1.20972,1,0.0349785,2.624,13.3479,34.7895,245.795,109.207,1.7957,
1,0.0348019,3.552,24.015,205.825,240.175,78.8335,100,1,0.0348983,4.84,25.2452,41.1823,244.924,107.988,10.1,1,0.0349547,2.984,15.4798,21.6437,246.272,67.8477,0.6,0,0.208733,7.204,34.8731,27.1923,246.516,83.0511,1.30549,0,0.751372,7.204,35.8455,38.1963,241.843,94.0641,3.00346,0,0.207539,7.204,36.8271,42.6557,241.138,86.1011,1.7634,
1,0.0349757,4.988,38.9143,255.444,248.827,94.8483,100,1,0.03488,1.964,8.82116,39.1554,242.212,66.2157,10.1,1,0.0348924,2.204,9.66493,21.1386,244.963,67.8552,0.6,0,0.229633,7.204,33.0264,28.4046,241.354,81.5808,1.21503,1,0.0349766,3.072,15.5945,29.4681,247.686,104.767,1.49198,1,0.03492,2.084,11.2126,59.8394,248.452,100.414,4.62824,
0,0.0981111,7.204,53.5832,260.534,249.74,77.2424,100,0,0.173134,7.204,37.7659,47.488,247.643,93.7166,10.1,1,0.0337178,1.572,8.34576,49.8351,262.726,89.6098,0.6,0,0.149602,7.204,37.7094,41.293,255.535,79.1038,1.47569,0,0.514941,7.204,35.1938,34.945,241.24,79.2722,2.61314,0,0.278773,7.204,34.2411,53.7313,238.779,73.9769,3.04392,
0,0.116879,7.204,52.4339,238.689,246.949,82.7386,100,0,0.184803,7.204,33.464,38.9439,239.393,75.2762,10.1,1,0.0348698,1.088,4.79909,19.0236,239.203,78.2721,0.6,0,0.0823607,7.204,42.8245,48.9028,262.145,110.847,1.15876,0,0.20917,7.204,35.1184,26.6009,250.978,95.2238,1.27144,1,0.0349625,4.488,33.1166,74.9969,316.198,121.74,1.04465,
0,0.111699,7.204,56.6886,283.92,255.214,84.1018,100,0,0.156606,7.204,46.081,88.4717,289.033,114.766,10.1,1,0.0349641,4.548,29.3273,67.245,301.455,126.842,0.6,1,0.0349019,1.408,9.92481,62.9467,278.902,112.057,1.26319,0,0.0798317,7.204,36.7762,41.8729,261.9,89.3804,1.29451,0,0.0989523,7.204,35.5312,32.1083,252.982,90.2884,0.973072,
1,0.0348243,5.668,45.8027,283.455,256.094,98.9051,100,1,0.034913,3.564,17.8543,41.1955,254.931,86.6335,10.1,1,0.0348672,2.968,14.8957,20.1517,250.42,95.1095,0.6,0,0.0720583,7.204,35.4984,24.5213,253.666,94.845,1.15641,0,0.188284,7.204,35.9487,41.2309,253.329,83.092,2.9915,1,0.0346818,4.876,23.4631,24.7111,245.245,87.6814,0.688314,
0,0.321977,7.204,50.7369,221.749,239.736,87.9705,100,0,0.207347,7.204,40.0048,42.8356,246.211,88.1175,10.1,0,0.197127,7.204,33.4285,19.1656,241.379,80.1615,0.6,0,0.110333,7.204,35.2612,25.3855,244.257,86.2393,1.31386,0,0.177029,7.204,36.1894,30.8593,239.738,87.0547,2.15595,0,0.199607,7.204,38.5053,59.6185,244.604,94.115,4.54601,
1,0.0348535,4.26,29.6509,219.402,246.041,89.4866,100,1,0.0349651,2.376,12.0284,40.8362,245.226,104.217,10.1,1,0.0349268,2.712,12.9359,19.3353,244.603,101.705,0.6,1,0.0349267,2.832,12.8231,22.6803,244.552,82.123,1.12862,1,0.0349497,2.632,12.6346,22.2569,245.823,100.929,1.19928,1,0.0349563,2.696,12.7471,19.4324,244.006,96.5559,0.436111,
1,0.0349486,4.824,35.2115,239.094,246.869,91.3866,100,1,0.0348983,2.132,10.1784,39.3176,245.772,82.1353,10.1,1,0.0348594,1.836,9.38269,19.2328,246.256,92.6787,0.6,0,0.148497,7.204,35.7141,26.3384,245.007,88.5963,1.42203,0,0.148367,7.204,35.2849,26.6257,244.698,93.7655,1.6049,0,0.158334,7.204,37.4077,39.3236,245.545,93.4067,2.18967,
1,0.0349276,4.572,33.1805,230.348,245.768,77.4946,100,1,0.0349363,3.12,16.391,39.3512,245.47,98.3277,10.1,1,0.0349397,3.976,18.9742,19.4417,246.911,91.6656,0.6,1,0.0349917,5.784,29.4019,23.7257,246.147,101.425,1.20515,1,0.0346726,1.5,6.592,26.6378,244.898,80.4499,1.67974,1,0.0349908,2.592,13.5328,21.3268,244.699,90.0974,0.46963,
1,0.0349341,4.232,29.6822,216.099,246.67,94.4551,100,1,0.0349578,3.244,16.0475,40.5334,245.94,96.1708,10.1,1,0.0349229,2.212,10.7143,21.2745,249.323,103.396,0.6,1,0.0349437,2.236,10.6416,23.2559,244.851,102.637,1.15769,1,0.0349653,2.46,11.6253,22.7537,243.977,95.9942,1.23142,1,0.0349962,2.344,11.1621,20.2763,245.205,107.832,0.502881,
1,0.0348392,6.124,49.1121,234.766,246.65,93.5725,100,1,0.034925,2.856,12.9161,37.6697,246.021,70.6267,10.1,1,0.0348268,2.9,13.3717,19.1221,243.691,83.7382,0.6,1,0.0348484,2.504,11.9233,23.8954,244.566,103.53,1.13946,1,0.0338317,1.98,8.69075,22.1183,244.305,75.6721,1.21256,1,0.0344323,2.232,10.025,20.3744,244.827,84.2308,0.441026,
1,0.0349523,4.732,34.4707,237.242,246.474,91.0332,100,1,0.034952,2.916,14.0722,38.4041,244.615,92.3299,10.1,1,0.0348965,1.992,9.83609,19.6708,246.038,105.24,0.6,1,0.0349859,2.764,13.4057,23.6986,245.811,108.7,1.15903,1,0.0349868,2.4,12.3019,23.4823,245.967,102.551,1.23829,1,0.0349427,2.384,12.0881,25.6269,246.488,105.328,1.04008,
1,0.0349759,4.68,34.1187,240.837,246.072,92.3816,100,1,0.0349822,2.556,16.3073,39.7905,246.103,101.778,10.1,1,0.0349093,2.62,14.7454,19.3595,245.614,101.779,0.6,1,0.0348682,2.028,10.1045,23.8643,246.998,95.083,1.21157,1,0.0349888,2.952,14.5826,23.653,244.273,98.8058,1.28635,1,0.034832,2.236,9.73078,20.5284,243.245,72.3098,0.454701,
1,0.0348362,4.532,31.3643,220.234,247.018,86.5635,100,1,0.0349694,2.372,12.4634,41.0342,245.461,90.8717,10.1,1,0.0349856,2.596,12.2087,19.8272,246.078,101.303,0.6,1,0.0348963,2.22,10.6105,24.5061,245.118,97.6354,1.15556,1,0.0349905,3.192,15.4627,23.8868,245.177,107.795,1.25586,1,0.0348985,2.428,11.2984,21.0319,245.722,84.4609,0.457937,
1,0.0349005,4.832,36.1155,230.475,244.452,78.3917,100,1,0.0348584,3.4,16.5377,40.367,246.116,89.5045,10.1,0,0.415207,7.204,32.8058,19.5884,239.622,86.515,0.6,0,0.0914981,7.204,33.3765,36.8202,239.875,76.6996,2.79399,0,0.233564,7.204,34.2644,33.5175,244.885,82.6841,2.21869,0,0.045686,7.204,40.8682,48.8795,246.017,96.9105,3.4217,
1,0.034778,4.352,31.9734,251.113,247.262,85.578,100,1,0.0349155,2.8,13.0342,40.2499,242.398,73.7281,10.1,1,0.0348443,2.408,12.3569,19.627,243.947,88.3854,0.6,1,0.0349343,2.584,15.3025,23.4995,243.902,94.9157,1.15056,0,0.20515,7.204,33.7754,27.9352,244.097,86.6826,1.82804,0,0.27646,7.204,33.7711,31.083,245.215,74.5191,1.25595,
1,0.0349173,4.5,32.8379,239.453,246.066,92.9872,100,1,0.0349042,2.284,13.636,40.9784,245.78,96.096,10.1,1,0.0349915,2.4,12.2874,19.4928,244.809,97.5387,0.6,1,0.0349511,2.196,10.4909,23.9497,246.393,95.8433,1.23974,1,0.0348535,2.784,13.8962,22.9576,245.33,103.04,1.25488,1,0.0349282,2.188,11.6868,19.6885,246.289,101.861,0.44188,
1,0.0348101,4.064,28.3987,215.903,246.511,92.7026,100,1,0.0349491,2.508,12.3642,39.0777,245.273,103.265,10.1,1,0.0349621,2.592,12.2089,19.5974,245.139,103.339,0.6,1,0.0349943,2.604,12.3366,22.8864,244.889,104.72,1.13111,1,0.0349084,2.676,12.6651,21.6861,245.641,102.776,1.16523,1,0.034938,2.628,12.6007,18.9937,246.342,102.234,0.405018,
0,0.122283,7.204,53.4204,234.373,244.32,70.5635,100,0,0.262471,7.204,32.6419,37.0064,239.294,74.2398,10.1,0,0.213604,7.204,33.4764,19.294,243.601,91.7523,0.6,0,0.0871107,7.204,34.1574,23.6576,245.145,85.2923,1.16876,0,0.204384,7.204,32.7885,21.8564,245.618,78.026,1.17144,0,0.270646,7.204,31.3562,19.6378,239.021,77.0084,0.451765,
0,0.0731629,7.204,52.6892,234.025,247.472,76.1992,100,0,0.19838,7.204,35.2859,41.9385,241.001,78.5692,10.1,0,0.272999,7.204,31.6206,19.2331,240.665,75.6332,0.6,1,0.0338416,1.504,6.40657,29.5776,242.945,67.7828,1.52941,1,0.0349798,2.972,15.7436,25.7419,245.785,105.394,1.35968,1,0.034647,3.292,14.8678,22.1965,243.784,78.9271,0.495157,
1,0.0349774,4.944,36.8014,231.991,247.133,93.8905,100,1,0.0348952,2.832,13.3685,37.8116,240.67,80.147,10.1,0,0.140217,7.204,36.658,19.5873,245.851,104.891,0.6,0,0.333945,7.204,33.1892,24.8758,238.524,80.8965,1.37229,0,0.118805,7.204,34.9845,24.7217,245.354,91.3243,1.52569,0,0.200748,7.204,37.4369,50.0785,239.946,92.7663,2.9919,
0,0.121858,7.204,52.7118,238.404,246.582,87.2066,100,0,0.193988,7.204,34.1578,39.367,241.599,79.2953,10.1,0,0.3728,7.204,33.4543,19.3436,238.561,84.3027,0.6,0,0.052833,7.204,31.8458,22.267,239.469,78.8603,1.11752,1,0.0349766,3.884,18.4203,23.8112,244.762,93.4839,1.2529,1,0.0348974,2.364,12.2508,21.6815,244.741,84.0625,0.632143,
0,0.259072,7.204,50.8274,237.112,242.045,76.743,100,1,0.0348701,1.64,8.90658,38.9539,245.53,86.5884,10.1,0,0.134915,7.204,33.7131,19.8442,241.046,80.9031,0.6,1,0.0348627,0.92,5.01615,32.5236,244.885,70.2936,1.95667,0,0.193656,7.204,34.795,28.3487,239.187,85.1548,1.79719,0,0.136998,7.204,32.6004,22.9206,240.216,77.9155,0.819477,
1,0.0349573,5.348,39.5242,240.982,246.15,99.1709,100,0,0.122784,7.204,33.5747,37.0793,240.177,79.8586,10.1,0,0.407793,7.204,36.021,21.0457,242.904,82.1622,0.6,0,0.0911457,7.204,33.4568,23.4559,245.568,81.7342,1.13889,1,0.0348497,1.772,8.57332,27.9923,245.314,94.8459,1.67566,1,0.0348779,3.08,15.7251,38.9421,245.361,110.64,2.37037,
0,0.118115,7.204,51.348,233.823,247.04,81.8645,100,0,0.129236,7.204,36.8642,41.2612,244.668,90.8885,10.1,0,0.112078,7.204,34.588,19.3672,242.754,84.9597,0.6,0,0.062131,7.204,33.2799,23.2523,242.797,86.1126,1.16366,0,0.134096,7.204,34.943,26.459,245.859,83.7337,1.59771,0,0.108301,7.204,34.0304,27.5248,241.183,87.2178,1.20039,
1,0.0348744,4.516,31.6463,228.186,246.32,82.9781,100,0,0.170211,7.204,37.2716,39.2574,245.888,88.5937,10.1,0,0.340306,7.204,32.516,19.2969,239.526,81.6451,0.6,0,0.181543,7.204,32.0075,25.2873,237.963,74.1171,1.34072,0,0.224036,7.204,34.6459,26.1662,243.792,87.8616,1.55137,1,0.0347056,2.108,9.62237,32.8587,240.997,73.2132,1.31556,
1,0.0347592,4.388,31.3977,233.138,246.306,85.2135,100,1,0.0349302,2.824,16.3052,40.572,246.103,96.5908,10.1,1,0.0349832,2.012,9.20296,19.3893,244.844,95.2719,0.6,1,0.034942,2.668,14.9759,24.0081,245.472,101.08,1.21738,1,0.0349273,2.02,9.94176,23.2532,243.913,106.652,1.22824,1,0.0349341,2.68,14.1379,20.7724,245.799,101.148,0.529749,
1,0.0348153,4.344,29.2378,213.455,242.521,70.1298,100,1,0.0349161,3.848,20.9761,40.2284,245.235,100.518,10.1,1,0.034889,2.3,10.5949,19.3031,245.298,89.5169,0.6,0,0.194186,7.204,37.0837,25.9515,244.463,84.1019,1.33392,1,0.0349237,2.748,13.2898,40.6619,243.317,80.8981,4.16927,0,0.139787,7.204,37.2961,48.2951,244.516,78.4587,3.12,
1,0.0349363,4.108,28.4001,215.512,246.533,93.1988,100,1,0.0349455,2.564,12.6787,39.0682,244.842,99.9753,10.1,1,0.0349454,2.556,12.2126,19.6235,244.431,104.081,0.6,1,0.0349983,2.28,11.1084,23.5912,244.475,104.735,1.1465,1,0.0349367,2.724,13.2304,21.567,245.677,106.933,1.1375,1,0.0349728,2.7,13.0491,19.5976,245.653,103.957,0.456944,
1,0.0349113,4.952,36.848,243.499,247.366,93.3022,100,1,0.0349221,1.876,10.788,38.5048,245.544,100.26,10.1,1,0.0349757,2.484,12.7168,19.4676,245.085,88.6611,0.6,1,0.0349515,2.672,14.8647,22.4829,244.388,85.6618,1.13405,0,0.176563,7.204,33.2361,31.9892,242.279,75.6788,2.20144,0,0.263226,7.204,33.7791,37.4884,239.33,85.835,1.36444,
1,0.0348371,4.244,29.6553,219.726,246.419,90.027,100,1,0.034992,2.56,13.3368,39.8425,246.045,105.475,10.1,1,0.0349285,2.564,12.778,19.4892,245.356,96.4038,0.6,1,0.0349777,2.204,10.8284,24.1885,245.667,106.679,1.14915,1,0.0349818,2.78,13.37,23.4179,245.403,95.8032,1.22054,1,0.034965,2.556,12.4094,23.3415,244.931,104.987,0.645926,
1,0.0349875,3.8,27.3711,235.306,246.979,86.014,100,0,0.0949978,7.204,34.4626,38.7826,242.576,85.8729,10.1,1,0.0348013,1.052,6.07716,19.2218,247.07,87.0923,0.6,1,0.0349896,1.768,10.6089,23.2211,246.156,96.9519,1.15714,1,0.0349888,2.428,11.9041,21.1884,245.768,95.8099,1.14405,1,0.0348626,1.892,9.70474,19.5639,245.957,91.8794,0.415152,
1,0.0348704,4.924,36.5597,239.447,246.699,92.3454,100,1,0.0349709,3.5,17.1023,39.3555,245.577,92.8205,10.1,1,0.0349278,0.844,5.31183,20.0013,246.296,84.5675,0.6,1,0.0349719,4.82,23.4112,23.3505,245.112,96.6546,1.14405,0,0.0585567,7.204,35.3959,23.0236,244.709,92.8795,1.26549,0,0.120998,7.204,36.1929,34.021,244.222,95.0774,1.45007,
0,0.491918,7.204,51.4372,235.872,239.307,93.7766,100,1,0.0347191,6.156,32.8589,41.6551,240.987,87.9281,10.1,0,0.341188,7.204,32.7264,19.6126,243.985,84.1706,0.6,1,0.0349713,2.144,9.74657,30.7057,239.58,70.6037,1.832,1,0.0347322,2.008,8.69578,26.233,244.738,67.8934,1.53043,0,0.110213,7.204,34.7476,28.4972,243.416,85.8862,1.16301,
1,0.0349763,5.844,42.8477,227.291,247.153,81.6023,100,1,0.034953,3.212,17.9041,39.4779,244.156,84.8661,10.1,0,0.222323,7.204,33.2578,19.4805,242.155,92.2192,0.6,0,0.0390972,7.204,34.7994,26.9497,242.619,93.1173,1.4115,0,0.278684,7.204,33.6102,24.862,239.567,82.8006,1.39752,0,0.207097,7.204,33.919,26.3749,241.234,91.1543,0.894902,
0,0.1107,7.204,51.6513,239.598,246.022,80.6679,100,0,0.169084,7.204,34.6219,39.4431,240.624,86.4932,10.1,0,0.274045,7.204,32.0752,19.0398,238.534,83.4863,0.6,0,0.0919963,7.204,33.2732,23.0744,239.915,89.0517,1.1749,0,0.227128,7.204,32.3007,23.9541,244.919,68.7279,1.30183,0,0.205413,7.204,34.0908,24.2595,243.205,88.9589,0.703399,
1,0.0349628,4.62,33.5022,227.964,246.761,96.9469,100,1,0.0349881,2.056,10.3555,40.1373,245.678,105.419,10.1,1,0.0349859,2.616,12.9179,20.5791,246.456,108.982,0.6,1,0.034966,2.24,10.6892,23.0421,245.652,101.665,1.13034,1,0.0348952,2.356,11.6317,23.9668,245.226,105.977,1.25595,1,0.0349127,2.644,12.6196,19.859,245.37,101.418,0.446595,
1,0.0348663,4.58,33.7429,233.141,246.51,82.7591,100,1,0.0349245,2.42,12.1822,39.8193,246.123,97.5093,10.1,1,0.0349834,2.572,12.4631,19.759,244.911,109.98,0.6,1,0.0349623,2.656,12.8786,24.2377,245.748,105.867,1.12151,1,0.0349449,2.64,12.8929,22.4913,246.315,105.885,1.1724,1,0.0349746,2.704,13.3461,22.558,245.521,108.512,0.56875,
1,0.0349525,4.524,32.9939,236.041,246.292,99.9305,100,1,0.0349711,2.528,12.9752,40.6445,245.632,105.639,10.1,1,0.0349385,2.708,13.3435,19.4375,246.943,109.656,0.6,1,0.0349799,2.664,12.8976,24.7495,244.524,105.472,1.16416,1,0.0349803,2.164,10.1844,23.822,246.18,82.5266,1.20556,1,0.0349678,2.968,15.0403,43.4043,245.231,100.605,3.12762,
1,0.0348617,4.144,29.4628,222.236,246.684,95.0974,100,1,0.0349852,2.572,13.0275,40.0435,246.541,107.069,10.1,1,0.0349752,1.956,9.18525,19.3957,245.466,97.2108,0.6,1,0.0348632,2.028,9.83454,23.045,245.792,102.418,1.14537,1,0.0349905,2.396,11.5274,23.0823,245.518,103.687,1.21944,1,0.0349721,2.18,10.1824,19.4793,245.583,103.34,0.416,
1,0.0349097,3.864,27.3516,218.174,240.714,86.9471,100,1,0.0348938,2.644,12.6804,39.9067,243.726,85.2948,10.1,1,0.0347858,4.024,19.0578,19.6012,245.553,71.1163,0.6,1,0.0348304,1.716,7.65894,25.18,243.855,72.2556,1.31833,0,0.114714,7.204,33.5729,23.2512,244.197,86.1732,1.25268,0,0.0603689,7.204,35.769,46.1277,245.673,82.9252,3.38196,
0,0.0877413,7.204,51.7848,236.422,247.109,76.7966,100,0,0.129897,7.204,36.3018,41.6721,241.346,74.9552,10.1,0,0.323791,7.204,31.58,19.4635,238.864,77.521,0.6,0,0.0747511,7.204,33.5883,28.5829,241.988,84.1085,1.40359,1,0.0349792,5.804,27.2227,22.5846,245.174,80.1039,1.21409,0,0.194208,7.204,33.4776,36.9004,240.644,80.4691,1.77699,
