baseline,baseline,baseline,baseline,baseline,setInterval100,setInterval100,setInterval100,setInterval100,setInterval100,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,iterative_error,iterative_error,iterative_error,iterative_error,iterative_error,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,
3.88749,159.173,100,0.35627,4,4.20986,151.71,1.04,0.0717948,6,2.76879,170.045,0.56,0.062887,4,2.87904,145.652,1.17143,0.0781743,4,2.79196,164.881,1.18286,0.0680872,4,2.86879,153.652,1.09143,0.0713493,4,1.81708,176.44,1.04,0.0600503,5,1.85617,175.569,0.56,0.069936,5,1.82866,179.812,1.10857,0.066953,5,1.78587,175.098,1.12571,0.0642033,5,1.67082,178.817,0.982857,0.0680577,5,
3.81809,97.1306,100,0.329376,4,2.80915,97.1171,1.04,0.0690685,4,2.82202,97.1332,0.56,0.0681848,4,2.88906,97.1285,1.04,0.0778118,4,2.77925,97.1255,1.04571,0.0635545,4,2.78311,97.1143,0.16,0.0565573,4,1.66208,125.859,1.04,0.0624027,5,1.60056,125.923,0.56,0.057881,5,1.81243,125.86,1.04571,0.064879,5,1.75502,125.854,1.05143,0.0616753,5,1.63944,125.843,0.16,0.0590803,5,
4.58975,82.3955,100,0.356,5,2.73511,84.8476,1.04,0.0644575,4,2.76798,84.9271,0.56,0.0602322,4,2.80691,83.3237,1.12571,0.06901,4,3.39776,85.8563,1.12571,0.0669298,5,2.82045,87.4011,0.965714,0.0683467,4,1.80871,96.7244,1.04,0.067385,5,1.83492,97.3887,0.56,0.064575,5,1.79984,96.9855,1.11429,0.0675017,5,1.7752,97.2032,1.12571,0.066441,5,1.84817,97.3981,1.07429,0.0712467,5,
4.83464,93.7435,100,0.404047,5,3.49417,97.7352,1.04,0.0609715,5,2.88325,102.078,0.56,0.0603112,4,2.89193,95.8475,1.11429,0.0683418,4,2.796,96.1949,1.10857,0.0711937,4,3.49311,100.289,1.09714,0.073813,5,1.85761,103.398,1.04,0.0604437,5,1.8036,101.505,0.56,0.058747,5,1.88136,103.014,1.10857,0.0784647,5,1.86044,102.711,1.12,0.0653613,5,1.89928,104.326,1.10857,0.0716293,5,
4.69975,67.6605,100,0.306265,5,3.46814,67.6592,1.04,0.064007,5,3.43935,67.6589,0.56,0.0618102,5,3.53246,67.6592,1.04,0.0715016,5,3.51353,67.6657,1.04571,0.0662986,5,3.42056,67.6576,0.205714,0.0570396,5,1.76496,98.5278,1.04,0.0595427,5,1.51877,98.5284,0.56,0.05946,5,1.73505,98.5286,1.05143,0.0680033,5,1.68956,98.5288,1.05143,0.0604663,5,1.67471,98.4371,0.194286,0.056474,5,
5.75549,187.238,100,0.559583,5,3.00746,193.023,1.04,0.0692663,4,3.72669,193.249,0.56,0.0644588,5,3.79248,192.721,1.17714,0.0701552,5,3.08026,198.377,1.12571,0.074314,4,2.99415,197.404,1.44,0.0784307,4,2.23866,195.35,1.04,0.0646853,5,2.17005,196.922,0.56,0.0659967,5,2.27147,195.879,1.17714,0.0760883,5,2.46641,196.653,1.14286,0.0891257,5,2.29059,197.472,1.45714,0.0814803,5,
4.90599,268.793,100,0.338973,5,2.78729,277.501,1.04,0.0606745,4,3.40577,276.75,0.56,0.0645585,5,2.70644,273.206,1.09143,0.0656122,4,4.86296,241.04,1.18857,0.0695319,7,4.77648,233.973,0.491429,0.0609869,7,1.77679,297.043,1.04,0.0595907,5,1.72039,297.173,0.56,0.0581933,5,1.45528,297.695,1.08571,0.0703475,5,1.58809,297.929,1.08571,0.063751,5,1.76823,298.163,0.685714,0.0665633,5,
3.97887,83.8623,100,0.360249,4,2.72681,83.9787,1.04,0.0586665,4,2.70825,84.0281,0.56,0.0574925,4,2.80001,83.9726,1.05143,0.0636873,4,2.91859,84.0521,1.05714,0.0654873,4,2.82158,83.7548,0.462857,0.0613512,4,1.77421,101.006,1.04,0.060149,5,1.85915,100.971,0.56,0.0689623,5,1.91784,101.053,1.07429,0.071454,5,1.6585,101.076,1.07429,0.063031,5,1.69843,100.966,0.502857,0.0620423,5,
3.95015,156.088,100,0.347247,4,2.83847,157.403,1.04,0.0679517,4,2.81311,156.243,0.56,0.0582367,4,2.7657,157.617,1.13714,0.0655647,4,2.75076,157.335,1.13143,0.0630718,4,2.77716,156.58,0.902857,0.0651865,4,1.84452,184.406,1.04,0.0676593,5,1.81542,185.011,0.56,0.058605,5,1.6887,183.983,1.09714,0.0679183,5,1.73776,182.802,1.09714,0.063514,5,1.81976,182.409,0.811429,0.066213,5,
4.94112,138.998,100,0.350138,5,2.76312,139.3,1.04,0.0588653,4,3.38658,134.223,0.56,0.0577678,5,2.79725,132.75,1.12571,0.0663418,4,2.79316,134.567,1.13714,0.071704,4,2.73049,130.443,0.674286,0.0628258,4,1.78552,176.483,1.04,0.058546,5,1.55529,176.243,0.56,0.0590057,5,1.78275,176.224,1.12571,0.0677363,5,2.00302,176.231,1.09714,0.078053,5,1.69415,176.509,0.674286,0.068189,5,
5.5709,68.389,100,0.366554,6,3.36065,69.7671,1.04,0.0595333,5,2.67866,75.2854,0.56,0.0583923,4,4.22138,68.0273,1.21714,0.0689708,6,4.06224,72.7753,1.22286,0.0649852,6,3.3989,74.8245,1.10857,0.0719485,5,1.82301,82.6502,1.04,0.067553,5,1.87433,82.1987,0.56,0.0639507,5,1.74669,84.2307,1.18286,0.0697875,5,1.746,82.8934,1.14857,0.066411,5,1.73566,82.8439,1.04571,0.0709577,5,
3.77234,106.016,100,0.329316,4,3.40384,103.727,1.04,0.0635086,5,2.66305,103.102,0.56,0.0581625,4,3.52075,103.251,1.10286,0.0694696,5,2.72808,103.687,1.06286,0.0633963,4,2.71288,105.327,0.502857,0.0595075,4,1.69754,108.904,1.04,0.0641243,5,1.5837,108.556,0.56,0.0587367,5,1.79311,108.902,1.06286,0.071391,5,1.74452,108.906,1.05714,0.062204,5,1.72559,108.341,0.4,0.060259,5,
4.02421,141.877,100,0.357704,4,2.70726,144.494,1.04,0.058291,4,3.28661,142.147,0.56,0.0582495,5,2.76221,142.899,1.14857,0.0676137,4,2.73525,149.177,1.11429,0.0651927,4,4.12265,137.755,0.96,0.0678348,6,1.81716,149.056,1.04,0.068085,5,1.8277,149.044,0.56,0.0628587,5,1.73165,149.14,1.12,0.071014,5,1.67937,150.151,1.12571,0.0669187,5,1.71537,149.783,1.02857,0.069756,5,
4.59764,30.1119,100,0.360765,5,2.74613,30.6345,1.04,0.0593067,4,2.72636,30.9333,0.56,0.0689263,4,2.73959,30.8301,1.11429,0.065989,4,2.82253,30.3755,1.10857,0.0685875,4,2.72405,32.981,0.348571,0.0596853,4,1.68765,32.5756,1.04,0.0588147,5,1.58901,31.1439,0.56,0.0579347,5,1.627,32.9911,1.11429,0.06662,5,1.91696,32.3706,1.10857,0.0655957,5,1.87809,32.4397,0.331429,0.0602033,5,
3.90964,157.24,100,0.344506,4,3.42324,147.995,1.04,0.0631936,5,3.37532,151.676,0.56,0.0610112,5,3.50203,143.455,1.14286,0.0674976,5,3.33349,156.33,1.11429,0.063541,5,3.45446,149.427,0.857143,0.0701214,5,1.69465,188.528,1.04,0.059412,5,1.81531,187.992,0.56,0.0729607,5,1.73309,188.48,1.12,0.079893,5,1.64836,188.292,1.12,0.0643273,5,1.93182,189.811,0.874286,0.066016,5,
4.23181,214.906,100,0.401742,4,3.54364,229.752,1.04,0.060013,5,2.74002,241.591,0.56,0.059324,4,2.77229,241.793,1.16,0.066624,4,2.8395,228.224,1.22286,0.0650285,4,3.63938,204.871,1.33143,0.0752606,5,1.79348,248.505,1.04,0.066928,5,1.76143,243.46,0.56,0.059042,5,1.83583,245.877,1.18857,0.06723,5,1.7925,246.701,1.17714,0.0715773,5,1.92331,244.904,1.14286,0.0714627,5,
3.9546,156.539,100,0.427677,4,2.86017,156.879,1.04,0.0730283,4,2.77073,156.652,0.56,0.059955,4,2.85824,155.681,1.26857,0.0764587,4,2.78527,155.08,1.26286,0.0751373,4,2.95373,145.538,1.18286,0.071959,4,1.86209,157.446,1.04,0.060356,5,1.96252,157.51,0.56,0.0675007,5,1.99016,157.336,1.28571,0.0717803,5,2.01462,157.68,1.26857,0.0683247,5,2.01806,156.964,1.12,0.072607,5,
4.70574,62.9923,100,0.305959,5,3.45514,63.4588,1.04,0.0594832,5,2.75864,64.4026,0.56,0.060358,4,3.35075,63.203,1.04571,0.065377,5,3.40454,63.1874,1.06286,0.065738,5,3.35058,63.3639,0.291429,0.061572,5,1.8145,85.4752,1.04,0.0588338,5,1.91869,85.5022,0.56,0.072559,5,1.79825,85.3564,1.06857,0.0657525,5,1.59807,85.3861,1.08,0.062787,5,1.81848,85.041,0.32,0.0649915,5,
3.82973,131.609,100,0.336959,4,2.64464,133.866,1.04,0.058202,4,3.44933,130.398,0.56,0.0588196,5,2.79911,136.52,1.11429,0.0729555,4,2.75748,135.587,1.14857,0.0692405,4,2.63763,136.011,0.982857,0.0652773,4,1.69482,144.263,1.04,0.05877,5,1.68928,145.297,0.56,0.0666903,5,1.75852,145.201,1.08571,0.0679647,5,1.56563,146.349,1.10857,0.066276,5,1.73133,144.955,1.03429,0.0692455,5,
4.92301,84.4563,100,0.331613,5,3.52056,84.4563,1.04,0.0637248,5,3.54157,84.4556,0.56,0.059119,5,3.54292,84.4563,1.04,0.0667776,5,3.46254,84.4569,1.05143,0.068731,5,3.45983,84.4558,0.194286,0.0575942,5,1.74049,110.051,1.04,0.0598497,5,1.77421,110.01,0.56,0.0585017,5,1.77437,110.051,1.05143,0.0732633,5,1.7559,110.038,1.04571,0.0686423,5,1.7624,110.047,0.171429,0.057587,5,
3.51888,74.2224,100,0.354546,4,2.62174,72.381,1.04,0.059319,4,2.60121,73.7263,0.56,0.066198,4,2.6207,73.2714,1.06286,0.0654793,4,2.63323,73.8158,1.07429,0.0640163,4,2.68834,72.0108,1.01714,0.06779,4,1.92915,72.303,1.04,0.0635197,5,1.69816,74.6384,0.56,0.0603103,5,1.77947,72.1639,1.08571,0.0685943,5,1.76172,72.9319,1.10857,0.0675933,5,1.92704,72.5712,1.05714,0.0810323,5,
3.77298,136.058,100,0.392386,4,3.42031,136.622,1.04,0.066309,5,3.31603,139.234,0.56,0.0593073,5,2.78218,141.049,1.17714,0.0687073,4,2.79971,135.008,1.18286,0.0675083,4,2.75989,140.243,0.971429,0.0676263,4,1.85219,140.087,1.04,0.0657583,5,1.95025,134.905,0.56,0.060167,5,1.80214,139.573,1.17714,0.0675513,5,1.88819,139.172,1.18286,0.0658953,5,1.84743,137.27,0.685714,0.076107,5,
4.59951,122.079,100,0.369525,5,3.31525,121.195,1.04,0.0635392,5,2.73884,118.633,0.56,0.0619965,4,4.12943,116.392,1.09714,0.06802,6,3.46862,120.142,1.08571,0.0691245,5,3.37106,121.272,0.765714,0.0717058,5,1.68482,128.662,1.04,0.0631677,5,1.73942,129.361,0.56,0.071145,5,1.84313,128.868,1.09143,0.0685213,5,1.76535,128.648,1.10857,0.0714737,5,1.79089,128.93,0.765714,0.0678037,5,
3.8676,99.2975,100,0.335845,4,3.33627,99.5674,1.04,0.0617505,5,3.37436,100.754,0.56,0.066955,5,3.36542,100.468,1.45143,0.0708425,5,3.40005,100.617,1.47429,0.0734555,5,3.35831,99.7259,0.742857,0.0628288,5,1.70447,114.546,1.04,0.060861,5,1.47925,114.925,0.56,0.0652475,5,1.61537,115.054,1.44,0.0727247,5,1.50278,114.843,1.46286,0.066828,5,1.50538,114.594,0.565714,0.063389,5,
4.62552,71.645,100,0.37042,5,2.81609,70.2086,1.04,0.0601067,4,2.74974,71.211,0.56,0.0605137,4,2.77555,72.8393,1.12571,0.06845,4,2.85073,71.8514,1.12,0.0689772,4,2.72975,72.089,0.982857,0.068827,4,1.80966,73.4704,1.04,0.0615223,5,1.63553,73.7076,0.56,0.0615193,5,1.67826,73.8742,1.13143,0.0708273,5,1.85854,74.6467,1.13143,0.0678617,5,1.76357,74.8421,1.17143,0.0720887,5,
4.63177,52.5372,100,0.313741,5,5.44391,44.9123,1.04,0.0620235,8,3.96436,57.0257,0.56,0.0595485,6,3.22644,52.0574,1.08571,0.065312,5,2.63089,55.8661,1.08,0.061615,4,2.6536,53.3959,0.56,0.0588225,4,1.59846,70.3651,1.04,0.058271,5,1.61904,69.9355,0.56,0.058361,5,1.50928,70.2363,1.08571,0.067288,5,1.63551,70.1627,1.06857,0.0631845,5,1.6562,70.5268,0.588571,0.065727,5,
4.70895,173.443,100,0.378381,5,2.71923,187.605,1.04,0.0604197,4,2.74607,178.036,0.56,0.0600993,4,3.46173,181.536,1.06286,0.0672267,5,2.86451,176.105,1.06857,0.06478,4,2.78058,176.633,0.388571,0.062607,4,1.7456,189.402,1.04,0.0613417,5,1.69995,189.577,0.56,0.0618427,5,1.74246,189.795,1.08,0.0674237,5,1.81274,189.767,1.10286,0.0658967,5,1.80854,190.053,0.354286,0.0593923,5,
4.84842,103.77,100,0.339417,5,3.42706,102.681,1.04,0.0596608,5,3.40008,100.642,0.56,0.0584552,5,3.54083,103.089,1.08571,0.071937,5,3.4615,103.801,1.08571,0.063839,5,3.3589,103.752,0.434286,0.0591834,5,1.81789,135.711,1.04,0.0606875,5,1.75714,135.9,0.56,0.0608063,5,1.89217,135.07,1.07429,0.066565,5,1.57936,137.33,1.08571,0.0648233,5,1.56173,137.034,0.354286,0.063732,5,
3.71279,63.3305,100,0.307707,4,2.70391,63.3304,1.04,0.0585643,4,2.70494,63.3302,0.56,0.0570963,4,2.72453,63.3304,1.04,0.0633287,4,2.74538,63.3308,1.04,0.0612997,4,2.74939,63.3317,0.182857,0.0599415,4,1.65347,83.6694,1.04,0.0613487,5,1.4702,83.6875,0.56,0.064177,5,1.65152,83.6645,1.05714,0.063572,5,1.6735,83.6742,1.05714,0.068804,5,1.78972,84.6749,0.188571,0.0563355,5,
3.80221,183.73,100,0.355861,4,2.71013,184.5,1.04,0.0659817,4,2.79334,180.256,0.56,0.0596993,4,2.79411,184.021,1.07429,0.0726363,4,2.74856,180.146,1.09714,0.06725,4,2.73703,184.218,1.08571,0.0705397,4,1.6068,188.899,1.04,0.0604533,5,1.72464,181.566,0.56,0.0603055,5,1.85561,187.73,1.08,0.067514,5,1.69698,188.143,1.09714,0.0645563,5,1.71758,187.434,1.14286,0.0745617,5,
3.65112,123.848,100,0.376252,4,2.68298,122.553,1.04,0.059521,4,2.66636,121.51,0.56,0.0579167,4,2.69352,122.204,1.10857,0.065305,4,2.75452,121.359,1.10286,0.0748423,4,2.6767,120.76,0.571429,0.0620407,4,1.8263,117.567,1.04,0.0592623,5,1.86598,117.173,0.56,0.0659607,5,1.9022,117.322,1.12571,0.0724687,5,1.7812,120.615,1.14286,0.0696223,5,1.65661,117.31,0.411429,0.060458,5,
3.91527,129.699,100,0.437971,4,2.83741,130.408,1.04,0.0635287,4,3.58199,126.819,0.56,0.0606548,5,2.8361,129.037,1.07429,0.0713727,4,2.76774,130.644,1.07429,0.065287,4,2.81318,133.423,0.977143,0.071098,4,1.84608,131.605,1.04,0.060098,5,1.9052,131.456,0.56,0.0713465,5,1.71252,131.144,1.09143,0.0682447,5,1.70082,131.749,1.09714,0.068213,5,1.7429,130.122,1.04,0.07507,5,
3.84013,105.76,100,0.317455,4,2.7295,105.756,1.04,0.0650298,4,2.81954,105.75,0.56,0.0673805,4,2.8387,105.756,1.04,0.068805,4,2.81282,105.744,1.04,0.0628003,4,2.76558,105.747,0.171429,0.0601472,4,1.62435,146.365,1.04,0.0612405,5,1.61497,146.364,0.56,0.0581985,5,1.56834,146.365,1.05714,0.0794575,5,1.62869,146.364,1.05143,0.061911,5,1.50235,146.335,0.171429,0.0552575,5,
4.89279,135.062,100,0.344119,5,3.51367,135.123,1.04,0.0593514,5,3.574,135.14,0.56,0.0623402,5,3.59419,135.123,1.04571,0.0741894,5,3.49244,135.123,1.04571,0.0635184,5,3.48552,135.246,0.251429,0.0610312,5,1.72065,187.535,1.04,0.05928,5,1.63829,187.706,0.56,0.0717385,5,1.6634,187.54,1.04571,0.0650885,5,1.7289,187.54,1.04571,0.063032,5,1.73497,187.302,0.245714,0.0578315,5,
4.77112,89.705,100,0.390491,5,3.36079,86.6435,1.04,0.0590053,5,3.35385,92.6313,0.56,0.058371,5,3.45506,86.0158,1.81714,0.0720848,5,3.4939,88.9894,1.81143,0.0746528,5,3.50357,90.9256,1.15429,0.070975,5,1.84731,98.4417,1.04,0.061013,5,1.72997,97.7519,0.56,0.06104,5,1.92105,97.9565,1.87429,0.070659,5,1.65838,97.6544,1.82286,0.076898,5,1.86371,97.6906,0.982857,0.0770343,5,
4.79846,90.3722,100,0.397805,5,2.8863,93.5554,1.04,0.060841,4,3.47989,89.9342,0.56,0.0592723,5,2.92523,94.3565,1.08,0.0681518,4,2.90467,93.2322,1.07429,0.064807,4,3.45131,89.4702,0.537143,0.062656,5,1.77366,108.375,1.04,0.0607663,5,1.89114,108.363,0.56,0.0594033,5,1.88031,108.366,1.08571,0.0703287,5,2.03028,108.448,1.08571,0.0683445,5,1.82214,108.549,0.56,0.0650107,5,
3.76157,21.957,100,0.311166,4,2.71948,21.9764,1.04,0.0606288,4,2.68766,21.9526,0.56,0.0574697,4,2.67334,21.9674,1.04571,0.063601,4,3.38164,22.0152,1.06286,0.061537,5,2.75009,21.955,0.182857,0.0562062,4,1.75771,28.9011,1.04,0.063071,5,1.58603,28.9005,0.56,0.059494,5,1.72441,28.9012,1.05143,0.0653247,5,1.5298,28.906,1.05143,0.0633097,5,1.70573,28.8684,0.16,0.056579,5,
3.93979,106.249,100,0.362231,4,2.70253,111.674,1.04,0.0633803,4,3.29824,113.036,0.56,0.0583865,5,2.76295,107.217,1.13714,0.0656038,4,2.76025,105.057,1.13714,0.0637797,4,3.89972,107.612,1.32,0.0690362,6,1.78627,118.536,1.04,0.0581337,5,1.62243,119.702,0.56,0.058874,5,1.73552,117.726,1.09714,0.06586,5,1.83991,117.744,1.09714,0.0732567,5,1.71319,118.174,1.14286,0.075496,5,
4.03529,216.958,100,0.436038,4,4.25236,200.989,1.04,0.0659586,6,2.9424,203.518,0.56,0.064688,4,3.50285,205.556,1.21714,0.0674928,5,2.8379,207.026,1.18286,0.0657793,4,2.92108,201.84,1.07429,0.0715485,4,1.93652,220.399,1.04,0.0687527,5,2.00026,220.696,0.56,0.0685077,5,1.89125,224.003,1.14286,0.0720527,5,1.76363,222.904,1.14857,0.068626,5,1.95557,220.018,0.988571,0.0701227,5,
4.81258,62.9648,100,0.33325,5,3.3953,62.6987,1.04,0.0604422,5,3.37684,62.3454,0.56,0.0634186,5,3.43933,62.2468,1.08,0.0658114,5,3.42324,62.1467,1.08,0.0633244,5,3.40938,62.2886,0.457143,0.0597588,5,1.73564,79.3451,1.04,0.060352,5,1.75627,79.2227,0.56,0.0608717,5,1.7922,79.3523,1.06857,0.0692062,5,1.91297,79.3472,1.06857,0.0652488,5,1.97298,79.6083,0.417143,0.0720498,5,
4.59763,73.5608,100,0.30393,5,2.72753,74.2146,1.04,0.062104,4,2.70492,73.8303,0.56,0.0589937,4,2.79604,73.9472,1.06286,0.0694412,4,2.79686,74.3215,1.07429,0.0712853,4,2.77972,74.3088,0.605714,0.0647273,4,1.51867,101.626,1.04,0.0628905,5,1.49511,101.679,0.56,0.0599665,5,1.66672,101.627,1.06286,0.0688015,5,1.70091,101.648,1.07429,0.0644445,5,1.62568,101.735,0.577143,0.0643285,5,
4.60479,24.5485,100,0.365208,5,2.76734,26.5355,1.04,0.0620127,4,3.34225,25.285,0.56,0.0595097,5,2.71573,26.3548,1.08571,0.0754713,4,2.7971,24.9314,1.09143,0.0678488,4,3.52994,21.1174,0.16,0.0583656,5,1.74509,27.4672,1.04,0.0662255,5,1.71669,27.5051,0.56,0.0687125,5,1.74684,27.4714,1.07429,0.0781545,5,1.77612,27.4877,1.08571,0.070808,5,1.60171,27.4615,0.16,0.057554,5,
3.67698,103.126,100,0.374865,4,2.68795,103.395,1.04,0.0608743,4,2.63863,104.905,0.56,0.060079,4,2.75615,103.436,1.07429,0.067432,4,2.70408,103.737,1.08571,0.0693973,4,2.72814,101.23,0.4,0.0615043,4,1.83986,103.127,1.04,0.065604,5,1.71924,102.857,0.56,0.0631993,5,1.8882,102.851,1.07429,0.0736197,5,1.88982,102.747,1.09714,0.0731267,5,1.83923,103.009,0.451429,0.0706743,5,
4.5578,115.872,100,0.350728,5,3.43851,117.303,1.04,0.0698127,5,2.76719,118.395,0.56,0.059689,4,3.41665,119.837,1.10857,0.0681135,5,2.75886,119.98,1.09714,0.075949,4,3.48638,116.933,1.43429,0.0760575,5,1.81172,125.955,1.04,0.0629877,5,1.90187,125.84,0.56,0.0619063,5,1.83085,125.644,1.08571,0.067736,5,1.78154,126.18,1.08571,0.0645073,5,1.71705,125.534,1.26857,0.0709965,5,
