baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI20,SI20,SI20,SI20,SI20,SI1000,SI1000,SI1000,SI1000,SI1000,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,IE_15,IE_15,IE_15,IE_15,IE_15,
30670.2,0.102287,100,9758.57,3,7484.56,0.170741,20.0357,2041.24,3,3995.66,0.233117,5.03571,517.835,4,1547.16,0.0833649,0.142857,57.541,3,1891.84,0.0184103,2.06289,252.639,3,5723.99,0.230561,3.18385,649.267,5,
31010.5,0.163964,100,9883.24,3,5450.05,0.140912,20.0357,2012.83,3,2900.95,0.134029,5.03571,519.38,3,1874.94,0.0574454,0.142857,43.6197,4,2463.56,0.158528,2.05849,241.829,4,2085.17,0.0539414,1.97981,394.606,3,
31392.1,0.143431,100,9860.54,4,5255.37,0.152914,20.0357,1945.64,3,1708.82,0,5.03571,501.149,3,1246.03,0,0.142857,41.255,3,2112.09,0.10767,2.16667,256.409,3,2578.97,0.0720035,1.46998,272.286,4,
30547.6,0.365268,100,9728.43,3,7305.07,0.364549,20.0357,1976.1,3,2908.01,0.370314,5.03571,513.857,3,1510.64,0.371026,0.142857,48.057,3,2150.85,0.365305,2.03882,239.306,3,2075.73,0.371775,0.966874,224.738,3,
30375.3,0.198721,100,9682.06,3,7319.83,0.174105,20.0357,1986.29,3,2985.77,0.174408,5.03571,535.813,3,2077.53,0.19836,0.142857,52.412,4,1975.09,0.168774,2.03727,227.814,3,1342.39,0,1.27019,274.077,3,
27046.2,0.288588,100,8593.11,3,6517.31,0.274063,20.0357,1752.81,3,2767.29,0.270478,5.03571,481.475,3,1407.05,0.28491,0.142857,37.38,3,1866.33,0.268481,2.04037,225.81,3,1824.09,0.22903,0.940994,177.038,3,
29967.9,0.216309,100,9548.48,3,7232.36,0.215828,20.0357,1950.01,3,2795.31,0.225088,5.03571,505.076,3,1489.9,0.144936,0.142857,57.075,3,1991.57,0.212062,2.03571,226.13,3,1817.46,0.184514,0.791925,168.585,3,
42229.4,0.242746,100,10077.4,4,7579.12,0.155041,20.0357,2061.05,3,4059.9,0.19642,5.03571,532.955,4,2157.27,0.335599,0.142857,53.3542,4,2967.08,0.47309,2.04658,254.774,4,3952.36,0.33291,2.49612,505.069,4,
27977.6,0.105668,100,8909.12,3,6755.88,0.15893,20.0357,1810.23,3,3168.94,0.0674784,5.03571,495.035,4,1322.29,0.024892,0.142857,60.627,3,2271.37,0.0600614,2.08851,219.175,4,2180.19,0.173189,1.23913,294.67,3,
29561.4,0.342328,100,9377.57,3,7202.2,0.351795,20.0357,1941.53,3,2860.08,0.35435,5.03571,518.907,3,1492.21,0.185007,0.142857,44.2263,3,2216.83,0.42723,2.16149,251.421,3,3155.72,0.274826,1.56755,334.631,4,
31297.6,0.115739,100,9962.89,3,7282.16,0.0982162,20.0357,1982.24,3,2957.54,0.103577,5.03571,520.454,3,1490.37,0.110232,0.142857,41.4873,3,2059.59,0.0999557,2.03882,232.42,3,1982.79,0.0984681,0.883023,200.97,3,
30597.8,0.104674,100,9727.54,3,7291.31,0.0946625,20.0357,1956.14,3,2958.95,0.137638,5.03571,537.605,3,1495.09,0.0677552,0.142857,49.936,3,2076.09,0.103194,2.06056,237.724,3,2339.38,0.226038,1.58385,337.759,3,
31691.2,0.365447,100,10042.2,3,7571.43,0.18329,20.0357,2035.36,3,4004.62,0.192857,5.03571,529.989,4,1695.38,0.322453,0.142857,54.722,3,2386.24,0.133871,2.26294,297.592,3,3063.64,0.166005,2.12526,489.571,3,
29172.1,0.237439,100,9295.36,3,7115.83,0.161556,20.0357,1938.34,3,2902.71,0.189422,5.03571,510.839,3,1492.72,0.172504,0.142857,50.127,3,2056.54,0.147443,2.03571,228.068,3,1399.57,0,0.881988,213.337,3,
29198.9,0.298172,100,9253.44,3,6995.21,0.279519,20.0357,1885.16,3,2867.77,0.266294,5.03571,498.685,3,1519.17,0.190953,0.142857,46.4887,3,2032.08,0.250066,2.05745,232.018,3,2334.08,0.193934,1.34369,320.353,3,
21735.9,0.0778843,100,10114.6,3,5624.17,0.0783521,20.0357,2056.01,3,2568.16,0.0788166,5.03571,536.564,3,1670.04,0.096377,0.142857,55.2485,3,2006.79,0.0785219,2.03571,250.294,3,2037.06,0.0790649,1.12578,255.39,3,
31145.1,0.31593,100,9781.5,4,7906.3,0.307737,20.0357,2015.76,4,2424.48,0.276007,5.03571,531.333,3,1531.6,0.351923,0.142857,46.6175,3,1790.82,0.279443,2.09394,240.865,3,2046.19,0.276439,1.62733,371.053,3,
31582.5,0.263888,100,10054.5,3,7549.6,0.274707,20.0357,2020.13,3,3174.39,0.276829,5.03571,542.804,3,1787.48,0.171978,0.142857,55.648,3,2162.93,0.271105,2.03623,237.532,3,2413.77,0.277585,1.4793,294.577,3,
31001.4,0.183655,100,9822.53,3,10391.9,0.0964481,20.0357,2004.47,5,3014.84,0.0534856,5.03571,513.508,3,1688.79,0.0557414,0.142857,60.1277,3,2201.11,0.0682181,2.04037,233.695,3,2642.24,0.0970441,2.19979,389.759,3,
36012.3,0.330752,100,8553.55,4,15016.2,0.595376,20.0357,1716.54,7,2770.46,0.292958,5.03571,478.968,3,1464.67,0.282251,0.142857,40.471,3,1735.29,0.114218,2.09317,245.466,3,1797.16,0.326712,0.827122,165.114,3,
20221.2,0.00637009,100,9437.42,3,3270.93,0.000688623,20.0357,1945.56,3,1763.82,0,5.03571,556.2,3,1366.81,0.000475682,0.142857,51.967,3,1455.28,0,2.21894,311.704,3,1658.99,0,2.53416,518.503,3,
31324.6,0.140293,100,9751.97,4,7099.92,0.139343,20.0357,1916.1,3,2886.52,0.14497,5.03571,504.888,3,1533.04,0.134145,0.142857,47.291,3,2069.31,0.0853715,2.03675,232.929,3,2203.6,0.273463,1.12112,254.585,3,
21390.7,0.00447539,100,10048.4,3,9719.32,0.219238,20.0357,1954.58,4,1608.83,0,5.03571,532.992,3,1135.09,0,0.142857,59.954,3,1376.43,0,2.08851,279.459,3,1522.59,0,1.70497,379.878,3,
30248.3,0.238961,100,9616.87,3,7300.74,0.177424,20.0357,1961.13,3,3824.3,0.245601,5.03571,503.746,4,1536.04,0.167711,0.142857,52.569,3,2117.54,0.22124,2.15528,253.011,3,3758.75,0.246866,2.26553,475.896,4,
26208.4,0.154892,100,8306.06,3,6457.54,0.156909,20.0357,1721.29,3,2618.91,0.157698,5.03571,442.387,3,1395.75,0.20913,0.142857,38.758,3,1788.55,0.156095,2.03986,197.772,3,1649.23,0.150213,0.619048,122.789,3,
28106.2,0.0381202,100,8942.74,3,6928.17,0.0440943,20.0357,1860.27,3,2799.81,0.042882,5.03571,498.778,3,1461.11,0.187055,0.142857,44.24,3,2028.86,0.0341918,2.0559,223.34,3,1979.28,0.0358149,1.17288,216.863,3,
48742.2,0.306436,100,9315.28,5,7241.59,0.173092,20.0357,1938.23,3,4683.42,0.323395,5.03571,496.229,5,2144.04,0.253442,0.142857,47.2017,4,4162.83,0.334421,2.08954,238.753,6,2056.14,0.188295,0.97619,240.08,3,
27523.2,0.0750819,100,8743.84,3,11396.3,0.257231,20.0357,1783.19,6,2631.58,0.0607127,5.03571,455.756,3,2063.03,0.241403,0.142857,41.538,4,2617.42,0.171446,2.09239,221.645,4,3060.61,0.181287,1.20807,228.532,5,
30399.5,0.177546,100,9661.21,3,7534.29,0.0749164,20.0357,2030.22,3,2250.59,0.027621,5.03571,501.607,3,1469.44,0.095986,0.142857,45.6053,3,2982.2,0.146713,2.18828,272.603,4,2573.33,0.0941264,2.17288,385.031,3,
27606,0.107621,100,8754.16,3,6802.66,0.112266,20.0357,1817.22,3,2756.12,0.110507,5.03571,470.428,3,1523.45,0.127542,0.142857,41.9507,3,1906.12,0.0897551,2.03623,210.658,3,1977.25,0.110838,0.745342,202.574,3,
21276.5,0.0228466,100,9940.73,3,12605.1,0.309938,20.0357,2007.25,6,3849.22,0.248266,5.03571,515.243,4,1524.13,0.0811904,0.142857,47.0507,3,1820.25,0.0202597,2.1545,252.876,3,4393.78,0.274738,3.05978,607.954,4,
39910.9,0.380124,100,9539.36,4,9537.17,0.152376,20.0357,1934.12,4,3843.02,0.174633,5.03571,502.49,4,1412.1,0.0778061,0.142857,45.5617,3,2107.04,0.113535,2.08851,242.315,3,2511.14,0.0750768,1.64907,362.319,3,
29515.5,0.198007,100,9390.12,3,9521.22,0.210639,20.0357,1919.85,4,2856.16,0.077387,5.03571,499.421,3,1948.79,0.0782526,0.142857,50.4057,4,2175.54,0.330428,2.16822,271.915,3,2512.4,0.132214,1.73706,366.414,3,
31019.2,0.377886,100,9833.88,3,7486.28,0.215144,20.0357,2032.42,3,3005.04,0.400864,5.03571,526.12,3,1524.34,0.32206,0.142857,46.7393,3,2175.72,0.413426,2.03571,224.021,3,3647.29,0.379448,1.79736,433.689,4,
28307.5,0.0618264,100,8993.3,3,4952.57,0.0584181,20.0357,1856.25,3,2197.18,0.0976729,5.03571,488.294,3,1371.26,0.0252803,0.142857,47.248,3,1664.25,0.0661092,2.04503,222.262,3,2680.19,0.12347,1.7205,326.676,4,
31390.8,0.104182,100,9991.27,3,7475.69,0.103404,20.0357,2045.07,3,3031.42,0.115024,5.03571,548.321,3,1579.21,0.159638,0.142857,47.9287,3,2113.04,0.0951769,2.03571,240.954,3,2607.4,0.188959,1.56625,390.814,3,
30984.8,0.286337,100,9838.99,3,7527.29,0.113635,20.0357,2013.12,3,2948.61,0.0672059,5.03571,530.357,3,1615.18,0.0660105,0.142857,43.4693,3,2042.43,0.0722668,2.03571,238.292,3,2195.15,0.212815,1.36439,259.637,3,
30499.4,0.105683,100,9666.57,3,7296.39,0.0853603,20.0357,1957.82,3,2949.11,0.0880473,5.03571,508.041,3,2227.01,0.469128,0.142857,56.2962,4,2264.81,0.100274,2.1413,267.789,3,2706.76,0.0579339,1.99689,451.46,3,
29565.5,0.0512743,100,9425.95,3,7291.28,0.0494575,20.0357,1961.96,3,2949.98,0.0492065,5.03571,521.625,3,1463.95,0.0689816,0.142857,43.254,3,2044.98,0.0500892,2.03882,222.787,3,1987.58,0.0538618,0.925466,220.603,3,
29490.7,0.130384,100,9290.87,4,7506.31,0.13092,20.0357,1938.71,4,3158.94,0.145218,5.03571,501.458,4,1475.43,0.101736,0.142857,40.9703,3,2375.01,0.138296,2.04658,243.691,4,2663.95,0.104741,1.32712,292.324,4,
32060.3,0.374392,100,10178.3,3,7611.92,0.334358,20.0357,2050.86,3,3073.76,0.338939,5.03571,534.797,3,1620.16,0.227751,0.142857,48.7827,3,2195.07,0.257509,2.11749,265.846,3,2809.9,0.209074,1.72774,457.494,3,
29341.2,0.261114,100,9338.63,3,7398.75,0.155877,20.0357,1960.92,3,2901.55,0.254073,5.03571,505.703,3,1563.02,0.150895,0.142857,43.9647,3,2091.99,0.151561,2.04503,236.278,3,2168.82,0.302586,1.20497,234.944,3,
30985.2,0.237675,100,9867.32,3,7709.22,0.153776,20.0357,2081.24,3,2965,0.199495,5.03571,525.13,3,1600.37,0.114535,0.142857,48.7963,3,2295.73,0.1287,2.22826,304.16,3,2672.38,0.2356,2.26501,443.036,3,
30015.4,0.404292,100,9527.19,3,7281.27,0.335301,20.0357,1950.44,3,2863.7,0.31208,5.03571,516.127,3,1434.45,0.433842,0.142857,42.3513,3,2110.57,0.330889,2.03623,229.925,3,1973.44,0.372694,0.939959,212.277,3,
28457.4,0.0687877,100,8931.11,4,7155.96,0.107766,20.0357,1842.3,4,2248.88,0.0832822,5.03571,473.107,3,1243.62,0.0286848,0.142857,42.955,3,2311.96,0.0880531,2.04917,217.51,4,1599.75,0.0393687,0.973602,197.131,3,
30311,0.156141,100,9636,3,7420.16,0.147529,20.0357,1984.43,3,2957.99,0.0815791,5.03571,526.233,3,1541.27,0.0440762,0.142857,54.8455,3,2304.59,0.163969,2.22567,281.089,3,2811.79,0.102972,2.09006,443.823,3,
30045.6,0.195601,100,9534.74,3,9784.59,0.206811,20.0357,1977.02,4,2937.51,0.116853,5.03571,519.361,3,1481.41,0.157084,0.142857,43.5237,3,2064.6,0.116552,2.03882,227.437,3,1972.31,0.160127,1.00518,217.109,3,
30634.9,0.104817,100,9637.88,4,7558.25,0.104712,20.0357,1950.84,4,3253.44,0.10447,5.03571,510.156,4,1800.1,0.105518,0.142857,47.6063,4,2517.13,0.101834,2.03727,229.158,4,2411.85,0.107044,1.23499,270.66,4,
42507.6,0.265325,100,10113.1,4,3206.49,0,20.0357,2109,3,1706.56,0,5.03571,568.17,3,1422.51,0.0188158,0.142857,52.6225,3,1546.12,0,2.12112,285.365,3,3424.77,0.203422,3.0352,645.202,3,
30028.7,0.0361905,100,9516.91,3,7200.81,0.0463511,20.0357,1952.69,3,2887.78,0.0206902,5.03571,506.547,3,1507.75,0.0227626,0.142857,53.2353,3,2041.86,0.031065,2.03571,247.655,3,2200.18,0.0220048,1.20704,294.231,3,
20003.7,0.0258322,100,9329.4,3,5207.51,0.0168454,20.0357,1938.1,3,2243.98,0.000353483,5.03571,495.542,3,1179.69,0,0.142857,53.25,3,1703.18,0.000343687,2.0722,230.252,3,1414.58,0,1.47205,292.841,3,
30386.7,0.20864,100,9664.5,3,9787.4,0.270042,20.0357,1976.49,4,3886.09,0.107809,5.03571,510.77,4,1548.87,0.17853,0.142857,45.5393,3,2113.82,0.149475,2.04503,243.283,3,3333.96,0.206384,1.52329,350.968,4,
31004.3,0.292962,100,9876.75,3,9842.07,0.289382,20.0357,1971.18,4,2936.25,0.275896,5.03571,525.653,3,1603.91,0.134705,0.142857,48.0833,3,2325.17,0.249238,2.0823,250.16,3,3382.45,0.186805,1.79115,374.881,4,
