baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI1000,SI1000,SI1000,SI1000,SI1000,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
233.531,0.940841,100,9.87113,8,135.314,0.940779,20.0357,7.62275,8,129.185,0.395332,0.142857,6.9158,5,129.911,0.941304,16.3125,6.90562,8,219.332,0.940855,27.2143,15.4193,8,128.074,0.94082,18.1875,6.76388,8,
241.561,0.924387,100,9.0175,8,216.585,0.587662,20.0357,6.93129,7,98.817,0,0.142857,2.23933,3,171.935,0.598627,21.4226,6.55467,6,252.727,0.583246,38.0238,20.0543,6,183.283,0.673133,27.0134,6.48837,8,
144.283,0.926851,100,8.81387,8,131.32,0.926872,20.0357,6.8825,8,84.529,0.77268,0.142857,6.32675,4,130.108,0.926778,12.8147,6.59038,8,191.888,0.926824,19.8147,12.0334,8,127.093,0.927047,13.5915,6.5135,8,
109.943,0.893809,100,8.8615,6,99.94,0.893809,20.0357,6.8385,6,95.49,0.894406,0.142857,6.33617,6,94.156,0.893811,10.381,6.3355,6,103.98,0.89384,5.3631,5.18583,6,94.712,0.89381,10.3988,6.345,6,
143.284,0.739161,100,8.75938,8,128.737,0.735975,20.0357,6.8185,8,97.732,0,0.142857,2.145,3,95.616,0,19.3571,2.17567,3,227.251,0.738925,29.5759,16.4849,8,122.319,0.7393,22.6339,6.21625,8,
262.037,0.719084,100,8.96125,8,175.336,0.783466,20.0357,6.84317,6,85.618,0.797743,0.142857,4.23633,3,161.999,0.73588,20.9286,6.7,6,354.474,0.785416,35.596,19.0788,8,133.064,0.492736,27.2202,6.45717,6,
188.555,0.852374,100,8.89687,8,180.072,0.687472,20.0357,6.9,8,95.859,0,0.142857,2.06233,3,154.703,0.839007,19.0312,6.634,8,296.226,0.767995,34.7098,18.3619,8,193.068,0.754672,26.0804,6.7665,8,
144.88,0.932984,100,8.83562,8,131.394,0.933079,20.0357,6.79338,8,124.939,0.731552,0.142857,6.33257,7,124.206,0.933047,14.3036,6.34575,8,210.281,0.932997,21.5335,14.2831,8,123.489,0.93305,16.1094,6.17725,8,
142.706,0.906229,100,8.75737,8,130.13,0.90621,20.0357,6.91137,8,66.632,0.572661,0.142857,6.46567,3,127.004,0.906455,14.0335,6.64425,8,208.537,0.90623,22.6317,14.1575,8,124.116,0.906015,14.904,6.32063,8,
144.778,0.758101,100,8.884,8,127.987,0.76028,20.0357,6.76612,8,83.935,0.547435,0.142857,6.36775,4,125.964,0.771916,16.3594,6.32162,8,216.61,0.75838,26.8304,15.0525,8,123.456,0.75814,20.5268,6.11625,8,
143.193,0.942424,100,8.78325,8,129.82,0.942444,20.0357,6.81388,8,99.007,0.747687,0.142857,6.3054,5,126.407,0.942233,16.4665,6.5155,8,238.932,0.942477,30.317,17.7792,8,127.168,0.942619,17.5022,6.42088,8,
143.928,0.908205,100,8.83738,8,126.647,0.913587,20.0357,6.71738,8,95.042,0,0.142857,2.157,3,126.047,0.929829,15.9487,6.49538,8,217.441,0.909027,26.808,15.2253,8,125.081,0.909456,19.4866,6.26812,8,
147.221,0.897802,100,9.03425,8,130.298,0.897633,20.0357,6.807,8,84.046,0.483445,0.142857,6.247,4,125.339,0.898759,15.8259,6.48613,8,222.122,0.897806,26.9196,15.6211,8,125.674,0.897793,17.4598,6.40313,8,
170.194,0.808239,100,9.2905,8,151.841,0.80801,20.0357,6.82838,8,95.163,0,0.142857,2.06333,3,166.618,0.803323,18.8929,6.651,8,260.79,0.805633,33.8304,18.2959,8,147.829,0.814353,22.8728,6.6195,8,
145.588,0.927543,100,8.82188,8,131.375,0.927549,20.0357,6.94987,8,125.388,0.75709,0.142857,6.2945,8,124.372,0.927533,13.3683,6.33288,8,184.576,0.927553,19.029,11.0528,8,124.142,0.927539,14.5112,6.28038,8,
143.477,0.901066,100,8.73613,8,131.499,0.901114,20.0357,6.95713,8,85.665,0.708517,0.142857,6.2605,4,125.299,0.901146,13.0536,6.37187,8,197.142,0.901373,20.5268,12.7062,8,122.609,0.901124,14.8415,6.1995,8,
145.132,0.891564,100,8.91088,8,129.759,0.891621,20.0357,6.98087,8,95.488,0,0.142857,2.01567,3,127.468,0.891421,14.1049,6.52687,8,214.283,0.891584,23.7612,14.783,8,123.874,0.891587,16.9509,6.248,8,
146.311,0.897905,100,8.80025,8,128.983,0.897816,20.0357,6.83975,8,84.725,0.618615,0.142857,6.42125,4,127.087,0.898317,12.1094,6.54762,8,173.59,0.897905,14.2656,9.72425,8,125.9,0.897821,12.7768,6.411,8,
200.341,0.728253,100,8.853,8,184.468,0.62458,20.0357,6.83233,6,99.251,0,0.142857,2.02067,3,182.304,0.918853,19.4732,6.704,8,323.279,0.753976,34.308,18.905,8,113.794,0.311315,27.7429,6.7202,5,
145.766,0.913447,100,8.8665,8,129.766,0.913386,20.0357,6.95975,8,86.686,0.702742,0.142857,6.577,4,125.328,0.91379,14.7366,6.5505,8,212.792,0.913445,24.2679,14.6255,8,126.367,0.913446,15.846,6.47562,8,
145.745,0.895145,100,8.89312,8,130.657,0.895209,20.0357,6.9785,8,84.479,0.0825611,0.142857,4.194,3,125.768,0.895199,13.6116,6.5015,8,204.907,0.895174,22.6138,13.6997,8,124.854,0.895197,16.1384,6.3415,8,
147.705,0.895681,100,8.91713,8,131.42,0.895655,20.0357,6.94313,8,135.436,0.664636,0.142857,6.50943,7,124.875,0.89581,14.4152,6.39938,8,206.007,0.895683,21.5603,13.6176,8,124.465,0.895632,17.4732,6.321,8,
146.774,0.911051,100,8.97687,8,131.56,0.911071,20.0357,6.86238,8,87.611,0.725345,0.142857,6.55175,4,127.164,0.911076,12.0558,6.43775,8,179.16,0.911182,15.7723,10.4097,8,127.739,0.911108,12.7812,6.50925,8,
120.855,0.701856,100,8.8254,5,191.96,0.776652,20.0357,6.88412,8,96.776,0,0.142857,2.39233,3,172.058,0.791482,15.5893,6.56637,8,261.712,0.809167,28.4062,16.1571,8,164.444,0.737882,19.8265,6.28186,7,
