3.57655,-23.2297,-6.10704,6.98249,-8.90905,1.34723,-1.5139,
3.70887,-23.3103,-6.21837,6.91983,-9.02342,1.33221,-1.37108,
3.75615,-23.355,-6.22567,6.89583,-8.92633,1.32579,-1.22278,
3.76802,-23.3847,-6.20695,6.89514,-8.75632,1.32634,-1.06704,
3.76117,-23.4056,-6.17775,6.90509,-8.55873,1.33255,-0.912927,
3.74286,-23.4207,-6.14301,6.92001,-8.35126,1.34286,-0.765097,
3.71676,-23.4317,-6.10484,6.9374,-8.14139,1.35581,-0.625182,
3.68511,-23.4397,-6.06438,6.95617,-7.93271,1.37027,-0.493437,
3.64945,-23.4452,-6.0223,6.9758,-7.72712,1.38543,-0.369623,
3.61095,-23.4488,-5.97903,6.99604,-7.52581,1.40071,-0.253364,
3.57044,-23.4507,-5.93485,7.01677,-7.32948,1.41564,-0.144307,
3.52852,-23.4511,-5.88987,7.03794,-7.13856,1.42988,-0.0421548,
3.48564,-23.4501,-5.84415,7.0595,-6.95322,1.44314,0.0533668,
3.4421,-23.4478,-5.7977,7.08146,-6.77352,1.45525,0.142514,
3.39812,-23.444,-5.75048,7.1038,-6.59937,1.46607,0.225541,
3.35385,-23.439,-5.7025,7.1265,-6.43064,1.47555,0.302712,
3.30941,-23.4327,-5.65376,7.14954,-6.26718,1.48368,0.374316,
3.26491,-23.4251,-5.60429,7.1729,-6.10881,1.49051,0.440666,
3.22045,-23.4163,-5.55418,7.19653,-5.9554,1.49613,0.502099,
3.17615,-23.4064,-5.50354,7.22041,-5.80681,1.50063,0.558962,
3.13211,-23.3956,-5.45249,7.24448,-5.66292,1.50414,0.611609,
3.08847,-23.3839,-5.40119,7.2687,-5.52363,1.50677,0.660386,
3.04531,-23.3715,-5.34979,7.29303,-5.38885,1.50864,0.705631,
3.00277,-23.3584,-5.29845,7.31742,-5.25849,1.50987,0.747668,
2.96092,-23.3448,-5.24733,7.34183,-5.13248,1.51056,0.786809,
2.91988,-23.3309,-5.1966,7.3662,-5.01072,1.51082,0.823354,
2.87975,-23.3167,-5.14641,7.39049,-4.89315,1.51077,0.857593,
2.8406,-23.3024,-5.09691,7.41464,-4.77969,1.51051,0.8898,
2.80253,-23.2881,-5.04824,7.43861,-4.67026,1.51012,0.920233,
2.76561,-23.2739,-5.00055,7.46236,-4.56477,1.5097,0.94913,
2.72991,-23.2599,-4.95394,7.48584,-4.46314,1.50932,0.976705,
2.69546,-23.2463,-4.90852,7.50902,-4.36528,1.50906,1.00315,
2.6623,-23.233,-4.86437,7.53188,-4.2711,1.50896,1.02862,
2.63046,-23.2201,-4.82155,7.55439,-4.1805,1.50906,1.05324,
2.59993,-23.2077,-4.78009,7.57656,-4.09337,1.50938,1.07712,
2.5707,-23.1959,-4.74001,7.59837,-4.0096,1.50993,1.10032,
2.54275,-23.1845,-4.70131,7.61983,-3.92909,1.5107,1.1229,
2.51603,-23.1737,-4.66396,7.64095,-3.8517,1.51169,1.14488,
2.49051,-23.1634,-4.62792,7.66174,-3.77734,1.51288,1.16628,
2.46614,-23.1537,-4.59315,7.68222,-3.70587,1.51425,1.18709,
2.44286,-23.1444,-4.55961,7.70241,-3.63719,1.51577,1.20732,
2.42063,-23.1355,-4.52722,7.72233,-3.57117,1.51741,1.22695,
2.39938,-23.1271,-4.49593,7.742,-3.50772,1.51917,1.24598,
2.37908,-23.119,-4.46568,7.76143,-3.44672,1.521,1.26437,
2.35966,-23.1113,-4.43641,7.78064,-3.38807,1.5229,1.28214,
2.34108,-23.104,-4.40806,7.79966,-3.33167,1.52483,1.29926,
2.3233,-23.097,-4.38058,7.81849,-3.27742,1.52679,1.31574,
2.30627,-23.0902,-4.3539,7.83715,-3.22523,1.52876,1.33156,
2.28995,-23.0837,-4.32798,7.85566,-3.17501,1.53073,1.34672,
2.27431,-23.0774,-4.30278,7.87403,-3.12668,1.53267,1.36123,
2.25931,-23.0714,-4.27824,7.89227,-3.08015,1.5346,1.3751,
2.24492,-23.0655,-4.25433,7.91039,-3.03535,1.53649,1.38833,
2.23111,-23.0598,-4.231,7.9284,-2.9922,1.53834,1.40092,
2.21784,-23.0543,-4.20824,7.9463,-2.95063,1.54015,1.4129,
2.2051,-23.0489,-4.18599,7.9641,-2.91058,1.54191,1.42428,
2.19285,-23.0436,-4.16425,7.98181,-2.87197,1.54363,1.43508,
2.18108,-23.0385,-4.14297,7.99943,-2.83474,1.5453,1.44531,
2.16977,-23.0335,-4.12215,8.01697,-2.79884,1.54693,1.45499,
2.15889,-23.0286,-4.10175,8.03443,-2.76421,1.54851,1.46414,
2.14842,-23.0239,-4.08176,8.05181,-2.73079,1.55005,1.47279,
2.13835,-23.0192,-4.06217,8.06912,-2.69853,1.55155,1.48096,
2.12867,-23.0146,-4.04296,8.08635,-2.66738,1.55302,1.48866,
2.11935,-23.0101,-4.02411,8.1035,-2.6373,1.55445,1.49592,
2.11038,-23.0057,-4.00561,8.12059,-2.60824,1.55585,1.50276,
2.10175,-23.0014,-3.98746,8.13761,-2.58016,1.55723,1.5092,
2.09345,-22.9971,-3.96963,8.15456,-2.55301,1.55858,1.51526,
2.08545,-22.993,-3.95213,8.17144,-2.52676,1.55991,1.52095,
2.07775,-22.9889,-3.93493,8.18826,-2.50137,1.56122,1.5263,
2.07033,-22.9849,-3.91802,8.20502,-2.47679,1.5625,1.53131,
2.06316,-22.9809,-3.90138,8.22172,-2.45299,1.56375,1.53598,
2.05625,-22.977,-3.88501,8.23836,-2.42993,1.56499,1.54035,
2.04957,-22.9732,-3.86889,8.25494,-2.40758,1.56621,1.54442,
2.04312,-22.9694,-3.85303,8.27147,-2.38592,1.56742,1.54821,
2.03689,-22.9657,-3.8374,8.28793,-2.36491,1.56861,1.55174,
