-0.000479707,-0.181844,9.64108e-05,-3.0946,0.00206525,1.33703,-0.00464582,0.516736,0.0891616,0.597225,0.10023,0.0901105,0.655877,0.14138,0.761008,0.210838,0.552807,0.247594,0.73252,0.121954,0.642551,0.029981,0.757673,0.015302,-0.0297289,0.065583,-0.000607328,0.369775,0.143775,-0.103968,-0.23606,-5.32907e-18,-7.37188e-17,0,0,-0.1962,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000637151,-0.181803,0.000306847,-3.09298,0.00363645,1.33575,-0.00724737,0.484001,0.0837645,0.484001,0.0837645,0.197646,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.039361,0.0102295,0.0526089,0.405057,0.392801,-0.32037,-0.650387,-1.95399e-17,-1.59872e-17,0,0,-0.23544,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000784673,-0.181894,0.000539554,-3.09137,0.00549242,1.33435,-0.00993165,0.484001,0.0837645,0.484001,0.0837645,0.196704,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0368805,-0.0225927,0.0581769,0.403103,0.463992,-0.349525,-0.67107,-2.04281e-17,-2.16716e-16,0,0,-0.27468,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000917503,-0.182063,0.000742765,-3.08982,0.0073126,1.33312,-0.0121912,0.484001,0.0837645,0.484001,0.0837645,0.195605,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0332074,-0.04239,0.0508026,0.386579,0.455045,-0.308329,-0.564886,-2.04281e-17,-1.91847e-16,0,0,-0.31392,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00103683,-0.182279,0.00090806,-3.08836,0.00896599,1.33214,-0.0140122,0.484001,0.0837645,0.484001,0.0837645,0.194349,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0298313,-0.0538329,0.0413238,0.366739,0.413348,-0.244554,-0.45524,-1.42109e-17,-1.64313e-16,0,0,-0.35316,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00114377,-0.18252,0.00103926,-3.08697,0.0104064,1.33144,-0.0154828,0.484001,0.0837645,0.484001,0.0837645,0.192937,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0267359,-0.0602909,0.0328003,0.346421,0.360114,-0.17564,-0.367655,-7.10543e-18,-1.44773e-16,0,0,-0.3924,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00123906,-0.182776,0.00114297,-3.08567,0.0116286,1.331,-0.0166893,0.484001,0.0837645,0.484001,0.0837645,0.191367,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0238217,-0.0640776,0.0259265,0.326019,0.305526,-0.110093,-0.301622,-7.10543e-18,-1.2701e-16,0,0,-0.43164,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00132329,-0.183043,0.00122564,-3.08444,0.0126471,1.33078,-0.0176969,0.484001,0.0837645,0.484001,0.0837645,0.189641,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0210577,-0.066598,0.0206674,0.305471,0.254645,-0.0527469,-0.251916,-6.21725e-18,-1.09246e-16,0,0,-0.47088,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00136835,-0.183332,0.00121212,-3.08338,0.0130323,1.33085,-0.0177292,0.484001,0.0837645,0.484001,0.0837645,0.187757,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.0112646,-0.0722956,-0.0033783,0.265501,0.0962912,0.0172995,-0.00808232,-6.21725e-18,-9.68114e-17,0,0,-0.51012,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00140514,-0.183631,0.00120022,-3.08239,0.0132256,1.33093,-0.0177131,0.484001,0.0837645,0.484001,0.0837645,0.185717,0.631544,0.140109,0.761008,0.210838,0.549482,0.238105,0.716437,0.121155,0.641297,0.0312099,0.757673,0.015302,-0.00919934,-0.0747177,-0.00297653,0.247322,0.0483264,0.0198826,0.00404434,-5.32907e-18,-8.34888e-17,0,0,-0.54936,0,0,0,0,0,0,0,0,0,0,0,0,
