-0.0248034,0.0142594,-0.000318159,-0.00985388,0.00596748,-0.00757871,0.0181931,-0.00285394,0.00186146,0.00767053,0.0107246,-0.000453067,0.299292,0.0198436,-0.0113629,0.364174,-0.0645318,0.0030896,0.587619,-0.0948756,-0.0658094,0.485888,-0.107018,0.0209905,-0.189751,0.295023,0.0692267,0.0732566,-0.0124797,-0.0225537,-0.329047,0.173067,1.36067,-0.122363,0.0357743,0.00100655,0.485888,0.0366283,-0.0244725,0.983916,-0.50514,0.036284,-0.214036,-0.0124797,0.0143097,-1.01028,0.94522,-0.0611453,0.104952,-0.0563842,0.00100655,0.18142,-0.152863,1.311,
-0.0252651,0.0141544,-0.000241375,-0.0117986,0.00762924,-0.00753678,0.01793,-0.00275082,0.00180273,0.00767643,0.0107052,-0.000354397,0.300906,0.0192003,-0.0109694,0.364279,-0.0645699,0.00248532,0.591826,-0.0924446,-0.0659109,0.492288,-0.111249,0.0199592,-0.184889,0.288083,0.0691273,0.0664012,-0.00708864,-0.0225179,-0.329554,0.172818,1.36196,-0.117828,0.0341446,0.00114751,0.492288,0.0332006,-0.0235655,0.98122,-0.502322,0.0307413,-0.222498,-0.00708864,0.0136578,-1.00464,0.940809,-0.0471696,0.0997962,-0.0562947,0.00114751,0.153706,-0.117924,1.30802,
-0.0257257,0.0140828,-0.000174551,-0.0136594,0.00922983,-0.00743194,0.0176652,-0.00263968,0.00174678,0.00771329,0.0106524,-0.000257329,0.302636,0.0184432,-0.0105927,0.364229,-0.0644228,0.0019147,0.596628,-0.0904898,-0.0659792,0.498535,-0.115106,0.0188276,-0.18098,0.281833,0.0690501,0.059254,-0.00172558,-0.0222992,-0.329896,0.172625,1.36313,-0.113472,0.0325547,0.00126395,0.498535,0.029627,-0.0226943,0.977128,-0.498176,0.0254456,-0.230212,-0.00172558,0.0130219,-0.996351,0.934267,-0.0332218,0.094138,-0.055748,0.00126395,0.127228,-0.0830545,1.3065,
-0.0261196,0.0140416,-0.000119753,-0.0152791,0.0106495,-0.00726604,0.0174033,-0.00252645,0.00169418,0.00776997,0.0105752,-0.000169854,0.304521,0.0175739,-0.0102368,0.364134,-0.0641759,0.00144157,0.601997,-0.0889672,-0.0660309,0.504559,-0.118469,0.0176909,-0.177934,0.276199,0.0689735,0.0521427,0.00325932,-0.0218783,-0.330154,0.172434,1.36418,-0.109375,0.0310661,0.00133214,0.504559,0.0260713,-0.021875,0.972363,-0.493348,0.0208579,-0.236939,0.00325932,0.0124264,-0.986695,0.92676,-0.0200662,0.0884546,-0.0546958,0.00133214,0.104289,-0.0501654,1.30665,
-0.0265376,0.0140322,-7.29632e-05,-0.0168715,0.0120368,-0.00705506,0.0171323,-0.00240121,0.00164668,0.00784413,0.0104727,-8.66958e-05,0.306506,0.0166102,-0.00991506,0.363977,-0.0638067,0.000993374,0.607829,-0.0879397,-0.0661002,0.510513,-0.121565,0.0164853,-0.175879,0.271266,0.0688567,0.0447235,0.00828585,-0.0213329,-0.330501,0.172142,1.36512,-0.105624,0.0296527,0.00139618,0.510513,0.0223618,-0.0211248,0.966628,-0.487453,0.0165923,-0.243129,0.00828585,0.0118611,-0.974907,0.917334,-0.00746322,0.0824264,-0.0533323,0.00139618,0.0829613,-0.018658,1.30817,
-0.0269773,0.0140513,-3.29477e-05,-0.0184193,0.0133708,-0.00680351,0.0168555,-0.00226581,0.00160428,0.0079339,0.0103471,-1.02135e-05,0.308543,0.015579,-0.00962744,0.363752,-0.0633162,0.000575179,0.613965,-0.0873358,-0.0662075,0.516274,-0.124327,0.0152314,-0.174672,0.266937,0.0686648,0.0371498,0.0132667,-0.020668,-0.331038,0.171662,1.36596,-0.102218,0.0283159,0.00145187,0.516274,0.0185749,-0.0204436,0.960033,-0.480604,0.012744,-0.248654,0.0132667,0.0113264,-0.961207,0.90618,0.00438426,0.0761569,-0.05167,0.00145187,0.06372,0.0109606,1.31094,
-0.0274024,0.0140944,-4.40203e-08,-0.0198475,0.0145946,-0.00651722,0.0165756,-0.00212404,0.00156703,0.00803003,0.0102067,5.56897e-05,0.310643,0.0144869,-0.00937361,0.363527,-0.0627602,0.000216997,0.620349,-0.0871029,-0.0663676,0.521819,-0.126721,0.0139878,-0.174206,0.263124,0.0683757,0.029603,0.0180229,-0.0198866,-0.331838,0.170939,1.36673,-0.0991745,0.0270798,0.00148747,0.521819,0.0148015,-0.0198349,0.953086,-0.473264,0.00952728,-0.253442,0.0180229,0.0108319,-0.946528,0.894145,0.0151528,0.0699388,-0.0497166,0.00148747,0.0476364,0.0378821,1.31487,
-0.0278242,0.0141591,2.71508e-05,-0.0211884,0.0157308,-0.00620146,0.0162919,-0.00197535,0.00153495,0.00813032,0.0100532,0.000111398,0.312785,0.0133448,-0.00915361,0.3633,-0.0621385,-9.10217e-05,0.626904,-0.0872113,-0.066595,0.527153,-0.128779,0.0127557,-0.174423,0.259773,0.0679659,0.0220645,0.0226064,-0.0190054,-0.332975,0.169915,1.36744,-0.0964833,0.0259318,0.00150786,0.527153,0.0110323,-0.0192967,0.945816,-0.465445,0.00689843,-0.257557,0.0226064,0.0103727,-0.93089,0.881209,0.0248776,0.0637787,-0.0475134,0.00150786,0.0344922,0.0621939,1.3198,
-0.0280385,0.0140503,5.7698e-05,-0.0224329,0.0172101,-5.96565e-05,0.0159977,-0.00181123,0.00150776,0.00823996,0.00986943,1.62567e-06,0.314907,0.012162,-0.00896638,0.362979,-0.0613461,-3.89817e-06,0.632985,-0.0872514,-0.0669152,0.531969,-0.131202,0.00011706,-0.174503,0.256251,0.0674298,0.0147539,0.0283206,-0.000183694,-0.334576,0.168575,1.36812,-0.0941298,0.0247295,1.55334e-05,0.531969,0.00737693,-0.018826,0.937614,-0.456946,4.75591e-05,-0.262404,0.0283206,0.00989179,-0.913892,0.864305,0.000343771,0.000585303,-0.000459236,1.55337e-05,0.000237798,0.000859427,0.0134959,
-0.0285402,0.0141809,7.59202e-05,-0.0237264,0.0182543,-5.70774e-05,0.0157044,-0.0016439,0.00148629,0.00834827,0.00968304,2.12402e-06,0.317047,0.0109425,-0.00881558,0.362674,-0.0604978,-6.86318e-06,0.639705,-0.088065,-0.0672983,0.536827,-0.132564,0.000106098,-0.17613,0.253836,0.0667351,0.00707408,0.0327911,-0.000176721,-0.336492,0.166838,1.36877,-0.0921092,0.0236863,1.60917e-05,0.536827,0.00353704,-0.0184218,0.929471,-0.447566,2.44222e-05,-0.265128,0.0327911,0.00947452,-0.895133,0.846453,0.000409082,0.000530489,-0.000441803,1.60917e-05,0.000122111,0.0010227,0.0134963,
