-20.878518888175023,
-19.311472914873857,
-17.79977617179429,
-16.338878543586695,
-14.924766021976263,
-13.553877932326538,
-12.223040123989009,
-10.929410726201688,
-9.670435882407618,
-8.443813476695356,
-7.247463314850318,
-6.079502560420465,
-4.938225482418581,
-3.8220867668975007,
-2.7296877948267575,
-1.6597654046522692,
-0.611182747924202,
0.41707808343067665,
1.4259219244426813,
2.4161451216518612,
3.3884390225299033,
4.343392529115285,
5.28149385192882,
6.203131581080386,
7.108595175841355,
7.9980749619150515,
8.871661717718837,
9.72934592826552,
10.571016789135683,
11.396461055352791,
12.205361852407812,
12.99729760055925,
13.771741249403778,
14.528060076658377,
15.265516370417373,
15.983269382748766,
16.68037900682999,
17.355811679825653,
18.00844903715486,
18.637099827386756,
19.240515527355466,
19.81740996271735,
20.36648303258049,
20.88644835691467,
21.376064319821033,
21.834167589063984,
22.259707783134505,
22.651781573779825,
23.009664205752525,
23.33283624188762,
23.62100335177326,
23.8741071949369,
24.092325919600697,
24.276063491057258,
24.425927929879236,
24.542699498387375,
24.627290819490796,
24.680701730959935,
24.703972264497242,
24.69813741071814,
24.664187244944905,
24.603035545672327,
24.51549928414147,
24.40229038365979,
24.264020050928245,
24.10121488822106,
23.914343019886733,
23.703847704166932,
23.470185418134584,
23.213865229942954,
22.93548640228891,
22.63577156438175,
22.315593380548947,
21.97599334963434,
21.618192103101595,
21.243591250194726,
20.85376737977237,
20.45045922660899,
20.03554922442903,
19.61104070072186,
19.179031838558288,
18.741687268323776,
18.30120779136528,
17.859798309444223,
17.419633562898962,
16.98282078164505,
16.551357831427943,
16.12708488996328,
15.711627104765686,
15.306325056434133,
14.912149171878752,
14.529593506523943,
14.158543568678803,
13.798112151976461,
13.446436581629191,
13.100430547106255,
12.75548406357187,
12.405106476406024,
12.040510341780825,
11.650139176883876,
11.21915028956588,
10.728876001469057,
10.156303215317966,
9.473632547224385,
8.648003180377989,
7.641495491165026,
6.411545230933891,
4.911912685520575,
3.094337407671297,
0.9109627242892646,
-1.6824740557693794,
-4.7228203293304105,
-8.235349985420317,
-12.229721185078713,
-16.696616347266826,
-21.60565020338033,
-26.90502350513278,
-32.52316257481735,
-38.37226051836201,
-44.353302986036475,
-50.36190936270739,
-56.29421644535127,
-62.052095636009874,
-67.54719370429488,
-72.70355329570522,
-77.45882798184971,
-81.76430194742886,
-85.58403165252224,
-88.893450314719,
-91.67773829130522,
-93.93019146232899,
-95.65073993862617,
-96.84469732442261,
-97.52176461658428,
-97.69527458871498,
-97.38164035211838,
-96.59996218865362,
-95.37174592090945,
-93.72069069885828,
-91.67251155147927,
-89.25477052555792,
-86.49669848205386,
-83.42899689441316,
-80.08361490185187,
-76.49350128462163,
-72.69233400707975,
-68.7142317084798,
-64.59345228155846,
-60.36408377001331,
-56.05973253468172,
-51.713213238621414,
-47.35624486977499,
-43.019156863094054,
-38.73060942921565,
-34.51733240373582,
-30.40388721138633,
-26.41245677963208,
-22.562668321031598,
-18.87145373520485,
-15.352951892986479,
-12.018456230286436,
-8.876409912035509,
-5.932449381200652,
-3.1894954709362686,
-0.6478895398122546,
1.6944295864695178,
3.8417135956435615,
5.8001645580710885,
7.577674527326987,
9.183553176093348,
10.628251799901989,
11.923091637258363,
13.08000371062339,
14.111286365975236,
15.029385471300873,
15.8467009225378,
16.575421789908308,
17.227391195992787,
17.81400090926759,
18.34611470337524,
18.83401879392887,
19.28739712478034,
19.71532892422296,
20.126305768358474,
20.528265347473663,
20.928639202569524,
21.334411853903568,
21.75218895421223,
22.18827234204005,
22.648740125051773,
23.13953017310156,
23.666525633723342,
24.235641289460105,
24.85290975061836,
25.52456661416236,
26.2571338163838,
27.05750046115558,
27.93300041447858,
28.891485916609376,
29.941396371292544,
31.091821322130496,
32.35255641186201,
33.73415083236401,
35.24794440062926,
36.90609192594114,
38.721571951326865,
40.70817624219592,
42.88047554046825,
45.25375608786672,
47.843920234561246,
50.667343081641064,
53.740675559788386,
57.080582637843065,
60.70340351937828,
64.62471878545365,
68.85880757401858,
73.41797618861631,
78.31173818456261,
83.54582521874931,
89.12100803625898,
95.03170818492461,
101.26438365327687,
107.79567577701015,
114.59031041061009,
121.59875311494193,
128.75462500386888,
135.97189111392092,
143.14183368816927,
150.129813873846,
156.77179992027368,
162.87058756867995,
168.19154363695824,
172.45754436205306,
175.34252297230063,
176.4626394324149,
175.36348071710057,
171.50085466408225,
164.2118029556001,
152.6724672716635,
135.84522543771922,
112.44982617235141,
81.14076361514205,
41.70950309102058,
0.5762764814750341,
-11.637526414635943,
65.11530995024464,
192.45542436863113,
226.05348472397975,
139.33777314966,
18.388401040011473,
-40.70993625869474,
-52.160320060401745,
-59.576131601245294,
-75.0331022165262,
-98.1411347732907,
-126.65682410739083,
-158.6047314585931,
-192.47974224952324,
-227.1521832077366,
-261.7648561320593,
-295.6576344232531,
-328.3146341483074,
-359.3265757440713,
-388.3636722137428,
-415.15601098328693,
-439.4783385690337,
-461.13603125301074,
-479.9514583486922,
-495.7551712387275,
-508.3888935486872,
-517.7205102632267,
-523.6592964654989,
-526.1566723049452,
-525.1887602887432,
-520.7302532304093,
-512.7325026124448,
-501.1116110645346,
-485.7405541146551,
-466.4288758234817,
-442.8693877277976,
-414.54134842350385,
-380.61822573186976,
-340.2399934746733,
-295.20627885493127,
-264.29568698022734,
-310.5113706862859,
-443.3435721949628,
-594.4277214909004,
-778.1887472795352,
-941.0734019481924,
-240.3502132615696,
109.6261729237275,
37.35333868515022,
-62.178753253704144,
-150.84813453871857,
-234.82899890885085,
-326.8517068534078,
-441.5417910732539,
-589.9998104638053,
-764.9444261142316,
-914.0579824220193,
-934.9220914306187,
-787.6161196100577,
-581.5447555466926,
-407.6362925944025,
-268.12915111479924,
-152.5528946634937,
-148.5124100170915,
-15.620938497641163,
-263.1923938390424,
-358.1830903581699,
-401.91906259787584,
-436.12463530317825,
-475.99231286746505,
-530.134324130034,
-603.2930584196287,
-687.1266748815574,
-738.519775521439,
-694.8083884282413,
-573.5770150953405,
-452.22516901247565,
-357.26467723636654,
-275.70242564857995,
-186.8883380265866,
-85.24022469390226,
-62.010522934912586,
-257.0485374841129,
-312.24246946377247,
-356.12703076945724,
-410.218170992275,
-487.15291425288615,
-598.2150111714703,
-747.2976215981996,
-902.3363925688627,
-950.8519448535909,
-787.341261090154,
-523.5832901855539,
-313.54751367852157,
-172.36383911237246,
-62.14236172240089,
62.28202178288019,
301.5311641481975,
96.14850392508944,
-38.77215691997472,
-125.00489159544416,
-190.18718375579118,
-249.02242151723095,
-307.98292483975075,
-370.346637115368,
-434.007832550371,
-481.44184348828395,
-468.89647246656455,
-359.49571165374266,
-185.74350616008158,
0.29778768091887997,
189.78365574937038,
397.2549829030962,
641.6775709568172,
941.126387453482,
1168.3449016333961,
711.1709162335768,
945.2124294363223,
1229.680733868004,
1337.8903621010172,
1336.4787047934115,
1275.75100170399,
1155.100952243855,
1013.1113168106601,
1043.1042835639541,
1054.1119260834357,
1030.1845361866403,
988.4525170379595,
931.171025801271,
858.2550152174385,
771.8269102839873,
683.0693372119275,
602.8687311633648,
503.3213140837851,
352.02657865836545,
133.31802837566616,
-191.26954412685373,
-686.6027903645686,
-542.6058730504739,
166.86675143844803,
105.09476362687182,
-28.036080282493657,
-111.2061975198903,
-78.05965997313032,
-98.6531932609599,
-135.38163791845528,
-174.72376111840168,
-209.1589959832592,
-232.66300748483542,
-240.22160059170088,
-228.65359290570757,
-197.8799544140718,
-151.8082051474669,
-98.02338935645378,
-46.03614686791605,
-4.7500119396308715,
19.651417407439705,
24.55310017033993,
10.51501662201435,
-19.785883507578745,
-62.68963931786311,
-114.41389287048817,
-171.52378536699894,
-231.02546520207267,
-290.1081685690405,
-345.43984407061214,
-391.7833147740772,
-420.60736502398174,
-425.11555054938543,
-420.283837264428,
-432.6589343703459,
-443.98017564930274,
-436.2523537779784,
-420.7377614113644,
-442.7608175087512,
-545.0908758331434,
-481.8105585053683,
-337.90575127041177,
-280.50069636325645,
-244.3343752500059,
-192.03690659502232,
-140.69106097576542,
-107.78489072819688,
-91.3400372242668,
-83.81908397107473,
-80.62561901321399,
-79.88868645411769,
-81.03283547315766,
-84.02243584994139,
-88.98869904404052,
-95.63362753837127,
-102.28772754408928,
-105.5408109570735,
-101.26358288593691,
-86.31794370349874,
-59.42312440178861,
-20.516413804948385,
30.487051110046956,
93.50487217503799,
147.7992155923293,
-18.829735560368913,
-342.1618023944386,
-180.6512992546156,
96.84328823648153,
395.67152047265427,
677.9458160840255,
-123.71701691237375,
-313.9461118786116,
-240.7929637566689,
-163.48616124067246,
-96.57292620270073,
-35.40141529568019,
22.879435633990873,
77.35064915690829,
124.50547084557671,
160.86037484719168,
184.7678824575613,
196.3967776758426,
196.9541310522403,
188.06619330414154,
171.18637978643437,
146.82675553971814,
114.2783083699448,
72.19701501500855,
18.292536404949047,
-53.841279108223546,
-160.88745426267002,
-337.72160367725513,
-624.0669074529529,
-953.9872297687149,
-1115.4649316398577,
-1022.2780388638727,
-746.5838147205294,
-405.72679018759027,
-155.07260611883902,
4.112665345447539,
136.1929811815303,
248.19488542057098,
347.37526705025726,
447.7018252695697,
532.7381682566628,
43.73997776215792,
-310.4124197396356,
-155.5823606415791,
4.265169945149539,
120.34322072350894,
204.73474132808784,
267.5897898867387,
314.2064296123958,
347.58261288941696,
370.43700985720204,
385.5822522689905,
395.0276410705838,
398.6185312019398,
390.9723522533075,
353.50828476778247,
251.00712005392467,
77.25031954767576,
-89.78164537515573,
-185.72231405341705,
-225.29885946273293,
-242.77171600052682,
-260.3342430916669,
-289.0564774437972,
-332.5410054722031,
-386.1794190012972,
-430.2130090473561,
-411.6750694041535,
-216.25710400254417,
255.73647880584417,
710.0922279879371,
828.7943213919742,
798.8102317769185,
725.1291493326426,
643.0395955141349,
563.9281913923342,
490.48926194707224,
422.60614670918704,
359.45483962967927,
300.2266277225775,
244.387274122978,
191.8716801546468,
143.45228156774647,
101.02451739773673,
65.357612490223,
31.816600484744853,
13.466687610815107,
4.334572050158052,
-18.29183201520933,
-36.071580920926706,
-46.76615390819538,
-52.888404314924955,
-55.27711846976368,
-53.42115913202249,
-46.33637910422449,
-33.41215938209885,
-15.335328519568229,
5.371409630194734,
24.96580073367638,
40.124344857490925,
49.23798041796337,
52.425902959685345,
50.7471743265054,
45.4695857458218,
37.711736377873436,
28.359934935242215,
18.102129335929448,
7.488635419477106,
-3.0159437561679283,
-13.00317388590549,
-22.120821961535484,
-30.101137914763054,
-36.7992243897803,
-42.21251487489036,
-46.46592960836186,
-49.7736782440561,
-52.39795605338074,
-54.61364918952778,
-56.67745863073745,
-58.79984731846345,
-61.12282389191071,
-63.70826713630919,
-66.53865907674239,
-69.52734484432901,
-72.53219478209304,
-75.36634608012807,
-77.80019893741087,
-79.54309999113843,
-80.17041902707693,
-78.90689520849463,
-74.06673432952843,
-61.76650769907056,
-33.40625637420363,
27.664063802365945,
145.0034672378501,
330.930418918389,
557.7664488519722,
766.8617071802518,
910.2788353083463,
967.2066084289908,
938.8911166119298,
831.3055419155519,
663.8181693158147,
480.8249780104178,
309.8558851724804,
155.04964894526296,
13.078634839102222,
-118.91748583150374,
-232.7378937794002,
-289.7616008508781,
-278.89587138530175,
-261.4182322651883,
-258.4462948138424,
-285.52503951441145,
-380.13752571716225,
-529.902574407962,
-586.3585793494921,
-539.0100522301559,
-468.67193449764244,
-403.50287309170574,
-345.6566544641854,
-292.22743057994603,
-239.80884372393785,
-184.6449166824099,
-122.44179063002687,
-54.22894914915601,
-6.80731386625132,
18.08083785762291,
60.73085358290487,
103.59230536378664,
135.62247373440377,
159.21510116303986,
177.5452330296256,
193.31218236414765,
208.15765443176272,
222.74603118243368,
237.6573933688701,
254.33775480787972,
275.77092531267726,
306.5044031807357,
352.1523285710472,
418.3072457884915,
503.08196862304374,
591.2809363249821,
670.1761955602279,
717.3391595284537,
719.287545419566,
740.3485906953375,
831.27597739165,
1028.1663681279406,
403.4489412655016,
238.78974744546653,
376.3440483096777,
395.1006297443051,
396.55378445702644,
393.2062716082105,
393.7093039947076,
385.61383744806295,
351.7684670611101,
293.22267952780896,
185.08228894063032,
-11.32169199316468,
1836.9833869275553,
1463.4471167490033,
-85.2935944900783,
477.1458587449516,
414.7800161257799,
375.1656826368361,
322.23401543708366,
267.4989652677601,
209.51177934533908,
159.86948273865616,
120.04769115133054,
82.55934248022508,
-8.766375607830485,
108.06637761722124,
31.616606348257243,
1588.0455924796959,
821.6721912392285,
198.294289676412,
-334.68519815527753,
-874.2823032350345,
-1321.276297243147,
-521.5747241736399,
-664.0348523795631,
-634.7750087903789,
-461.91808831434565,
-360.8134587908663,
-298.8132392297177,
-257.91292997823047,
-230.03245822811513,
-210.8238216993496,
-197.58200818587943,
-188.49655921406523,
-182.322653567585,
-178.1954059983109,
-175.50687094349445,
-173.82146357125288,
-172.82038505187498,
-172.27000329912937,
-172.01132567591753,
-171.96501683320298,
-172.1239377223161,
-172.46022441828617,
-172.7325742821636,
-172.44815888605592,
-171.11216441989907,
-168.35679500528477,
-163.78424302776378,
-156.7283857137977,
-145.97912000836638,
-129.48283285075786,
-105.9793392462245,
-103.21078209197184,
-222.65708255116436,
-284.1850802428002,
-288.8978773439377,
-278.8503141624739,
-261.70214556637706,
-239.41928537536654,
-212.67150443034961,
-181.46178056955668,
-145.30170699937133,
-104.35417343797742,
-66.88718708029108,
-71.8572286006718,
-129.86889930476738,
-189.52499047100918,
-235.75208713988653,
-245.8410108404157,
-226.42736004321551,
-186.45940098545512,
-128.73661542833884,
-54.82142466466249,
17.31320378668633,
4.672556823617853,
-93.53754454573468,
-110.84883162042382,
-67.83845155922279,
-8.89985422712732,
0.7083152404387079,
-28.38421534693488,
-54.77070582403909,
-188.91130905064267,
-352.4897161514282,
-379.93912182929785,
-311.3102323004099,
-205.21188190762632,
-91.26410071872304,
9.784547352536634,
72.21934313017533,
70.80969828492925,
33.44764273529995,
54.892467438608605,
170.70331158759006,
306.6225399493885,
386.67956140159936,
412.63002060718316,
404.4845971755467,
364.1810453123195,
286.9644743569991,
170.50450717059775,
13.782294856953833,
-187.12799910825015,
-446.6130574841629,
