-0.0989898,-1,0.264327,-0.0370872,0.552934,1,
-0.180654,-1,0.206489,-0.0601261,0.535018,1,
-0.274878,-1,0.142807,0.0105905,0.469972,0.91334,
-0.248579,-0.957812,0.0951995,0.0643073,0.425079,0.956774,
-0.33186,-0.878658,0.041731,-0.101128,0.605121,1,
-0.245279,-0.801273,-0.000203207,0.150656,0.293119,0.90881,
-0.299176,-0.733663,-0.045063,0.0948661,0.265903,0.954306,
-0.273914,-0.672316,-0.083001,0.184257,0.179438,0.976649,
-0.265786,-0.615225,-0.118597,0.20673,0.265775,1,
-0.223547,-0.573607,-0.149903,0.3256,0.0194635,0.98377,
-0.215185,-0.508205,-0.185604,0.42957,-0.0676614,1,
-0.180597,-0.469727,-0.215543,0.507131,-0.142701,1,
-0.14759,-0.442766,-0.245317,0.537089,-0.188695,1,
-0.123405,-0.39896,-0.277414,0.536777,-0.16709,1,
-0.149766,-0.328095,-0.314091,0.492355,-0.0607519,0.949911,
-0.595142,0.0404849,-0.366531,0.50843,0.362448,0.603019,
-0.614071,0.0818953,-0.41204,0.5128,0.438507,0.637883,
-0.374333,-0.0208459,-0.428153,0.436017,0.224098,0.637272,
-0.441058,0.0633772,-0.480325,0.310115,0.401251,0.6156,
-0.612981,0.321152,-0.595953,0.643109,0.27634,0.271257,
-0.552647,0.356764,-0.621867,0.611898,0.299009,0.226825,
-0.515649,0.378974,-0.641248,0.505246,0.377422,0.22797,
-0.494209,0.403286,-0.659349,0.506592,0.324713,0.201575,
-0.485599,0.428901,-0.67576,0.612939,0.196382,0.173103,
-0.462804,0.41196,-0.662857,0.490858,0.2874,0.197763,
-0.451764,0.379621,-0.638224,0.480091,0.251438,0.17778,
-0.463307,0.292316,-0.624566,0.415627,0.394119,0.301428,
-0.461619,0.166282,-0.581045,0.384871,0.196383,0.127472,
-0.47091,0.00663863,-0.539639,0.324694,0.127308,0.100873,
-0.438814,-0.167909,-0.492012,0.374646,-0.0525278,0.0568073,
-0.354438,-0.372748,-0.463155,0.401359,-0.221147,0.0329412,
-0.207153,-0.58065,-0.468647,0.49411,-0.433035,0.0566095,
-0.0850977,-0.761411,-0.521312,0.547819,-0.673915,0.0532911,
0.0964991,-0.795307,-0.591837,0.222124,-0.495378,0.0569596,
0.166086,-0.774381,-0.998022,-0.174156,-0.900187,-0.0872329,
0.254281,-0.586901,-0.999891,-0.185229,-0.524347,0.124653,
0.214494,-0.825154,-0.999906,-0.419528,-0.465869,0.036275,
0.120027,-0.550486,-0.999929,-0.552999,0.00117168,0.068495,
0.111652,-0.312832,-0.999957,-0.702212,0.0794216,0.112388,
0.105083,-0.283753,-0.999991,-0.644806,-0.0350306,0.176678,
-0.00808344,-0.351967,-1,-0.356671,-0.1407,0.27091,
-0.0283407,-0.640958,-1,0.189989,-0.294275,0.407523,
0.866494,-0.661662,-1,-0.032916,-0.290544,0.418708,
0.930249,-0.483603,0.234233,-0.959624,0.683802,-0.137759,
0.720029,-0.239478,0.939387,-1,0.782874,-0.134465,
0.942816,-0.248602,0.990458,-1,0.964062,-0.449413,
0.999346,-0.614953,1,-1,0.987043,0.0510942,
1,-0.906312,1,-1,1,0.130899,
1,-0.80841,1,-1,1,0.052254,
1,-0.609607,1,-1,1,-0.0778121,
1,-0.438203,1,-1,1,-0.247946,
1,-0.460069,1,-1,1,-0.562029,
1,-0.880208,1,-1,1,0.1284,
1,-0.897745,1,-1,1,0.980283,
1,-0.188506,0.443567,-1,1,0.774404,
1,0.170332,0.75605,-1,1,0.999386,
0.968473,0.173052,0.0980796,-1,1,0.956227,
0.804583,0.109431,-0.199805,-1,1,0.631056,
0.991265,-0.483638,-0.989404,-1,1,-0.0812094,
1,0.587086,-0.984619,-1,0.580469,0.0430495,
1,-0.218365,-0.987662,-1,-0.422377,0.0521361,
1,-0.0946983,-0.755764,-1,0.324716,0.381068,
1,0.0953558,0.959779,-0.837233,0.417948,0.264942,
-1,0.0375502,1,0.121696,-0.954222,-0.204402,
0.643138,-0.124511,1,-0.891683,-0.708158,-0.167919,
0.937819,-0.630234,1,0.253908,-0.851433,-0.283299,
1,-0.794341,1,-0.506116,-0.787673,-0.395822,
1,-0.76996,1,-0.880174,-0.565175,-0.44388,
1,-0.728722,1,-0.902114,-0.503763,-0.581242,
1,-0.731289,1,-0.978219,-0.595591,-0.569492,
1,-0.652083,1,-1,-0.756931,-0.487536,
1,-0.50666,1,-0.629677,0.115538,-0.948007,
1,-0.319586,1,-0.59648,-0.190956,-0.804081,
1,-0.107861,1,-0.112433,-0.747194,-0.593283,
1,0.214609,1,-0.48448,-0.603032,-0.790708,
1,0.483886,0.874908,-0.404856,-0.634079,-0.812988,
0.971041,0.735976,0.733123,-0.735774,-0.319903,-0.531583,
0.795747,1,0.662054,0.0437054,-0.755957,-0.999388,
0.693893,1,0.472194,0.39001,-0.739443,-0.801413,
0.834802,1,0.233094,0.25336,-0.808652,0.281406,
0.801282,1,0.132637,-0.675754,-0.873525,-0.98142,
0.345799,0.776814,0.773591,-0.850286,-0.950337,-1,
-0.522654,0.702021,0.957824,-0.812598,0.761863,-1,
-1,0.919064,0.949344,-0.784037,0.923128,-0.998525,
-1,0.115806,1,-0.774419,0.985246,-1,
-0.628128,-0.684937,1,-0.795068,0.897687,-1,
0.218037,-0.952209,1,-0.808457,-0.9786,-1,
0.927259,-0.952776,1,0.330874,-0.981524,-0.897018,
1,-0.988315,1,1,-1,-0.985332,
1,-0.98842,1,1,-1,-0.411445,
1,0.476033,0.536104,1,-0.996033,-0.141336,
-0.00450673,-0.985706,0.643538,-0.723772,-0.33695,-0.889204,
0.792882,0.94111,0.733667,-0.44754,0.161955,-0.92652,
0.992397,1,0.447333,0.189869,0.985984,-0.986169,
1,1,0.594764,0.649347,1,-0.990953,
1,1,0.71034,0.895224,1,-0.986911,
