-0.000764328,-0.181485,0.000251302,-3.09426,0.00575802,1.33703,-0.00920559,0.430473,0.0202079,0.530449,0.0260189,0.0872621,0.595313,0.0485758,0.680697,0.110078,0.641545,-0.0614651,0.55476,-0.0469906,0.560962,0.15054,0.469285,0.159632,-0.0489236,0.0858245,0.00259447,0.37952,0.353013,-0.0917056,-0.46507,3.19744e-17,-1.03917e-16,0,0,-0.1962,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000842826,-0.181571,0.000203524,-3.09297,0.00697276,1.33454,-0.0101883,0.418912,0.0151701,0.418912,0.0151701,0.197646,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.0196244,-0.0215524,-0.0119444,0.321833,0.303684,-0.622822,-0.245682,-6.92779e-17,9.68114e-17,0,0,-0.23544,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000891119,-0.181817,0.000176298,-3.09174,0.00807317,1.33095,-0.0111019,0.418912,0.0151701,0.418912,0.0151701,0.196704,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.0120732,-0.0613738,-0.00680666,0.308203,0.275104,-0.897484,-0.228389,-2.66454e-17,1.25233e-16,0,0,-0.27468,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000926706,-0.182079,0.000157089,-3.09051,0.0089434,1.32719,-0.0117573,0.418912,0.0151701,0.418912,0.0151701,0.195605,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00889673,-0.0656532,-0.00480212,0.307419,0.217558,-0.938881,-0.163847,1.59872e-17,9.32587e-17,0,0,-0.31392,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00095734,-0.182297,0.000138927,-3.08926,0.00953411,1.32383,-0.0121546,0.418912,0.0151701,0.418912,0.0151701,0.194349,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00765852,-0.0544282,-0.00454052,0.312875,0.147678,-0.840427,-0.0993442,1.59872e-17,8.9706e-17,0,0,-0.35316,0,0,0,0,0,0,0,0,0,0,0,0,
-0.000984976,-0.182455,0.000121128,-3.08798,0.00987081,1.32114,-0.012377,0.418912,0.0151701,0.418912,0.0151701,0.192937,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.0069092,-0.0393897,-0.00444981,0.319589,0.084175,-0.673373,-0.0555833,1.59872e-17,7.54952e-17,0,0,-0.3924,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00100939,-0.182561,0.000104994,-3.08668,0.0100126,1.3192,-0.0125028,0.418912,0.0151701,0.418912,0.0151701,0.191367,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00610397,-0.0265678,-0.00403357,0.323503,0.0354522,-0.4852,-0.0314657,1.42109e-17,5.59552e-17,0,0,-0.43164,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00102725,-0.182616,9.41335e-05,-3.08538,0.0100573,1.31814,-0.0124805,0.418912,0.0151701,0.418912,0.0151701,0.189641,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00446376,-0.0137269,-0.002715,0.32484,0.0111657,-0.263728,0.00559034,1.06581e-17,3.81917e-17,0,0,-0.47088,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00103919,-0.182681,8.95227e-05,-3.08413,0.0100907,1.31753,-0.0124609,0.418912,0.0151701,0.418912,0.0151701,0.187757,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00298645,-0.0163484,-0.00115271,0.314469,0.00835697,-0.153026,0.00488649,8.88178e-18,2.39808e-17,0,0,-0.51012,0,0,0,0,0,0,0,0,0,0,0,0,
-0.00104749,-0.182776,8.86496e-05,-3.08294,0.0101282,1.31716,-0.0124463,0.418912,0.0151701,0.418912,0.0151701,0.185717,0.544629,0.0457998,0.680697,0.110078,0.639757,-0.0614067,0.542738,-0.0461857,0.560962,0.15054,0.469285,0.159632,-0.00207391,-0.0235909,-0.00021828,0.296834,0.00937045,-0.0931656,0.00364543,6.21725e-18,1.24345e-17,0,0,-0.54936,0,0,0,0,0,0,0,0,0,0,0,0,
