-0.000470036,-0.182136,0.000372709,-3.09489,-0.00115185,1.33662,-0.000722814,0.637194,0.0748882,0.729394,0.0864699,0.68262,-0.0195064,0.63839,-0.114291,-0.0239324,0.0501096,0.0184201,0.363411,-0.0403894,-0.140126,-0.0391185,-9.60193e-18,1.08022e-17,0.0181943,0.158626,0.0179721,-0.0581158,-0.0330784,-0.22383,
-0.000434157,-0.182137,0.000508518,-3.09344,9.09772e-05,1.33618,0.0015549,0.4,0.0940474,0.660945,0.00588405,0.661404,-0.000769439,0.657118,-0.0258757,0.0089698,-0.000215928,0.0339523,0.363084,0.310706,-0.110752,0.569429,-1.20024e-17,1.20024e-17,0.0215319,0.185226,0.0210112,-0.0660877,-0.0394219,-0.25719,
-0.000394581,-0.182261,0.000654284,-3.09194,0.00181051,1.33576,0.00402553,0.4,0.0940474,0.661031,0.00662496,0.661488,-0.00103379,0.656961,-0.0269044,0.00989399,-0.030946,0.0364416,0.373695,0.429884,-0.104386,0.617659,-1.20024e-17,1.20024e-17,0.0247378,0.210104,0.0238971,-0.073046,-0.0454782,-0.287138,
-0.000371498,-0.182469,0.000789148,-3.09045,0.00369159,1.33544,0.00646168,0.4,0.0940474,0.66113,0.00746537,0.661583,-0.00132597,0.656779,-0.028053,0.00577087,-0.0521139,0.0337159,0.374627,0.470268,-0.081067,0.609037,-9.60193e-18,1.32027e-17,0.0274049,0.2266,0.026759,-0.0819107,-0.0510288,-0.310314,
-0.000365865,-0.182739,0.000911015,-3.08897,0.00561989,1.33522,0.00881744,0.4,0.0940474,0.66124,0.00837177,0.661691,-0.00165362,0.656575,-0.0292942,0.00140822,-0.0675629,0.0304668,0.367846,0.482077,-0.0545045,0.588939,-7.20145e-18,1.44029e-17,0.0301705,0.241476,0.0298291,-0.0898484,-0.0564327,-0.330513,
-0.000374587,-0.183056,0.00102226,-3.08755,0.00754683,1.3351,0.0110777,0.4,0.0940474,0.66136,0.00933767,0.66181,-0.00201301,0.656349,-0.0306163,-0.00218065,-0.0791682,0.0278108,0.355512,0.481735,-0.0306377,0.565078,-6.60133e-18,1.26025e-17,0.033014,0.260893,0.032257,-0.0946249,-0.0616578,-0.353404,
-0.000394285,-0.183408,0.00112569,-3.0862,0.00944794,1.33505,0.013238,0.4,0.0940474,0.661492,0.0103812,0.661939,-0.00239151,0.656102,-0.0320299,-0.00492452,-0.0879805,0.0258588,0.339268,0.475277,-0.0111373,0.54005,-6.00121e-18,1.20024e-17,0.0357909,0.278709,0.0346157,-0.0985624,-0.0667471,-0.373603,
-0.00042214,-0.183787,0.00122367,-3.08491,0.0113093,1.33507,0.0152979,0.4,0.0940474,0.661635,0.0114961,0.662077,-0.00278576,0.655835,-0.0335243,-0.00696364,-0.0946589,0.024493,0.320413,0.465341,0.00388539,0.514999,-4.20084e-18,1.20024e-17,0.038537,0.294947,0.0368836,-0.101761,-0.0717078,-0.391251,
-0.000455976,-0.184185,0.00131796,-3.08371,0.0131226,1.33513,0.0172597,0.4,0.0940474,0.66179,0.0126759,0.662225,-0.0031928,0.655548,-0.0350893,-0.0084589,-0.099658,0.0235746,0.299983,0.453311,0.0148655,0.490447,-4.20084e-18,1.32027e-17,0.0411944,0.30964,0.0390802,-0.104311,-0.0765106,-0.406492,
-0.000494139,-0.184598,0.00140991,-3.0826,0.0148828,1.33522,0.0191267,0.4,0.0940474,0.661954,0.0139144,0.662381,-0.00361005,0.655242,-0.0367153,-0.00954082,-0.103317,0.022986,0.278786,0.440059,0.0223864,0.466737,-3.0006e-18,1.26025e-17,0.0437527,0.322822,0.0412032,-0.106292,-0.0811436,-0.419466,
-0.000535398,-0.185022,0.00150045,-3.08157,0.0165873,1.33532,0.0209025,0.4,0.0940474,0.662129,0.0152057,0.662546,-0.00403522,0.654918,-0.0383931,-0.0103147,-0.105902,0.0226364,0.257448,0.426132,0.0270391,0.443963,-3.0006e-18,1.20024e-17,0.046202,0.334532,0.0432506,-0.107772,-0.0855957,-0.43031,
-0.00057884,-0.185453,0.00159029,-3.08062,0.0182349,1.33544,0.0225911,0.4,0.0940474,0.662314,0.0165438,0.662719,-0.00446631,0.654575,-0.0401144,-0.0108605,-0.107625,0.0224582,0.236442,0.411891,0.0293788,0.422131,-2.40048e-18,1.20024e-17,0.0485335,0.344813,0.0452204,-0.108814,-0.0898567,-0.439158,
-0.000623792,-0.185887,0.00167989,-3.07976,0.0198252,1.33556,0.0241959,0.4,0.0940474,0.662508,0.0179231,0.6629,-0.00490156,0.654216,-0.041871,-0.0112382,-0.108662,0.0224019,0.216112,0.397585,0.0298999,0.401221,-2.40048e-18,1.29026e-17,0.050693,0.353613,0.0471441,-0.109421,-0.0939137,-0.446387,
-0.00066976,-0.186324,0.00176962,-3.07897,0.0213588,1.33568,0.0257207,0.4,0.0940474,0.662711,0.0193375,0.663088,-0.00533924,0.65384,-0.0436566,-0.0114919,-0.109158,0.0224319,0.1967,0.383391,0.0290274,0.381197,-2.10042e-18,1.20024e-17,0.0519712,0.351394,0.0494632,-0.115203,-0.0976266,-0.448117,
-0.000716379,-0.186761,0.00185971,-3.07826,0.0228365,1.33579,0.0271688,0.4,0.0940474,0.662919,0.0207431,0.663286,-0.00580005,0.65345,-0.045449,-0.0116548,-0.109236,0.0225221,0.178367,0.369436,0.0271175,0.362024,-1.80036e-18,1.20024e-17,0.0532108,0.348432,0.0520558,-0.120638,-0.100775,-0.449645,
-0.000763384,-0.187197,0.00195032,-3.07761,0.0242598,1.33588,0.0285435,0.4,0.0940474,0.663132,0.0221368,0.663495,-0.00628261,0.653047,-0.0472476,-0.0117512,-0.108994,0.0226538,0.161207,0.35581,0.0244629,0.343664,3.0006e-19,1.14023e-17,0.0546173,0.345616,0.0549305,-0.124707,-0.103701,-0.45256,
-0.000810583,-0.187631,0.00204158,-3.07703,0.0256301,1.33597,0.0298478,0.4,0.0940474,0.66335,0.0235193,0.663714,-0.00678144,0.652632,-0.0490579,-0.0117998,-0.108515,0.022813,0.145266,0.342575,0.0213005,0.326081,6.00121e-19,1.14023e-17,0.0561016,0.342703,0.056442,-0.132968,-0.1067,-0.461521,
-0.000857839,-0.188062,0.00213354,-3.07651,0.0269492,1.33604,0.0310848,0.4,0.0940474,0.663575,0.0248901,0.66394,-0.00731331,0.652205,-0.0509039,-0.0118139,-0.107867,0.0229902,0.130554,0.329772,0.0178187,0.309239,1.20024e-18,1.08022e-17,0.057374,0.338601,0.0577797,-0.141132,-0.109317,-0.470335,
-0.000905074,-0.188491,0.00222629,-3.07604,0.0282191,1.3361,0.0322573,0.4,0.0940474,0.663804,0.0262445,0.664171,-0.00787784,0.651768,-0.0527853,-0.0118088,-0.107104,0.0231876,0.117053,0.317485,0.014189,0.293126,1.80036e-18,1.05021e-17,0.0585152,0.333969,0.0590436,-0.148544,-0.111736,-0.477733,
-0.00095225,-0.188916,0.00231988,-3.07562,0.029442,1.33614,0.033368,0.4,0.0940474,0.664038,0.0275804,0.664407,-0.00847201,0.651321,-0.0546962,-0.0117939,-0.106269,0.0233991,0.104726,0.30573,0.010526,0.277686,6.60133e-18,8.70175e-18,0.0594066,0.329434,0.0600294,-0.154818,-0.113624,-0.485836,
-0.000999352,-0.189337,0.00241436,-3.07525,0.0306201,1.33617,0.0344195,0.4,0.0940474,0.664276,0.0288981,0.664647,-0.00909128,0.650866,-0.0566396,-0.0117756,-0.1054,0.0236186,0.0935165,0.29451,0.00691164,0.262884,9.60193e-18,7.20145e-18,0.0602143,0.325098,0.0609725,-0.159755,-0.115389,-0.491999,
-0.00104638,-0.189755,0.00250973,-3.07492,0.0317553,1.33618,0.0354143,0.4,0.0940474,0.664517,0.0301985,0.664891,-0.0097303,0.650405,-0.0586076,-0.0117579,-0.104525,0.0238418,0.0833605,0.28382,0.0034046,0.248695,1.05021e-17,7.20145e-18,0.0608942,0.321087,0.0617358,-0.163259,-0.116842,-0.497114,
-0.00109336,-0.19017,0.00260599,-3.07462,0.0328499,1.33618,0.0363547,0.4,0.0940474,0.66476,0.0314829,0.665138,-0.0103833,0.649937,-0.060596,-0.0117441,-0.103663,0.024066,0.0741885,0.273651,4.61954e-05,0.235096,1.05021e-17,6.90139e-18,0.0613871,0.318831,0.0623024,-0.164619,-0.11791,-0.500788,
-0.00114031,-0.190581,0.00270315,-3.07436,0.0339059,1.33617,0.037243,0.4,0.0940474,0.665006,0.0327582,0.665387,-0.0110418,0.649466,-0.0625992,-0.0117364,-0.10283,0.0242892,0.0659291,0.263993,-0.00313529,0.222063,1.0202e-17,6.90139e-18,0.061675,0.317852,0.0625546,-0.163086,-0.118446,-0.502593,
-0.00118725,-0.19099,0.00280119,-3.07412,0.0349252,1.33614,0.0380813,0.4,0.0940474,0.665253,0.0340296,0.665638,-0.0116942,0.648992,-0.0646095,-0.0117365,-0.102036,0.0245105,0.0585112,0.254834,-0.00612155,0.209572,1.0202e-17,6.90139e-18,0.0618537,0.320083,0.0629271,-0.157152,-0.118446,-0.502593,
-0.00123423,-0.191395,0.00290011,-3.07391,0.0359099,1.33611,0.0388717,0.4,0.0940474,0.6655,0.0353099,0.665889,-0.0123228,0.648518,-0.0666199,-0.0117457,-0.101289,0.0247293,0.0518651,0.246159,-0.00890213,0.197602,9.90199e-18,6.90139e-18,0.0621485,0.322563,0.0636087,-0.150306,-0.118446,-0.502593,
-0.00128129,-0.191797,0.00299989,-3.07373,0.0368617,1.33606,0.0396162,0.4,0.0940474,0.665749,0.0366002,0.666144,-0.012924,0.648044,-0.0686303,-0.0117648,-0.100591,0.0249456,0.0459234,0.237955,-0.0114728,0.18613,9.60193e-18,6.90139e-18,0.0618862,0.32779,0.0651399,-0.141867,-0.118446,-0.502593,
