-0.590717,-0.509836,-1.18014,-0.571703,2.88232,0.362528,0.219118,0.0207015,-0.0982157,-0.0282874,-0.0271753,0.0378555,0.0190998,0.00354863,
-0.592559,-0.509436,-1.18207,-0.573761,2.88097,0.360153,0.215908,-0.460363,0.100074,-0.482205,-0.5144,-0.338286,-0.593628,-0.802653,
-0.594425,-0.508734,-1.18436,-0.575882,2.87809,0.357392,0.212623,-0.466699,0.175577,-0.571879,-0.530221,-0.720078,-0.690167,-0.82124,
-0.59624,-0.507856,-1.18652,-0.577938,2.87452,0.355214,0.209419,-0.453674,0.219376,-0.541368,-0.514156,-0.891601,-0.54471,-0.800935,
-0.598005,-0.506797,-1.18866,-0.580051,2.871,0.352397,0.206203,-0.441232,0.264872,-0.533926,-0.52811,-0.879299,-0.704249,-0.803904,
-0.599769,-0.505573,-1.19073,-0.58214,2.86734,0.350077,0.202991,-0.44107,0.306002,-0.519221,-0.522219,-0.916963,-0.57991,-0.803116,
-0.60149,-0.504207,-1.19277,-0.584254,2.86372,0.34746,0.199793,-0.430101,0.341566,-0.508498,-0.528617,-0.903856,-0.654229,-0.799537,
-0.603203,-0.502717,-1.19478,-0.586362,2.86011,0.345024,0.1966,-0.4284,0.372405,-0.503599,-0.527078,-0.90296,-0.608921,-0.798153,
-0.604886,-0.501165,-1.19677,-0.588482,2.85653,0.342513,0.193421,-0.420662,0.388059,-0.497126,-0.529822,-0.89444,-0.627723,-0.794788,
-0.606552,-0.499576,-1.19874,-0.590601,2.85296,0.340054,0.190251,-0.416638,0.397075,-0.492552,-0.529891,-0.892704,-0.614749,-0.792423,
-0.608203,-0.49797,-1.2007,-0.592721,2.84941,0.337586,0.187093,-0.412756,0.401642,-0.489241,-0.529878,-0.887879,-0.617209,-0.789655,
-0.609844,-0.496355,-1.20264,-0.594836,2.84587,0.335135,0.183945,-0.410151,0.403677,-0.486497,-0.528759,-0.884732,-0.612756,-0.787061,
-0.611476,-0.494739,-1.20458,-0.596945,2.84235,0.332689,0.180807,-0.407872,0.404098,-0.484186,-0.527365,-0.880767,-0.61135,-0.784387,
-0.6131,-0.493124,-1.20651,-0.599048,2.83884,0.330255,0.17768,-0.405999,0.403582,-0.482104,-0.525627,-0.877235,-0.608663,-0.781751,
-0.614717,-0.491514,-1.20843,-0.601143,2.83534,0.327828,0.174564,-0.404285,0.402507,-0.480172,-0.523762,-0.873495,-0.606547,-0.779098,
-0.616327,-0.48991,-1.21034,-0.60323,2.83187,0.325411,0.171458,-0.402698,0.401121,-0.478324,-0.521799,-0.869865,-0.604221,-0.776453,
