20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,70,70,70,70,70,70,80,80,80,80,80,80,
final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,final costs,avg Hz,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,
0.0139411,295.867,3.0065,0.177511,0.195885,25,0.00890519,267.431,3.21331,0.249568,0.276401,23.3333,0.00860496,188.532,4.59996,0.327493,0.376693,22.5,0.0141673,197.127,4.13808,0.406939,0.527847,22,0.00725368,184.762,4.3102,0.486589,0.615583,21.6667,0.00834014,176.01,4.32917,0.565391,0.786944,21.4286,0.0234963,162.212,4.54121,0.645631,0.977911,21.25,
0.0143782,293.086,3.03206,0.177471,0.202443,25,0.0194606,224.501,3.90552,0.249037,0.299767,23.3333,0.0151778,174.224,5.02815,0.327638,0.383963,22.5,0.0159975,200.457,4.0504,0.407327,0.530873,22,0.0517308,204.79,3.83183,0.486441,0.564784,21.6667,0.00787624,181.929,4.14989,0.565299,0.781457,21.4286,0.00690489,131.299,6.06056,0.662241,0.893377,21.25,
0.0148172,302.457,2.93761,0.173275,0.195361,25,0.0234795,278.882,3.00257,0.249205,0.333973,23.3333,0.551247,226.106,3.70005,0.32811,0.394554,22.5,0.00869017,175.289,4.81414,0.405801,0.484925,22,0.0146122,186.125,4.2502,0.486589,0.635945,21.6667,0.0271893,168.262,4.44902,0.563503,0.930589,21.4286,0.00418016,165.787,4.54004,0.645875,0.845934,21.25,
0.0153885,304.417,2.91186,0.173356,0.199748,25,1.16161,288.587,2.88477,0.250641,0.329758,23.3333,0.0334978,182.805,4.74728,0.326751,0.396279,22.5,0.00945585,207.091,3.94405,0.406175,0.478572,22,0.00456764,178.452,4.42866,0.485773,0.689307,21.6667,0.00561833,177.993,4.26673,0.563684,0.787786,21.4286,0.0304901,159.839,4.71242,0.645854,0.898016,21.25,
0.0160114,300.39,2.9548,0.175572,0.198637,25,1.19535,299.068,2.75383,0.249313,0.340574,23.3333,0.00919758,190.865,4.53091,0.32738,0.381019,22.5,0.022198,201.399,4.03333,0.40778,0.524159,22,0.00795987,180.096,4.26871,0.485097,0.798777,21.6667,0.00841104,171.609,4.45013,0.564689,0.812368,21.4286,0.00583135,150.881,4.92677,0.645259,1.05572,21.25,
0.0166385,298.411,2.97578,0.175901,0.199401,25,0.89857,280.967,2.99372,0.248905,0.31651,23.3333,0.0292086,193.659,4.40038,0.327701,0.43563,22.5,0.010687,210.204,3.80095,0.407152,0.549196,22,0.0220996,188.67,4.20624,0.486245,0.607789,21.6667,0.0128643,173.31,4.41422,0.565119,0.790665,21.4286,0.00618277,156.906,4.78041,0.646022,0.946814,21.25,
0.0171596,305.418,2.90658,0.172443,0.195185,25,0.0775945,291.134,2.83842,0.249965,0.346457,23.3333,0.00939604,199.722,4.28038,0.328339,0.398239,22.5,0.0110757,198.466,4.14238,0.407173,0.489096,22,0.0111699,180.767,4.45481,0.485749,0.591418,21.6667,0.008323,179.197,4.1498,0.564177,0.866469,21.4286,0.00610779,161.052,4.63099,0.645659,0.932525,21.25,
1.36784,300.121,2.88277,0.181869,0.267351,25,0.0116304,270.951,3.13693,0.249574,0.304199,23.3333,0.0456523,253.59,3.18524,0.328012,0.430125,22.5,0.0119035,207.362,3.88356,0.406979,0.531953,22,0.0212751,180.24,4.42633,0.486078,0.635744,21.6667,0.00598995,156.794,5.0015,0.565937,0.81034,21.4286,0.00687792,154.729,4.78553,0.645945,1.03143,21.25,
0.0212398,312.743,2.81777,0.173447,0.206291,25,0.0120441,283.164,2.98613,0.249883,0.295511,23.3333,0.0211397,224.489,3.66046,0.332129,0.461964,22.5,0.0134384,207.922,3.86019,0.407848,0.541459,22,0.0394676,183.663,4.36067,0.486156,0.597943,21.6667,0.00644969,191.148,3.82774,0.565021,0.838788,21.4286,0.0117104,165.812,4.35238,0.64496,1.03358,21.25,
0.0363206,298.16,2.96968,0.175032,0.20919,25,0.801538,286.892,2.91748,0.250532,0.317621,23.3333,0.102022,230.327,3.58124,0.328136,0.432287,22.5,0.0206493,190.294,4.31336,0.407338,0.534331,22,0.0124475,182.979,4.30544,0.484428,0.675233,21.6667,0.00942869,180.892,4.13639,0.564332,0.827442,21.4286,0.00641405,116.283,6.94189,0.680433,0.977405,21.25,
1.49248,272.701,3.20088,0.208925,0.257221,25,1.33238,301.764,2.74804,0.250074,0.315735,23.3333,0.0230117,220.731,3.8179,0.327247,0.385247,22.5,0.0120031,210.536,3.82082,0.407991,0.520965,22,0.00929151,175.908,4.48773,0.485219,0.711827,21.6667,0.0125132,178.863,4.157,0.564035,0.869823,21.4286,0.00534461,155.877,4.76396,0.645167,1.00618,21.25,
1.78352,300.647,2.88112,0.178981,0.266067,25,1.29395,306.144,2.70187,0.249658,0.314902,23.3333,0.0661725,248.342,3.30803,0.328717,0.389955,22.5,0.0181383,205.319,3.90922,0.407518,0.553742,22,0.00700327,179.709,4.40504,0.486219,0.673275,21.6667,0.0118837,167.544,4.57946,0.561953,0.827177,21.4286,0.00299749,151.606,4.90747,0.641855,1.0467,21.25,
1.60684,311.82,2.79902,0.182431,0.225521,25,0.0208948,245.591,3.52804,0.248959,0.294812,23.3333,0.0158405,212.601,3.99473,0.326461,0.382455,22.5,0.0390297,212.598,3.77595,0.40861,0.519159,22,0.0109954,174.482,4.62414,0.486617,0.620498,21.6667,0.00626034,165.919,4.73946,0.565007,0.722569,21.4286,0.0171745,153.924,4.89383,0.645693,0.95719,21.25,
1.67345,274.977,3.17976,0.193646,0.263259,25,1.28917,314.168,2.6207,0.249657,0.312661,23.3333,0.0139052,224.249,3.75865,0.328516,0.372152,22.5,0.287454,220.799,3.55543,0.407067,0.566515,22,0.0086648,198.013,3.94727,0.486949,0.615951,21.6667,0.0104082,168.064,4.51763,0.566029,0.866451,21.4286,0.0122112,152.621,4.97244,0.646331,0.933412,21.25,
1.75046,302.077,2.90817,0.176575,0.225669,25,1.27953,287.584,2.86179,0.252691,0.362758,23.3333,0.0397126,220.54,3.76748,0.327173,0.439673,22.5,0.0214826,179.234,4.60475,0.405067,0.569483,22,0.00699296,180.144,4.35898,0.485783,0.706333,21.6667,0.037648,178.037,4.19965,0.564679,0.852481,21.4286,0.0109303,157.097,4.7016,0.646121,1.01778,21.25,
1.77136,299.838,2.92363,0.175961,0.235549,25,1.331,296.152,2.80853,0.250365,0.317749,23.3333,0.0175956,185.542,4.67692,0.327691,0.385003,22.5,0.00646606,192.068,4.24561,0.406533,0.554337,22,0.0123199,195.935,4.03336,0.485704,0.584687,21.6667,0.00754761,176.576,4.24894,0.564105,0.850258,21.4286,0.0115511,140.463,5.62668,0.647079,0.845542,21.25,
4.9439,280.367,3.09772,0.189339,0.279691,25,0.175507,278.37,3.00647,0.250152,0.335715,23.3333,0.0128267,210.279,4.05315,0.328281,0.374168,22.5,0.0176336,195.828,4.20569,0.406931,0.493887,22,0.00720921,175.981,4.41923,0.486589,0.77661,21.6667,0.0185036,171.079,4.41085,0.564961,0.869449,21.4286,0.00636095,153.038,5.07049,0.644691,0.819163,21.25,
6.38753,230.563,3.83879,0.20021,0.298215,25,1.33699,300.241,2.75716,0.250705,0.322785,23.3333,0.0219429,216.221,3.88882,0.327433,0.408649,22.5,0.00861376,192.694,4.18359,0.405939,0.600037,22,0.00505428,185.348,4.22498,0.484785,0.685505,21.6667,0.00645741,187.532,3.93836,0.564081,0.829981,21.4286,0.00397446,144.469,5.28863,0.645207,0.988045,21.25,
5.60946,270.731,3.23684,0.179526,0.277343,25,0.0232354,250.55,3.44287,0.249252,0.299099,23.3333,0.0194404,222.612,3.75333,0.3266,0.412199,22.5,0.0184241,197.278,4.16087,0.407436,0.500673,22,0.00914528,184.969,4.36125,0.48523,0.559826,21.6667,0.00407823,181.547,4.07502,0.564323,0.868881,21.4286,0.0104892,145.227,5.18919,0.645927,1.05064,21.25,
1.74921,272.751,3.24038,0.194307,0.23167,25,1.41172,292.77,2.83543,0.250413,0.329813,23.3333,0.0271774,222.257,3.75648,0.327415,0.415407,22.5,0.0214122,192.457,4.19127,0.406666,0.59803,22,0.0486408,177.772,4.52091,0.487493,0.616775,21.6667,0.00839594,180.14,4.15231,0.564407,0.834527,21.4286,0.00772666,163.669,4.44664,0.646376,1.01687,21.25,
3.07331,281.362,3.1261,0.190081,0.237957,25,1.38761,305.189,2.72173,0.249775,0.305155,23.3333,0.049909,224.213,3.71418,0.327849,0.418015,22.5,0.0153431,200.759,4.07317,0.407115,0.500797,22,0.00739455,191.074,4.01573,0.485869,0.731983,21.6667,0.0146736,175.524,4.28236,0.565472,0.849401,21.4286,0.0375174,165.885,4.52373,0.645166,0.859361,21.25,
1.90501,277.991,3.17406,0.188896,0.234285,25,1.43285,298.273,2.75734,0.249229,0.346059,23.3333,0.0409189,224.943,3.71768,0.327149,0.400733,22.5,0.0173379,201.435,4.02299,0.407183,0.534199,22,0.00646963,188.528,4.18477,0.486537,0.632935,21.6667,0.0074896,123.635,6.54593,0.615557,0.926853,21.4286,0.010307,143.719,5.29795,0.651111,1.00898,21.25,
1.66516,266.353,3.33247,0.186665,0.235286,25,1.36956,289.847,2.88611,0.24973,0.314253,23.3333,0.0338976,225.362,3.69343,0.327628,0.416253,22.5,0.0202007,198.775,4.09895,0.407081,0.524782,22,0.0150715,200.749,3.84363,0.485984,0.651737,21.6667,0.00631093,184.371,3.95051,0.564618,0.908725,21.4286,0.00609258,160.574,4.54694,0.645719,1.03498,21.25,
2.66392,281.109,3.15044,0.179779,0.227125,25,1.34652,277.869,2.98047,0.254381,0.363968,23.3333,0.0331862,190.276,4.49244,0.327583,0.435493,22.5,0.0139724,203.109,4.01252,0.406638,0.504317,22,0.0115543,187.127,4.14546,0.485019,0.713487,21.6667,0.0142624,162.65,4.73582,0.563751,0.848617,21.4286,0.00594338,170.024,4.21392,0.646881,1.02071,21.25,
1.58133,274.182,3.18496,0.192622,0.269628,25,1.79282,292.828,2.86154,0.24933,0.304097,23.3333,0.13464,238.447,3.47427,0.326761,0.39277,22.5,0.015487,202.98,3.97196,0.408255,0.546373,22,0.141195,182.695,4.30476,0.486175,0.682675,21.6667,0.0115072,126.856,6.35264,0.642904,0.887391,21.4286,0.0118315,128.074,6.21109,0.672569,0.924354,21.25,
1.54238,297.668,2.9292,0.178352,0.251902,25,1.44936,296.162,2.8152,0.250041,0.311291,23.3333,0.0128913,222.881,3.76038,0.328443,0.397877,22.5,0.0104243,201.01,4.01126,0.407751,0.555857,22,0.00343595,175.002,4.50665,0.486626,0.720949,21.6667,0.00769921,175.693,4.1741,0.564267,0.953381,21.4286,0.0115077,139.305,5.60192,0.647935,0.928649,21.25,
1.74828,301.327,2.85491,0.177576,0.286171,25,1.29652,290.79,2.86294,0.250223,0.325737,23.3333,0.0444943,226.731,3.62029,0.329033,0.461185,22.5,0.0252885,205.784,3.932,0.408014,0.519455,22,0.00805871,181.016,4.36207,0.485366,0.676945,21.6667,0.00632706,190.733,3.88928,0.564662,0.788995,21.4286,0.00748998,161.652,4.61382,0.646758,0.925553,21.25,
1.70384,270.992,3.28881,0.174611,0.226729,25,1.48135,268.63,3.09776,0.250691,0.374151,23.3333,0.0568064,216.086,3.86362,0.327818,0.436347,22.5,0.00643107,201.316,4.02666,0.407689,0.532957,22,0.00990987,177.083,4.54132,0.488081,0.617651,21.6667,0.0192991,165.04,4.59583,0.564182,0.89912,21.4286,0.0367387,163.347,4.56292,0.646281,0.912753,21.25,
4.40965,288.305,2.9741,0.175447,0.318999,25,1.48828,297.714,2.77626,0.250543,0.332129,23.3333,0.0417679,237.402,3.47134,0.327775,0.413151,22.5,0.0204293,210.508,3.81846,0.407879,0.524081,22,0.0109904,191.254,4.03106,0.487785,0.709799,21.6667,0.0228289,158.216,4.93717,0.568909,0.814412,21.4286,0.00819083,153.697,4.61196,0.644782,1.24958,21.25,
