-4.15768e-05,
-0.0433381,
-0.0442889,
-0.0452892,
-0.0463479,
-0.0474715,
-0.0486639,
-0.0499256,
-0.0512521,
-0.0526334,
-0.0540527,
-0.0554855,
-0.0568985,
-0.0582489,
-0.0594838,
-0.0605409,
-0.0613494,
-0.0618324,
-0.0619117,
-0.0615138,
-0.0605791,
-0.0590718,
-0.0569915,
-0.0543823,
-0.0513387,
-0.0480033,
-0.0445581,
-0.0412057,
-0.0381473,
-0.0355592,
-0.0335749,
-0.0322739,
-0.0316801,
-0.0317674,
-0.0324702,
-0.0336956,
-0.0353362,
-0.0372798,
-0.0394177,
-0.0416499,
-0.0438889,
-0.0460607,
-0.0481049,
-0.0499748,
-0.051635,
-0.0530606,
-0.0542352,
-0.0551492,
-0.0557981,
-0.0561815,
-0.0563021,
-0.0561649,
-0.0557774,
-0.0551492,
-0.054293,
-0.0532245,
-0.051963,
-0.0505318,
-0.0489576,
-0.0472704,
-0.045502,
-0.0436851,
-0.0418519,
-0.0400326,
-0.0382544,
-0.0365407,
-0.0349108,
-0.0333793,
-0.0319568,
-0.0306499,
-0.0294619,
-0.0283932,
-0.0274419,
-0.0266041,
-0.0258746,
-0.0252473,
-0.0247151,
-0.0242709,
-0.0239071,
-0.0236168,
-0.0233933,
-0.0232312,
-0.0231262,
-0.0230756,
-0.0230787,
-0.0231373,
-0.0232553,
-0.0234391,
-0.0236973,
-0.0240402,
-0.0244795,
-0.0250272,
-0.0256947,
-0.0264917,
-0.0274253,
-0.0284991,
-0.0297122,
-0.0310594,
-0.0325304,
-0.0341109,
-0.0357824,
-0.0375238,
-0.0393115,
-0.0411208,
-0.0429265,
-0.0447033,
-0.0464264,
-0.0480711,
-0.0496131,
-0.0510281,
-0.0522912,
-0.0533771,
-0.0542595,
-0.0549117,
-0.0553059,
-0.0554147,
-0.0552109,
-0.0546689,
-0.0537651,
-0.0524794,
-0.0507955,
-0.0487026,
-0.0461956,
-0.0432762,
-0.0399532,
-0.0362434,
-0.0321711,
-0.0277687,
-0.0230765,
-0.0181418,
-0.0130191,
-0.00776834,
-0.00245465,
0.00285333,
0.00808475,
0.0131681,
0.018033,
0.0226118,
0.0268414,
0.0306652,
0.0340343,
0.036909,
0.0392597,
0.0410678,
0.0423253,
0.0430346,
0.0432071,
0.0428614,
0.0420204,
0.0407087,
0.0389488,
0.0367598,
0.0341591,
0.0311718,
0.0278527,
0.0243192,
0.0207804,
0.0175276,
0.0148615,
0.01299,
0.0119742,
0.0117575,
0.0122353,
0.013306,
0.0148897,
0.016928,
0.0193769,
0.0222012,
0.0253704,
0.028856,
0.0326313,
0.0366702,
0.0409477,
0.0454399,
0.050124,
0.0549792,
0.0599863,
0.0651281,
0.0703897,
0.0757576,
0.0812198,
0.0867644,
0.0923787,
0.0980468,
0.103747,
0.109446,
0.115098,
0.120632,
0.125947,
0.1309,
0.135294,
0.138868,
0.141291,
0.142164,
0.141044,
0.137489,
0.13113,
0.121765,
0.109449,
0.0945486,
0.0777376,
0.0599146,
0.0420756,
0.0251736,
0.0100065,
-0.00284289,
-0.0130183,
-0.0203645,
-0.0248845,
-0.0266933,
-0.0259771,
-0.0229613,
-0.0178879,
-0.0110005,
-0.00253523,
0.00728346,
0.0182448,
0.0301513,
0.0428179,
0.0560695,
0.0697392,
0.0836661,
0.0976932,
0.111666,
0.12543,
0.138832,
0.151721,
0.163947,
0.175366,
0.18584,
0.195249,
0.203487,
0.210476,
0.216166,
0.220539,
0.223614,
0.225443,
0.226111,
0.225727,
0.224424,
0.222345,
0.219646,
0.216487,
0.213033,
0.209449,
0.205899,
0.202543,
0.199522,
0.196948,
0.194891,
0.193367,
0.192332,
0.191686,
0.191281,
0.190938,
0.190464,
0.189666,
0.188368,
0.186415,
0.183681,
0.180068,
0.175506,
0.16995,
0.163378,
0.155786,
0.14719,
0.137614,
0.127099,
0.115693,
0.103455,
0.090451,
0.0767596,
0.0624694,
0.0476819,
0.032513,
0.017094,
0.00157168,
-0.0138916,
-0.0291205,
-0.0439292,
-0.0581259,
-0.0715179,
-0.0839173,
-0.0951461,
-0.10504,
-0.113448,
-0.120216,
-0.12515,
-0.127953,
-0.128126,
-0.12491,
-0.117307,
-0.104262,
-0.0850089,
-0.059578,
-0.0294713,
0.00160874,
0.0278316,
0.0436977,
0.0482894,
0.0461742,
0.0428584,
0.0408722,
0.0402443,
0.0404464,
0.0412393,
0.0426405,
0.0447559,
0.0476987,
0.0515619,
0.0564078,
0.0622643,
0.0691236,
0.0769427,
0.0856437,
0.0951137,
0.105205,
0.115736,
0.126495,
0.137244,
0.147729,
0.157694,
0.166892,
0.175103,
0.182147,
0.18789,
0.192253,
0.195201,
0.196741,
0.196906,
0.195741,
0.193291,
0.189588,
0.184649,
0.178468,
0.171022,
0.162271,
0.152167,
0.140661,
0.127704,
0.113263,
0.0973126,
0.0798482,
0.060879,
0.0404306,
0.0185429,
-0.00472906,
-0.0293148,
-0.0551251,
-0.0820498,
-0.109955,
-0.138687,
-0.168076,
-0.197953,
-0.228167,
-0.258613,
-0.289243,
-0.32009,
-0.351263,
-0.382937,
-0.415323,
-0.448638,
-0.483047,
-0.518605,
-0.555181,
-0.592365,
-0.62936,
-0.664866,
-0.696986,
-0.723178,
-0.740331,
-0.745002,
-0.733865,
-0.704359,
-0.655441,
-0.588341,
-0.507076,
-0.418357,
-0.33025,
-0.249192,
-0.176274,
-0.105794,
-0.0293071,
0.0557165,
0.141849,
0.228551,
0.351443,
0.53072,
0.690349,
0.806068,
1.07893,
1.2666,
1.53266,
2.21711,
1.04225,
1.43287,
1.73482,
2.07932,
2.47075,
2.92037,
3.4474,
4.0809,
4.86249,
5.84953,
7.11532,
8.73227,
10.6865,
12.5634,
12.7347,
7.86492,
-3.55173,
