-4.15768e-05,
-0.00427592,
-0.00716394,
-0.00982443,
-0.0122517,
-0.0144866,
-0.0165649,
-0.0185183,
-0.020375,
-0.0221601,
-0.023896,
-0.0256025,
-0.0272968,
-0.0289936,
-0.0307044,
-0.0324376,
-0.0341976,
-0.0359842,
-0.0377916,
-0.0396081,
-0.0414151,
-0.0431871,
-0.0448915,
-0.0464897,
-0.0479385,
-0.0491921,
-0.0502056,
-0.0509381,
-0.0513563,
-0.051438,
-0.0511737,
-0.0505684,
-0.0496406,
-0.0484205,
-0.046947,
-0.0452635,
-0.0434138,
-0.0414388,
-0.0393736,
-0.0372467,
-0.0350799,
-0.0328906,
-0.0306944,
-0.0285096,
-0.0263608,
-0.0242828,
-0.0223233,
-0.0205434,
-0.0190168,
-0.0178253,
-0.0170522,
-0.0167735,
-0.0170468,
-0.0179003,
-0.0193225,
-0.0212544,
-0.0235847,
-0.0261502,
-0.0287394,
-0.031099,
-0.0329423,
-0.0339563,
-0.0338064,
-0.0321401,
-0.0285937,
-0.0228157,
-0.014534,
-0.00371303,
0.00914148,
0.02253,
0.0335702,
0.0382559,
0.0329819,
0.0168647,
-0.00709851,
-0.0333314,
-0.0562282,
-0.0719495,
-0.0788544,
-0.0770979,
-0.068004,
-0.0535078,
-0.0357404,
-0.0167377,
0.00174991,
0.0183621,
0.0321535,
0.0425495,
0.0492554,
0.0521532,
0.0512219,
0.046509,
0.0381677,
0.0265574,
0.0123772,
-0.00323978,
-0.0187843,
-0.0326767,
-0.0437654,
-0.0517455,
-0.0571788,
-0.0610921,
-0.0644624,
-0.067904,
-0.0716255,
-0.0755444,
-0.0794373,
-0.0830582,
-0.0862147,
-0.0888082,
-0.0908494,
-0.092457,
-0.0938426,
-0.0952831,
-0.0970848,
-0.0995423,
-0.102901,
-0.107327,
-0.112889,
-0.119556,
-0.127205,
-0.135633,
-0.144575,
-0.15372,
-0.162726,
-0.171231,
-0.178873,
-0.185307,
-0.190237,
-0.193442,
-0.194808,
-0.194335,
-0.19213,
-0.188377,
-0.183294,
-0.177094,
-0.169959,
-0.162022,
-0.153371,
-0.144049,
-0.134065,
-0.1234,
-0.112015,
-0.099854,
-0.0868483,
-0.0729183,
-0.0579746,
-0.0419193,
-0.0246474,
-0.00604994,
0.0139789,
0.03553,
0.0586599,
0.0833637,
0.109538,
0.136936,
0.165122,
0.193418,
0.220877,
0.246273,
0.268133,
0.284828,
0.294724,
0.296391,
0.288855,
0.271862,
0.246089,
0.213234,
0.175918,
0.137356,
0.100821,
0.069037,
0.0436863,
0.0252124,
0.0129541,
0.005511,
0.00116669,
-0.00176396,
-0.00469822,
-0.00862631,
-0.0139763,
-0.0204783,
-0.0270608,
-0.0318809,
-0.0326193,
-0.0270979,
-0.0140644,
0.00623618,
0.0320683,
0.0608186,
0.0898487,
0.117142,
0.141538,
0.162619,
0.180443,
0.195262,
0.207302,
0.216594,
0.222843,
0.225315,
0.222752,
0.213435,
0.195613,
0.168232,
0.13098,
0.0828175,
0.0205943,
-0.0606236,
-0.16631,
-0.300423,
-0.458829,
-0.607049,
-0.63188,
-0.363348,
0.103289,
0.407429,
0.479827,
0.418802,
0.292217,
0.143995,
0.00565694,
-0.10442,
-0.180517,
-0.225544,
-0.246254,
-0.249896,
-0.242603,
-0.228971,
-0.212183,
-0.19432,
-0.176666,
-0.159964,
-0.144593,
-0.130698,
-0.11828,
-0.10725,
-0.0974712,
-0.0887836,
-0.0810236,
-0.0740344,
-0.0676731,
-0.0618152,
-0.0563559,
-0.0512103,
-0.0463113,
-0.0416081,
-0.0370634,
-0.0326506,
-0.0283513,
-0.0241539,
-0.0200519,
-0.0160434,
-0.0121313,
-0.00832329,
-0.0046327,
-0.00107835,
0.00231585,
0.00552206,
0.00851052,
0.011252,
0.0137206,
0.0158955,
0.0177632,
0.0193175,
0.0205597,
0.0214973,
0.0221425,
0.0225109,
0.0226196,
0.0224865,
0.0221286,
0.0215619,
0.0208005,
0.0198565,
0.0187396,
0.0174569,
0.0160125,
0.0144076,
0.0126401,
0.0107044,
0.00859077,
0.00628575,
0.00377128,
0.00102463,
-0.00198194,
-0.00528151,
-0.00891273,
-0.0129201,
-0.0173537,
-0.0222696,
-0.0277283,
-0.0337939,
-0.0405313,
-0.048001,
-0.0562511,
-0.0653041,
-0.0751345,
-0.0856341,
-0.096558,
-0.107448,
-0.117546,
-0.125755,
-0.130807,
-0.131837,
-0.129236,
-0.125011,
-0.121641,
-0.119629,
-0.115999,
-0.106422,
-0.0892813,
-0.066686,
-0.042205,
-0.0187566,
0.00200111,
0.0194264,
0.033489,
0.0444591,
0.0527221,
0.058682,
0.0627189,
0.0651747,
0.0663517,
0.0665168,
0.0659065,
0.0647319,
0.0631817,
0.0614249,
0.0596115,
0.0578728,
0.0563211,
0.0550498,
0.0541331,
0.053627,
0.0535703,
0.053988,
0.0548943,
0.0562975,
0.0582055,
0.060632,
0.0636031,
0.0671636,
0.0713842,
0.0763679,
0.0822544,
0.0892212,
0.0974678,
0.107161,
0.118272,
0.130178,
0.140779,
0.144974,
0.133386,
0.0951807,
0.0295032,
-0.0437711,
-0.0940988,
-0.101788,
-0.0658082,
-0.000404646,
0.0696723,
0.118172,
0.13248,
0.11991,
0.0956023,
0.0699901,
0.0473332,
0.0286242,
0.0136407,
0.00182256,
-0.00741638,
-0.0145916,
-0.0201294,
-0.0243733,
-0.0275966,
-0.0300156,
-0.0317998,
-0.0330813,
-0.0339621,
-0.0345193,
-0.0348106,
-0.0348783,
-0.0347523,
-0.0344535,
-0.0339958,
-0.0333885,
-0.0326374,
-0.0317462,
-0.0307175,
-0.0295536,
-0.0282566,
-0.0268293,
-0.0252751,
-0.0235982,
-0.0218034,
-0.0198968,
-0.0178849,
-0.0157752,
-0.0135754,
-0.011294,
-0.00893976,
-0.00652146,
-0.00404812,
-0.00152871,
0.00102788,
0.00361295,
0.006218,
0.00883483,
0.0114555,
0.0140725,
0.0166784,
0.0192665,
0.0218303,
0.0243635,
0.0268603,
0.0293155,
0.031724,
0.0340813,
0.0363831,
0.0386256,
0.0408055,
0.0429198,
0.0449659,
0.0469415,
0.0488446,
0.0506734,
0.0524261,
0.0541007,
0.0556949,
0.0572056,
0.0586285,
0.0599574,
0.0611839,
0.062296,
0.0632774,
0.0641064,
0.0647541,
0.0651832,
0.0653461,
0.0651834,
0.0646228,
0.0635776,
0.0619474,
0.0596199,
0.0564738,
0.052386,
0.047241,
0.0409428,
0.03343,
0.0246908,
0.0147761,
0.00380911,
-0.00801266,
-0.0204235,
-0.0331034,
-0.0456995,
-0.0578496,
-0.0692078,
-0.0794656,
-0.0883686,
-0.0957253,
-0.10141,
-0.105362,
-0.107573,
-0.108087,
-0.106983,
-0.104381,
-0.100438,
-0.0953665,
-0.0894573,
-0.0830888,
-0.0766396,
-0.0700405,
-0.061528,
-0.0460044,
-0.0171697,
0.0229668,
0.0612086,
0.0865266,
0.0979177,
0.100003,
0.0977744,
0.094528,
0.0918054,
0.0900147,
0.0890294,
0.0885572,
0.0883109,
0.0880666,
0.0876708,
0.08703,
0.0860969,
0.084857,
0.0833184,
0.081504,
0.0794457,
0.0771799,
0.0747455,
0.0721811,
0.0695247,
0.0668124,
0.0640786,
0.0613556,
0.0586733,
0.0560595,
0.0535393,
0.0511349,
0.0488659,
0.0467485,
0.0447959,
0.0430178,
0.0414212,
0.04001,
0.0387857,
0.0377477,
0.0368938,
0.0362203,
0.0357231,
0.0353973,
0.0352376,
0.0352386,
0.0353941,
0.0356966,
0.0361363,
0.036699,
0.037364,
0.0381006,
0.038863,
0.0395856,
0.0401766,
0.040513,
0.0404383,
0.0397655,
0.0382912,
0.0358213,
0.0322106,
0.0274084,
0.0214986,
0.0147166,
0.00743238,
9.92117e-05,
-0.00681579,
-0.0128995,
-0.0178407,
-0.0214525,
-0.0236701,
-0.0245345,
-0.0241688,
-0.0227531,
-0.0205028,
-0.0176488,
-0.0144215,
-0.0110378,
-0.00768999,
-0.0045375,
-0.00170123,
0.000738656,
0.00274168,
0.00430267,
0.00544494,
0.00621204,
0.00665923,
0.00684578,
0.00682862,
0.0066578,
0.00637345,
0.00600414,
0.00556628,
0.00506402,
0.0044897,
0.00382449,
0.00303939,
0.00209681,
0.000953126,
-0.0004371,
-0.00211422,
-0.00410285,
-0.00639647,
-0.00893731,
-0.0115939,
-0.014143,
-0.0162689,
-0.0175944,
-0.0177538,
-0.016495,
-0.013776,
-0.00980517,
-0.00500203,
0.000105762,
0.00500288,
0.00928022,
0.0126824,
0.0151124,
0.0166081,
0.0173069,
0.0174084,
0.0171429,
0.0167464,
0.0164436,
0.0164373,
0.0169027,
0.0179847,
0.0197964,
0.0224174,
0.0258903,
0.0302135,
0.0353317,
0.0411222,
0.0473816,
0.0538141,
0.0600303,
0.0655588,
0.0698778,
0.072467,
0.0728751,
0.0708022,
0.066188,
0.0592828,
0.0506603,
0.0411385,
0.0316228,
0.0229336,
0.0156845,
0.0102368,
0.00671564,
0.00506077,
0.00508491,
0.00652628,
0.00908956,
0.0124753,
0.0163994,
0.0206058,
0.0248732,
0.029019,
0.0329005,
0.0364136,
0.0394906,
0.0420968,
0.0442253,
0.0458915,
0.0471277,
0.0479768,
0.048488,
0.0487118,
0.0486979,
0.048492,
0.0481357,
0.0476654,
0.0471124,
0.0465034,
0.0458608,
0.0452032,
0.0445464,
0.043903,
0.0432834,
0.0426959,
0.0421471,
0.0416418,
0.0411835,
0.0407741,
0.0404146,
0.0401046,
0.0398429,
0.0396275,
0.0394552,
0.0393226,
0.0392253,
0.0391588,
0.039118,
0.0390975,
0.0390918,
0.0390955,
0.0391029,
0.0391085,
0.0391073,
0.0390942,
0.0390646,
0.0390144,
0.03894,
0.0388384,
0.0387071,
0.0385445,
0.0383496,
0.0381223,
0.0378633,
0.037574,
0.037257,
0.0369155,
0.036554,
0.0361778,
0.0357934,
0.0354083,
0.0350315,
0.034673,
0.0343443,
0.034058,
0.0338282,
0.0336701,
0.0335995,
0.0336333,
0.0337881,
0.03408,
0.0345239,
0.0351327,
0.0359157,
0.0368782,
0.0380196,
0.0393327,
0.0408021,
0.0424027,
0.0440985,
0.045841,
0.0475676,
0.0492001,
0.0506426,
0.051781,
0.0524823,
0.0525975,
0.0519691,
0.0504469,
0.0479164,
0.0443429,
0.0398285,
0.0346688,
0.0293815,
0.0246674,
0.0212836,
0.0198499,
0.0206662,
0.0236257,
0.0282605,
0.0338836,
0.0397557,
0.0452199,
0.0497796,
0.0531241,
0.0551178,
0.0557689,
0.0551913,
0.0535659,
0.051109,
0.0480462,
0.0445955,
0.0409561,
0.0373027,
0.0337835,
0.0305201,
0.0276081,
0.0251168,
0.023088,
0.0215335,
0.0204318,
0.0197251,
0.0193196,
0.0190895,
0.0188886,
0.0185682,
0.0179995,
0.0170949,
0.0158223,
0.0142074,
0.0123226,
0.0102682,
0.00815052,
0.00606317,
0.00407656,
0.00223411,
0.00055475,
-0.000961301,
-0.00232561,
-0.0035551,
-0.00466703,
-0.00567563,
-0.00659028,
-0.00741508,
-0.00814937,
-0.00878898,
-0.00932785,
-0.00975989,
-0.0100808,
-0.0102899,
-0.0103914,
-0.0103953,
-0.0103181,
-0.0101828,
-0.0100174,
-0.00985367,
-0.00972472,
-0.00966181,
-0.00969088,
-0.00982903,
-0.0100814,
-0.0104388,
-0.0108776,
-0.011361,
-0.0118429,
-0.0122738,
-0.0126073,
-0.0128073,
-0.0128531,
-0.0127427,
-0.0124923,
-0.0121339,
-0.0117101,
-0.0112678,
-0.0108533,
-0.0105068,
-0.0102603,
-0.0101361,
-0.0101474,
-0.0102997,
-0.0105927,
-0.0110222,
-0.0115818,
-0.012264,
-0.0130605,
-0.0139625,
-0.01496,
-0.0160414,
-0.0171924,
-0.0183948,
-0.019626,
-0.0208579,
-0.0220563,
-0.0231807,
-0.0241844,
-0.0250156,
-0.0256187,
-0.0259363,
-0.0259127,
-0.0254978,
-0.0246509,
-0.0233466,
-0.0215786,
-0.019365,
-0.0167504,
-0.013808,
-0.0106379,
-0.007363,
-0.0041222,
-0.00106103,
0.00167966,
0.00397519,
0.00572781,
0.00687511,
0.0073951,
0.00730734,
0.00667031,
0.00557557,
0.00414,
0.00249768,
0.000792826,
-0.000824393,
-0.00219806,
-0.00316146,
-0.00352649,
-0.0030689,
-0.00151561,
0.00144766,
0.00610489,
0.0124904,
0.0199186,
0.0263151,
0.0279691,
0.0209338,
0.00408952,
-0.0192024,
-0.0432206,
-0.0632223,
-0.0768474,
-0.0837308,
-0.084662,
-0.0809406,
-0.0739939,
-0.0651679,
-0.0556112,
-0.0462153,
-0.0375947,
-0.0301027,
-0.023874,
-0.0188842,
-0.0150099,
-0.0120807,
-0.00991638,
-0.00834973,
-0.00723803,
-0.00646637,
-0.00594653,
-0.0056136,
-0.00542184,
-0.00534065,
-0.00535094,
-0.00544214,
-0.00560974,
-0.00585344,
-0.00617565,
-0.00658041,
-0.00707246,
-0.00765651,
-0.00833632,
-0.00911366,
-0.00998671,
-0.0109477,
-0.0119797,
-0.0130518,
-0.0141139,
-0.0150904,
-0.0158749,
-0.0163292,
-0.0162887,
-0.0155805,
-0.0140532,
-0.0116171,
-0.00828321,
-0.00418627,
0.00042132,
0.00520674,
0.00981445,
0.0139254,
0.0173013,
0.0198052,
0.0214009,
0.0221369,
0.0221226,
0.0215043,
0.0204433,
0.0190986,
0.0176146,
0.0161132,
0.01469,
0.0134139,
0.0123284,
0.011455,
0.0107975,
0.0103462,
0.0100825,
0.0099823,
0.0100191,
0.0101666,
0.0104005,
0.0106994,
0.0110458,
0.0114267,
0.0118334,
0.0122622,
0.0127144,
0.013196,
0.0137185,
0.0142987,
0.0149589,
0.0157274,
0.0166379,
0.017729,
0.0190434,
0.0206247,
0.0225135,
0.0247407,
0.0273171,
0.030221,
0.0333825,
0.0366691,
0.0398774,
0.042739,
0.0449469,
0.0462052,
0.0462921,
0.0451163,
0.0427464,
0.0394006,
0.0354011,
0.0311127,
0.0268842,
0.0230059,
0.019688,
0.0170566,
0.0151609,
0.0139869,
0.0134721,
0.0135201,
0.0140123,
0.0148175,
0.0157989,
0.016819,
0.0177437,
0.0184447,
0.0188011,
0.0187012,
0.0180437,
0.0167393,
0.0147134,
0.0119097,
0.00829649,
0.003877,
-0.00129545,
-0.00709463,
-0.0132917,
-0.019523,
-0.0252692,
-0.0298715,
-0.0326152,
-0.0328876,
-0.0303716,
-0.0251848,
-0.0178827,
-0.00931926,
-0.000436866,
0.00792009,
0.0151158,
0.0207545,
0.0246588,
0.0268227,
0.0273608,
0.0264639,
0.0243637,
0.0213078,
0.0175422,
0.0132993,
0.00879122,
0.00420439,
-0.00030255,
-0.00459999,
-0.00858718,
-0.0121911,
-0.0153643,
-0.0180825,
-0.020341,
-0.0221512,
-0.0235369,
-0.0245313,
-0.0251732,
-0.0255049,
-0.0255696,
-0.0254103,
-0.0250681,
-0.0245814,
-0.0239859,
-0.0233137,
-0.0225936,
-0.0218509,
-0.0211076,
-0.0203824,
-0.0196911,
-0.0190464,
-0.0184582,
-0.0179342,
-0.0174797,
-0.0170978,
-0.0167901,
-0.0165566,
-0.0163961,
-0.0163067,
-0.0162856,
-0.0163298,
-0.0164365,
-0.0166024,
-0.016825,
-0.0171019,
-0.0174311,
-0.017811,
-0.0182406,
-0.0187189,
-0.0192454,
-0.0198193,
-0.0204401,
-0.0211069,
-0.0218186,
-0.0225735,
-0.0233693,
-0.0242033,
-0.025072,
-0.0259713,
-0.0268964,
-0.027842,
-0.0288025,
-0.0297721,
-0.0307449,
-0.0317152,
-0.032678,
-0.0336288,
-0.0345642,
-0.035482,
-0.0363813,
-0.0372629,
-0.0381292,
-0.0389843,
-0.0398338,
-0.040685,
-0.0415464,
-0.0424274,
