0.000645986,0.00627548,0.999645,0.000291783,-0.0555676,0.00130908,-0.00222463,0.999311,
0.000609977,0.00621246,0.999608,0.000336934,-0.0555499,0.00136799,-0.00268192,0.999294,
0.000568026,0.00613792,0.99957,0.000381571,-0.0555292,0.00143942,-0.00313923,0.999277,
0.000520162,0.00605187,0.999532,0.000425592,-0.0555054,0.0015233,-0.00359659,0.999259,
0.000466418,0.00595428,0.999493,0.000468897,-0.0554786,0.00161952,-0.00405399,0.999242,
0.00040683,0.00584514,0.999455,0.000511386,-0.0554488,0.00172797,-0.00451145,0.999225,
0.00034144,0.00572443,0.999416,0.000552958,-0.0554158,0.00184852,-0.00496897,0.999208,
0.000270293,0.00559213,0.999378,0.000593515,-0.0553797,0.00198105,-0.00542658,0.999192,
0.000193439,0.00544821,0.999339,0.000632955,-0.0553404,0.00212542,-0.00588427,0.999175,
0.000110932,0.00529264,0.999299,0.00067118,-0.055298,0.00228148,-0.00634205,0.999159,
2.28301e-05,0.0051254,0.99926,0.000708089,-0.0552523,0.00244906,-0.00679993,0.999143,
-7.08032e-05,0.00494645,0.99922,0.000743584,-0.0552033,0.00262801,-0.00725793,0.999127,
-0.000169901,0.00475577,0.99918,0.000777566,-0.0551509,0.00281815,-0.00771603,0.999111,
-0.00027439,0.0045533,0.999139,0.000809936,-0.0550952,0.0030193,-0.00817426,0.999096,
-0.000384196,0.00433902,0.999099,0.000840595,-0.055036,0.00323129,-0.00863261,0.999081,
-0.000499237,0.00411289,0.999057,0.000869445,-0.0549734,0.00345392,-0.00909108,0.999066,
-0.000619427,0.00387486,0.999016,0.000896388,-0.0549072,0.00368702,-0.00954969,0.999052,
-0.000744677,0.0036249,0.998974,0.000921327,-0.0548374,0.00393038,-0.0100084,0.999039,
-0.000874891,0.00336296,0.998931,0.000944163,-0.054764,0.00418383,-0.0104673,0.999025,
-0.00100997,0.003089,0.998889,0.000964801,-0.0546868,0.00444717,-0.0109263,0.999013,
-0.00114981,0.00280298,0.998846,0.000983144,-0.0546059,0.00472023,-0.0113854,0.999001,
-0.00129431,0.00250485,0.998802,0.000999095,-0.0545211,0.00500281,-0.0118447,0.99899,
-0.00144334,0.00219458,0.998758,0.00101256,-0.0544324,0.00529475,-0.012304,0.998979,
-0.0015968,0.00187212,0.998714,0.00102344,-0.0543397,0.00559588,-0.0127635,0.998969,
-0.00175456,0.00153744,0.998669,0.00103165,-0.0542429,0.00590604,-0.0132231,0.99896,
-0.00191649,0.00119049,0.998624,0.00103709,-0.0541419,0.00622509,-0.0136828,0.998952,
-0.00208246,0.000831242,0.998579,0.00103966,-0.0540368,0.0065529,-0.0141426,0.998945,
-0.00225234,0.000459664,0.998534,0.00103928,-0.0539273,0.00688935,-0.0146025,0.998939,
-0.00242599,7.57255e-05,0.998488,0.00103586,-0.0538135,0.00723435,-0.0150624,0.998934,
-0.00260327,-0.000320601,0.998442,0.0010293,-0.0536951,0.00758781,-0.0155224,0.998931,
-0.00278402,-0.000729338,0.998396,0.00101951,-0.0535722,0.00794969,-0.0159824,0.998929,
-0.0029681,-0.0011505,0.998349,0.00100641,-0.0534447,0.00831996,-0.0164425,0.998928,
-0.00315535,-0.00158412,0.998303,0.000989903,-0.0533124,0.0086986,-0.0169025,0.998929,
-0.00334561,-0.00203018,0.998256,0.000969909,-0.0531753,0.00908566,-0.0173625,0.998932,
-0.00353873,-0.0024887,0.998209,0.00094634,-0.0530333,0.00948118,-0.0178225,0.998936,
-0.00373453,-0.00295968,0.998163,0.000919112,-0.0528862,0.00988527,-0.0182825,0.998943,
-0.00393285,-0.0034431,0.998116,0.000888141,-0.052734,0.0102981,-0.0187423,0.998951,
-0.00413352,-0.00393897,0.99807,0.000853347,-0.0525766,0.0107197,-0.0192021,0.998962,
-0.00433636,-0.00444725,0.998024,0.000814647,-0.0524139,0.0111504,-0.0196617,0.998976,
-0.00454121,-0.00496792,0.997978,0.000771962,-0.0522457,0.0115905,-0.0201211,0.998992,
-0.00474789,-0.00550095,0.997932,0.000725214,-0.052072,0.0120403,-0.0205804,0.999011,
-0.00495622,-0.00604631,0.997887,0.000674326,-0.0518926,0.0125,-0.0210395,0.999033,
-0.00516603,-0.00660394,0.997843,0.000619221,-0.0517074,0.0129702,-0.0214983,0.999058,
-0.00537713,-0.00717381,0.997799,0.000559825,-0.0515164,0.0134513,-0.0219568,0.999087,
-0.00558936,-0.00775584,0.997756,0.000496065,-0.0513194,0.0139439,-0.022415,0.99912,
-0.00580253,-0.00834999,0.997714,0.000427866,-0.0511162,0.0144484,-0.0228729,0.999156,
-0.00601647,-0.00895618,0.997672,0.000355159,-0.0509068,0.0149656,-0.0233305,0.999197,
-0.00623102,-0.00957434,0.997632,0.000277871,-0.050691,0.0154962,-0.0237876,0.999242,
-0.006446,-0.0102044,0.997593,0.000195932,-0.0504687,0.016041,-0.0242444,0.999293,
-0.00666123,-0.0108463,0.997555,0.000109274,-0.0502398,0.0166008,-0.0247007,0.999348,
-0.00687658,-0.0114999,0.997519,1.78257e-05,-0.0500041,0.0171765,-0.0251565,0.999409,
-0.00709186,-0.0121651,0.997484,-7.8481e-05,-0.0497614,0.0177692,-0.0256118,0.999476,
-0.00730694,-0.012842,0.997451,-0.000179716,-0.0495116,0.0183798,-0.0260666,0.999549,
-0.00752167,-0.0135303,0.99742,-0.000285949,-0.0492545,0.0190096,-0.0265208,0.999629,
-0.0077359,-0.01423,0.997391,-0.00039725,-0.04899,0.0196596,-0.0269745,0.999716,
-0.00794951,-0.014941,0.997364,-0.000513691,-0.0487179,0.0203312,-0.0274276,0.99981,
-0.00816238,-0.0156633,0.997339,-0.000635346,-0.0484379,0.0210257,-0.0278801,0.999913,
-0.00837439,-0.0163967,0.997317,-0.000762289,-0.04815,0.0217445,-0.0283319,1.00002,
-0.00858545,-0.0171412,0.997298,-0.000894598,-0.0478538,0.022489,-0.0287832,1.00014,
-0.00879547,-0.0178967,0.997281,-0.00103235,-0.0475491,0.0232607,-0.0292338,1.00027,
-0.00900437,-0.0186631,0.997268,-0.00117564,-0.0472357,0.0240612,-0.0296837,1.00041,
-0.00921209,-0.0194404,0.997258,-0.00132455,-0.0469133,0.024892,-0.030133,1.00057,
-0.00941859,-0.0202285,0.997251,-0.00147917,-0.0465816,0.0257548,-0.0305817,1.00073,
-0.00962385,-0.0210274,0.997248,-0.0016396,-0.0462404,0.0266511,-0.0310297,1.0009,
-0.00982785,-0.0218369,0.997249,-0.00180595,-0.0458891,0.0275826,-0.0314771,1.00109,
-0.0100306,-0.022657,0.997254,-0.00197833,-0.0455275,0.0285508,-0.0319239,1.00129,
-0.0102322,-0.0234876,0.997263,-0.00215686,-0.0451552,0.0295573,-0.03237,1.00151,
-0.0104326,-0.0243285,0.997277,-0.00234167,-0.0447716,0.0306034,-0.0328155,1.00174,
-0.010632,-0.0251797,0.997296,-0.00253291,-0.0443763,0.0316905,-0.0332604,1.00199,
-0.0108304,-0.0260408,0.99732,-0.00273072,-0.0439687,0.0328197,-0.0337047,1.00225,
-0.0110281,-0.0269116,0.997349,-0.00293526,-0.0435481,0.0339918,-0.0341484,1.00254,
-0.0112251,-0.0277917,0.997384,-0.00314672,-0.043114,0.0352073,-0.0345915,1.00284,
-0.0114218,-0.0286806,0.997425,-0.00336528,-0.0426655,0.0364664,-0.0350339,1.00317,
-0.0116184,-0.0295778,0.997472,-0.00359115,-0.0422017,0.0377686,-0.0354757,1.00351,
-0.0118151,-0.0304822,0.997525,-0.00382455,-0.0417218,0.0391129,-0.0359168,1.00388,
-0.0120125,-0.0313928,0.997586,-0.00406572,-0.0412245,0.0404972,-0.0363571,1.00428,
-0.0122108,-0.032308,0.997653,-0.00431492,-0.0407087,0.0419186,-0.0367965,1.0047,
-0.0124107,-0.0332261,0.997728,-0.00457241,-0.0401731,0.0433726,-0.0372349,1.00515,
-0.0126125,-0.0341446,0.997811,-0.00483848,-0.039616,0.0448531,-0.0376721,1.00563,
