1.00006,-0.000169957,0.00999536,8.75078e-06,-0.00140383,1.00036,8.75078e-06,0.00996905,0.00626692,-0.0169957,0.999536,0.000875075,-0.140383,0.0363834,0.000875075,0.996905,
1.00006,-0.000357385,0.00999977,3.74223e-06,-0.00140176,1.00104,-3.27313e-05,0.00997848,0.00617101,-0.0357385,0.999977,0.000374228,-0.140176,0.104403,-0.00327313,0.997848,
1.00006,-0.00031191,0.0100043,-7.77822e-07,-0.00139769,1.00087,-7.25053e-05,0.00998701,0.00598179,-0.031191,1.00043,-7.77859e-05,-0.139769,0.0869326,-0.00725053,0.998701,
1.00006,-0.000270485,0.0100088,-4.89531e-06,-0.00139163,1.0007,-0.000110633,0.00999483,0.00570066,-0.0270485,1.00088,-0.000489539,-0.139163,0.0704705,-0.0110633,0.999483,
1.00005,-0.000232119,0.0100135,-8.68094e-06,-0.00138357,1.00055,-0.000147166,0.0100021,0.00532802,-0.0232119,1.00135,-0.000868099,-0.138357,0.0547733,-0.0147166,1.00021,
1.00005,-0.000195923,0.0100182,-1.21924e-05,-0.00137345,1.0004,-0.000182146,0.0100089,0.00486328,-0.0195923,1.00182,-0.00121923,-0.137345,0.0396228,-0.0182146,1.00089,
1.00004,-0.000161087,0.0100231,-1.54756e-05,-0.00136121,1.00025,-0.000215605,0.0100154,0.00430495,-0.0161088,1.00231,-0.00154756,-0.136121,0.024818,-0.0215605,1.00154,
1.00004,-0.000126855,0.010028,-1.85667e-05,-0.00134672,1.0001,-0.000247565,0.0100216,0.00365065,-0.0126855,1.0028,-0.00185668,-0.134672,0.0101684,-0.0247565,1.00216,
1.00003,-9.2504e-05,0.010033,-2.14923e-05,-0.00132986,0.999955,-0.000278032,0.0100276,0.00289706,-0.0092504,1.0033,-0.00214923,-0.132986,-0.00451098,-0.0278032,1.00276,
1.00002,-5.73293e-05,0.010038,-2.42698e-05,-0.00131046,0.999806,-0.000307002,0.0100335,0.00203991,-0.00573292,1.0038,-0.00242699,-0.131046,-0.0194042,-0.0307002,1.00335,
1.00001,-2.06303e-05,0.0100431,-2.69085e-05,-0.00128833,0.999653,-0.000334455,0.0100392,0.00107397,-0.00206303,1.00431,-0.00269084,-0.128833,-0.0346981,-0.0334455,1.00392,
1,1.83016e-05,0.0100483,-2.94086e-05,-0.00126325,0.999494,-0.000360355,0.0100447,-7.01217e-06,0.00183015,1.00483,-0.00294086,-0.126325,-0.0505856,-0.0360355,1.00447,
0.999988,6.01916e-05,0.0100535,-3.17624e-05,-0.00123496,0.999327,-0.000384647,0.0100501,-0.00121029,0.00601917,1.00535,-0.00317624,-0.123496,-0.0672676,-0.0384647,1.00501,
0.999975,0.000105787,0.0100587,-3.39531e-05,-0.0012032,0.99915,-0.000407258,0.0100553,-0.00254415,0.0105787,1.00587,-0.00339531,-0.12032,-0.0849538,-0.0407258,1.00553,
