2.3046429587670247,
2.252547121102952,
2.2010328987491707,
2.1501316792842955,
2.0998730092337925,
2.050284580581209,
2.001392226482233,
1.9532199256968996,
1.905789815214987,
1.8591222105184033,
1.8132356329022612,
1.7681468432622784,
1.723870881749823,
1.6804211126961197,
1.6378092742135653,
1.5960455318936542,
1.555138536037086,
1.5150954818714892,
1.475922172235234,
1.4376230822311262,
1.4002014253812707,
1.3636592208429792,
1.3279973612753155,
1.2932156809759603,
1.2593130239383628,
1.2262873115091941,
1.1941356093556952,
1.1628541934816174,
1.1324386150584003,
1.1028837638653932,
1.074183930158847,
1.0463328648141064,
1.019323837608926,
0.9931496935378586,
0.967802907068222,
0.94327563426772,
0.9195597627512714,
0.8966469594115172,
0.8745287159120655,
0.8531963919366939,
0.8326412561997629,
0.812854525234481,
0.7938273999852935,
0.7755511002393676,
0.7580168969397625,
0.7412161424290802,
0.7251402986779228,
0.7097809635566609,
0.6951298952127566,
0.681179034618118,
0.6679205263529939,
0.6553467376938332,
0.6434502760728738,
0.6322240049769432,
0.6216610583519987,
0.6117548535786048,
0.6024991030816322,
0.5938878246350194,
0.5859153504199913,
0.5785763348917932,
0.571865761506928,
0.565778948359157,
0.5603115527687477,
0.5554595748656219,
0.5512193602027475,
0.5475876014321099,
0.5445613390711558,
0.5421379613835059,
0.5403152033930998,
0.539091145047065,
0.5384642085378827,
0.5384331547917963,
0.5389970791259013,
0.5401554060729252,
0.5419078833687506,
0.5442545750944054,
0.5471958539612384,
0.5507323927249042,
0.5548651547116135,
0.5595953834377887,
0.5649245913029306,
0.5708545473342801,
0.577387263961527,
0.5845249827998551,
0.5922701594205294,
0.6006254470899586,
0.609593679460369,
0.619177852198882,
0.6293811035456525,
0.6402066937972718,
0.6516579837177606,
0.6637384118867756,
0.67645147100298,
0.6898006831701964,
0.7037895742041008,
0.7184216470090146,
0.7337003540867495,
0.7496290692526635,
0.7662110586481471,
0.7834494511534666,
0.8013472083196237,
0.8199070939531298,
0.8391316435022194,
0.8590231334076104,
0.8795835505942883,
0.9008145622930326,
0.9227174863909642,
0.9452932625186709,
0.9685424240875476,
0.992465071493475,
1.0170608467022602,
1.0423289094279384,
1.068267915105599,
1.0948759948477447,
1.1221507375544666,
1.1500891743252077,
1.178687765292349,
1.207942388964544,
1.2378483341320123,
1.2684002943460175,
1.2995923649425083,
1.331418042535656,
1.3638702268619671,
1.396941224811443,
1.4306227564395317,
1.4649059627147538,
1.4997814147228972,
1.5352391240210093,
1.5712685538151874,
1.6078586306262856,
1.6449977561081266,
1.6826738186960644,
1.7208742047881769,
1.759585809199927,
1.7987950446839718,
1.8384878503707403,
1.8786496990610038,
1.9192656033880888,
1.9603201209629555,
2.001797358717826,
2.043680976771438,
2.085954192247897,
2.1285997835891166,
2.171600096004391,
2.214937048796148,
2.258592145384985,
2.3025464869266936,
2.3467807904649023,
2.391275412592473,
2.436010379600338,
2.4809654250710538,
2.5261200358243663,
2.5714535070427744,
2.616945007294796,
2.662573654034555,
2.7083185999880586,
2.75415913064286,
2.8000747728415143,
2.8460454142449794,
2.8920514331856366,
2.9380738381771834,
2.9840944160975575,
3.0300958878195954,
3.0760620698392427,
3.1219780402527135,
3.167830307268347,
3.2136069783141124,
3.2592979277237455,
3.30489496095774,
3.350391973343958,
3.3957851014065596,
3.4410728649916136,
3.486256298589637,
3.5313390704948677,
3.5763275887219024,
3.6212310929135403,
3.666061731810715,
3.7108346262053358,
3.7555679176492394,
3.800282803537248,
3.8450035595086134,
3.8897575504109487,
3.934575231335329,
3.979490140454417,
4.02453888557291,
4.069761126426728,
4.115199554843537,
4.160899874900511,
4.2069107851863095,
4.25328396519323,
4.30007406773283,
4.347338719083339,
4.395138528338418,
4.44353710713003,
4.4926011005360955,
4.542400229545349,
4.593007344920252,
4.64449849164949,
4.696952982382301,
4.750453477240614,
4.8050860661524,
4.8609403482579605,
4.918109500903258,
4.976690328107745,
5.036783274989302,
5.098492390197758,
5.161925212620239,
5.227192551041694,
5.294408115496062,
5.363687945965968,
5.435149566877178,
5.5089107731634295,
5.585087923811789,
5.663793579474964,
5.745133269037144,
5.829201102235652,
5.916073856978234,
6.0058030553682045,
6.0984043955340095,
6.193843721145907,
6.292018482873312,
6.392733377398005,
6.495668553858092,
6.600338493779672,
6.706039484474601,
6.811783685100509,
6.916218429994289,
7.017531125104885,
7.1133436254383495,
7.200606324736503,
7.275512316477269,
7.333466097427793,
7.369157234679012,
7.376800373856587,
7.35059568636356,
7.285421336581015,
7.17768311924979,
7.0261362961825,
6.832421183379851,
6.601089893082406,
6.339064857540412,
6.054681438983647,
5.7566018383721635,
5.452879249381274,
5.150336036967636,
4.854283698506012,
4.568518797364986,
4.295493605425619,
4.036567279842415,
3.7922699154254893,
3.5625404837177435,
3.3469220233063264,
3.1447115762790663,
2.9550696561190244,
2.7770967698326268,
2.609884708265238,
2.452549341592534,
2.3042503157837206,
2.16420174254204,
2.0316768721648333,
1.9060088726853825,
1.7865891897602255,
1.672864490784284,
1.5643328626398971,
1.4605396997004463,
1.3610735589069223,
