1,0,0.005,0,0,1,0,0.00408697,0,0,1,0,0,-1.49388e-12,0,0.817394,
1,0,0.005,0,0,1,0,0.00408696,0,0,1,0,0,-1.20975e-12,0,0.817392,
1,0,0.005,0,0,1,0,0.00408694,0,0,1,0,0,-1.01925e-12,0,0.817388,
1,0,0.005,0,0,1,0,0.00408691,0,0,1,0,0,-1.1876e-12,0,0.817382,
1,0,0.005,0,0,1,0,0.00408688,0,0,1,0,0,-1.05459e-12,0,0.817375,
1,0,0.005,0,0,1,0,0.00408684,0,0,1,0,0,-1.11198e-12,0,0.817368,
1,0,0.005,0,0,1,0,0.0040868,0,0,1,0,0,-1.31569e-12,0,0.81736,
1,0,0.005,0,0,1,0,0.00408676,0,0,1,0,0,-1.08535e-12,0,0.817351,
1,0,0.005,0,0,1,0,0.00408671,0,0,1,0,0,-1.10709e-12,0,0.817343,
1,0,0.005,0,0,1,0,0.00408667,0,0,1,0,0,-7.73574e-13,0,0.817334,
1,0,0.005,0,0,1,0,0.00408663,0,0,1,0,0,-1.17115e-12,0,0.817326,
1,0,0.005,0,0,1,0,0.00408659,0,0,1,0,0,-1.31938e-12,0,0.817318,
1,0,0.005,0,0,1,0,0.00408655,0,0,1,0,0,-1.00516e-12,0,0.817309,
1,0,0.005,0,0,1,0,0.00408651,0,0,1,0,0,-1.22808e-12,0,0.817302,
1,0,0.005,0,0,1,0,0.00408647,0,0,1,0,0,-8.29221e-13,0,0.817294,
1,0,0.005,0,0,1,0,0.00408643,0,0,1,0,0,-1.28837e-12,0,0.817287,
1,0,0.005,0,0,1,0,0.0040864,0,0,1,0,0,-1.56742e-12,0,0.817279,
1,0,0.005,0,0,1,0,0.00408636,0,0,1,0,0,-1.68799e-12,0,0.817273,
1,0,0.005,0,0,1,0,0.00408633,0,0,1,0,0,-1.24413e-12,0,0.817266,
1,0,0.005,0,0,1,0,0.0040863,0,0,1,0,0,-1.04951e-12,0,0.81726,
1,0,0.005,0,0,1,0,0.00408627,0,0,1,0,0,-9.38799e-13,0,0.817254,
1,0,0.005,0,0,1,0,0.00408624,0,0,1,0,0,-1.46051e-12,0,0.817249,
1,0,0.005,0,0,1,0,0.00408622,0,0,1,0,0,-1.11249e-12,0,0.817243,
1,0,0.005,0,0,1,0,0.00408619,0,0,1,0,0,-5.00006e-13,0,0.817238,
1,0,0.005,0,0,1,0,0.00408617,0,0,1,0,0,-1.1041e-12,0,0.817234,
1,0,0.005,0,0,1,0,0.00408615,0,0,1,0,0,-1.19153e-12,0,0.817229,
1,0,0.005,0,0,1,0,0.00408612,0,0,1,0,0,-1.22111e-12,0,0.817225,
1,0,0.005,0,0,1,0,0.0040861,0,0,1,0,0,-1.19898e-12,0,0.817221,
1,0,0.005,0,0,1,0,0.00408609,0,0,1,0,0,-1.08503e-12,0,0.817217,
1,0,0.005,0,0,1,0,0.00408607,0,0,1,0,0,-1.24152e-12,0,0.817213,
1,0,0.005,0,0,1,0,0.00408605,0,0,1,0,0,-1.01548e-12,0,0.81721,
1,0,0.005,0,0,1,0,0.00408603,0,0,1,0,0,-1.22945e-12,0,0.817207,
1,0,0.005,0,0,1,0,0.00408602,0,0,1,0,0,-1.20278e-12,0,0.817204,
1,0,0.005,0,0,1,0,0.00408601,0,0,1,0,0,-1.21817e-12,0,0.817201,
1,0,0.005,0,0,1,0,0.00408599,0,0,1,0,0,-5.72411e-13,0,0.817198,
1,0,0.005,0,0,1,0,0.00408598,0,0,1,0,0,-5.64445e-13,0,0.817196,
1,0,0.005,0,0,1,0,0.00408597,0,0,1,0,0,-1.07485e-12,0,0.817194,
1,0,0.005,0,0,1,0,0.00408596,0,0,1,0,0,-1.08321e-12,0,0.817191,
1,0,0.005,0,0,1,0,0.00408595,0,0,1,0,0,-1.23191e-12,0,0.817189,
1,0,0.005,0,0,1,0,0.00408594,0,0,1,0,0,-1.18513e-12,0,0.817187,
1,0,0.005,0,0,1,0,0.00408593,0,0,1,0,0,-1.05353e-12,0,0.817185,
1,0,0.005,0,0,1,0,0.00408592,0,0,1,0,0,-1.00043e-12,0,0.817184,
1,0,0.005,0,0,1,0,0.00408591,0,0,1,0,0,-1.03201e-12,0,0.817182,
1,0,0.005,0,0,1,0,0.0040859,0,0,1,0,0,-1.15231e-12,0,0.81718,
1,0,0.005,0,0,1,0,0.00408589,0,0,1,0,0,-1.23476e-12,0,0.817179,
1,0,0.005,0,0,1,0,0.00408589,0,0,1,0,0,-9.78049e-13,0,0.817178,
1,0,0.005,0,0,1,0,0.00408588,0,0,1,0,0,-1.48571e-12,0,0.817176,
1,0,0.005,0,0,1,0,0.00408588,0,0,1,0,0,-1.2825e-12,0,0.817175,
1,0,0.005,0,0,1,0,0.00408587,0,0,1,0,0,-1.2351e-12,0,0.817174,
0.998654,0.00134646,0.00477896,0.000128308,0.00164929,0.998351,0.000254297,0.00432512,-0.269293,0.269293,0.955793,0.0256615,0.329859,-0.329859,0.0508594,0.865024,
0.998658,0.0013417,0.00477899,0.000128473,0.00167091,0.998329,0.000254632,0.0043263,-0.26834,0.26834,0.955799,0.0256945,0.334182,-0.334182,0.0509264,0.86526,
0.998658,0.00134534,0.00478014,0.000128609,0.00167212,0.998344,0.000260076,0.00432765,-0.26845,0.269068,0.956028,0.0257218,0.334424,-0.33118,0.0520151,0.86553,
0.998657,0.0013305,0.00478129,0.000132051,0.00167333,0.998277,0.000265519,0.00434467,-0.268559,0.2661,0.956257,0.0264102,0.334666,-0.344564,0.0531039,0.868933,
