-0.000604546,-0.18173,0.00014153,-3.09449,0.00323575,1.33702,-0.00618457,0.516515,-0.0113666,0.675316,-0.00563455,0.0289071,-0.0378071,0.0720207,-3.80446e-05,0.372941,0.21058,-0.100731,-0.31323,4.44089e-19,1.33227e-18,0,0,-0.1962,
-0.000663128,-0.181739,1.34417e-05,-3.09319,0.00317469,1.33618,-0.00557322,0.494176,-0.0132235,0.494176,-0.0132235,0.197646,-0.0146455,-0.00223717,-0.0320221,0.325394,-0.0152667,-0.209285,0.152837,-1.42109e-17,-1.31006e-17,0,0,-0.23544,
-0.000694215,-0.181885,-0.000100232,-3.09189,0.00281153,1.33498,-0.00485777,0.494176,-0.0132235,0.494176,-0.0132235,0.196704,-0.00777164,-0.0363988,-0.0284185,0.324739,-0.0907884,-0.300888,0.178862,2.88658e-17,-1.28786e-17,0,0,-0.27468,
-0.000705501,-0.182087,-0.00018512,-3.09056,0.00236315,1.3337,-0.00424912,0.494176,-0.0132235,0.494176,-0.0132235,0.195605,-0.00282164,-0.0506935,-0.0212218,0.332493,-0.112095,-0.319137,0.152163,2.17604e-17,-1.62093e-17,0,0,-0.31392,
-0.000703663,-0.182312,-0.000244884,-3.0892,0.00191659,1.33255,-0.00375651,0.494176,-0.0132235,0.494176,-0.0132235,0.194349,0.000459566,-0.0562289,-0.014941,0.338663,-0.111642,-0.287011,0.123152,1.64313e-17,-1.73195e-17,0,0,-0.35316,
-0.000694325,-0.182547,-0.000285857,-3.08784,0.00150845,1.33164,-0.00335933,0.494176,-0.0132235,0.494176,-0.0132235,0.192937,0.00233452,-0.0586546,-0.0102433,0.339941,-0.102034,-0.2291,0.0992962,1.37668e-17,-1.9762e-17,0,0,-0.3924,
-0.000692058,-0.182764,-0.000279145,-3.08646,0.0013525,1.33112,-0.00332876,0.494176,-0.0132235,0.494176,-0.0132235,0.191367,0.000566791,-0.0542823,0.00167786,0.346853,-0.0389862,-0.130285,0.00764144,1.37668e-17,-2.33147e-17,0,0,-0.43164,
-0.000688366,-0.182998,-0.000268368,-3.08512,0.00128463,1.33087,-0.00331996,0.494176,-0.0132235,0.494176,-0.0132235,0.189641,0.000922966,-0.0585727,0.00269437,0.334764,-0.0169694,-0.0608132,0.0022011,1.55431e-17,-3.41949e-17,0,0,-0.47088,
-0.000686308,-0.183258,-0.000259106,-3.08385,0.00125304,1.3308,-0.00331165,0.494176,-0.0132235,0.494176,-0.0132235,0.187757,0.000514447,-0.0650181,0.00231547,0.315921,-0.00789695,-0.018911,0.0020772,1.19904e-17,-3.66374e-17,0,0,-0.51012,
-0.00068639,-0.183543,-0.000252105,-3.08268,0.00123787,1.33082,-0.00330257,0.494176,-0.0132235,0.494176,-0.0132235,0.185717,-2.05494e-05,-0.0711113,0.00175026,0.294163,-0.00379197,0.00576814,0.00227005,1.04361e-17,-4.13003e-17,0,0,-0.54936,
-0.000688233,-0.183847,-0.000247026,-3.08159,0.00122995,1.3309,-0.00329245,0.494176,-0.0132235,0.494176,-0.0132235,0.183519,-0.000460672,-0.0760208,0.00126982,0.271378,-0.00198004,0.0197916,0.00253009,9.54792e-18,-4.4853e-17,0,0,-0.5886,
-0.0006913,-0.184165,-0.000243327,-3.0806,0.00122433,1.33101,-0.00328108,0.494176,-0.0132235,0.494176,-0.0132235,0.181165,-0.00076685,-0.0796141,0.000924592,0.248627,-0.00140632,0.0270254,0.00284199,8.65974e-18,-4.81837e-17,0,0,-0.62784,
-0.000695114,-0.184494,-0.000240513,-3.07969,0.00121804,1.33113,-0.00326831,0.494176,-0.0132235,0.494176,-0.0132235,0.178653,-0.000953393,-0.0820261,0.000703496,0.226539,-0.00157174,0.0298072,0.00319158,7.10543e-18,-5.12923e-17,0,0,-0.66708,
-0.000699298,-0.184827,-0.000238188,-3.07887,0.00120925,1.33124,-0.00325405,0.494176,-0.0132235,0.494176,-0.0132235,0.175985,-0.00104596,-0.0834707,0.000581293,0.205488,-0.00219826,0.0296148,0.00356586,5.32907e-18,-5.50671e-17,0,0,-0.70632,
-0.000703574,-0.185164,-0.000236056,-3.07813,0.0011968,1.33135,-0.00323823,0.494176,-0.0132235,0.494176,-0.0132235,0.17316,-0.00106895,-0.0841632,0.000533031,0.18569,-0.00311232,0.0274246,0.00395517,3.33067e-18,-5.72875e-17,0,0,-0.74556,
-0.000707743,-0.185501,-0.000233905,-3.07746,0.00118,1.33145,-0.00322082,0.494176,-0.0132235,0.494176,-0.0132235,0.170178,-0.00104234,-0.084292,0.000537882,0.167255,-0.0041983,0.0239058,0.00435281,2.44249e-18,-5.90639e-17,0,0,-0.7848,
-0.000711669,-0.185837,-0.000231586,-3.07686,0.0011585,1.33153,-0.0032018,0.494176,-0.0132235,0.494176,-0.0132235,0.167038,-0.000981582,-0.0840117,0.000579568,0.150227,-0.00537671,0.0195288,0.00475416,1.33227e-18,-6.08402e-17,0,0,-0.82404,
-0.000715262,-0.186171,-0.000229003,-3.07632,0.00113213,1.33159,-0.00318118,0.494176,-0.0132235,0.494176,-0.0132235,0.163742,-0.000898266,-0.0834451,0.000645771,0.134598,-0.00659232,0.0146297,0.00515604,-4.44089e-19,-6.28386e-17,0,0,-0.86328,
-0.000718466,-0.186502,-0.000226094,-3.07584,0.0011009,1.33162,-0.00315895,0.494176,-0.0132235,0.494176,-0.0132235,0.160289,-0.000800936,-0.082687,0.000727346,0.120332,-0.00780682,0.00944975,0.00555629,-2.22045e-18,-6.4837e-17,0,0,-0.90252,
-0.000721249,-0.186829,-0.000222823,-3.07541,0.00106492,1.33164,-0.00313514,0.494176,-0.0132235,0.494176,-0.0132235,0.156679,-0.000695807,-0.0818097,0.000817598,0.107368,-0.00899407,0.00416192,0.00595341,-1.33227e-18,-6.55032e-17,0,0,-0.94176,
-0.000723599,-0.187153,-0.000219177,-3.07503,0.00102438,1.33164,-0.00310975,0.494176,-0.0132235,0.494176,-0.0132235,0.152912,-0.000587344,-0.0808675,0.00091169,0.0956345,-0.0101367,-0.00111117,0.00634646,-2.22045e-18,-6.63913e-17,0,0,-0.981,
-0.000725513,-0.187472,-0.000215152,-3.07468,0.000979481,1.33161,-0.00308281,0.494176,-0.0132235,0.494176,-0.0132235,0.148988,-0.000478707,-0.0799005,0.00100618,0.0850506,-0.0112239,-0.00628428,0.00673481,-3.10862e-18,-6.77236e-17,0,0,-1.02024,
-0.000719574,-0.187761,-0.000228863,-3.07438,0.000823804,1.33186,-0.00284777,0.494176,-0.0132235,0.494176,-0.0132235,0.144907,0.00148488,-0.0721218,-0.00342781,0.0767018,-0.0389192,0.0618117,0.0587618,-4.44089e-18,-6.95e-17,0,0,-1.05948,
-0.00071261,-0.188036,-0.000241903,-3.0741,0.00064066,1.33223,-0.00260783,0.494176,-0.0132235,0.494176,-0.0132235,0.140669,0.00174109,-0.0688577,-0.00325986,0.0705884,-0.0457862,0.0926484,0.0599844,-4.21885e-18,-7.12763e-17,0,0,-1.09872,
-0.000705367,-0.18831,-0.000251815,-3.07384,0.000456156,1.33264,-0.00240079,0.494176,-0.0132235,0.494176,-0.0132235,0.136274,0.00181071,-0.0683969,-0.00247807,0.0639081,-0.0461258,0.10186,0.0517602,-4.66294e-18,-7.37188e-17,0,0,-1.13796,
-0.000703418,-0.188612,-0.000244702,-3.07362,0.000366777,1.33277,-0.00236837,0.494176,-0.0132235,0.494176,-0.0132235,0.131722,0.000487212,-0.0755458,0.00177825,0.0548397,-0.0223449,0.0329759,0.0081045,-3.77476e-18,-7.68274e-17,0,0,-1.1772,
-0.000701484,-0.188921,-0.000236622,-3.07344,0.000298994,1.33278,-0.00234216,0.494176,-0.0132235,0.494176,-0.0132235,0.127014,0.00048356,-0.0773516,0.00202009,0.0462678,-0.0169456,0.00253302,0.00655208,-4.21885e-18,-7.88258e-17,0,0,-1.21644,
-0.000699931,-0.189229,-0.000228859,-3.07328,0.000234576,1.33272,-0.00231396,0.494176,-0.0132235,0.494176,-0.0132235,0.122148,0.000388177,-0.077002,0.00194054,0.0396723,-0.0161046,-0.0142577,0.00705111,-4.21885e-18,-8.12683e-17,0,0,-1.25568,
-0.000698652,-0.189533,-0.000221365,-3.07314,0.000169104,1.33262,-0.0022841,0.494176,-0.0132235,0.494176,-0.0132235,0.117125,0.000319642,-0.0759245,0.00187352,0.0344562,-0.016368,-0.0246999,0.00746361,-3.9968e-18,-8.32667e-17,0,0,-1.29492,
-0.000697467,-0.189832,-0.000213974,-3.07302,0.000101705,1.3325,-0.00225288,0.494176,-0.0132235,0.494176,-0.0132235,0.111945,0.00029629,-0.0747121,0.00184777,0.0301727,-0.0168498,-0.0318706,0.00780673,-4.21885e-18,-8.54872e-17,0,0,-1.33416,
