baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,
0,0.0505649,7.204,3.07705,247.694,8.24556,118.668,100,0,0.0417398,7.204,0.87913,26.767,8.55717,83.3338,10.2058,0,0.043563,7.204,0.570919,6.07717,8.57867,53.1157,0.749293,0,0.0412317,7.204,0.65681,4.993,8.558,68.3355,1.21675,0,0.0449133,7.204,0.599843,4.934,8.57117,58.9125,1.26803,0,0.0623709,7.204,0.896464,4.4192,8.56367,81.111,0.756753,
0,0.0931287,7.204,2.16699,239.933,8.2235,83.9632,100,1,0.034983,5.836,0.832442,34.969,11.162,125.331,10.1073,1,0.0349922,5.208,0.641291,4.814,11.2115,110.81,0.620583,1,0.034993,6.208,0.64866,12.6972,8.55067,56.8392,3.13881,1,0.034854,5.692,0.52747,14.2892,11.2303,71.1202,2.11735,0,0.135162,7.204,0.799188,7.76617,8.57567,89.0813,1.44161,
0,0.0720772,7.204,2.3471,279.742,8.17517,68.2235,100,0,0.114869,7.204,1.60803,27.7312,8.50172,71.8821,10.2058,0,0.0859206,7.204,0.800697,5.439,8.57547,67.5841,0.749293,0,0.0378448,7.204,1.30563,6.66963,8.54723,78.5162,1.50997,0,0.0963732,7.204,1.4244,8.5428,8.5477,79.3851,2.04722,0,0.0711981,7.204,0.735677,12.5102,8.56767,66.9898,1.83564,
1,0.0349905,2.948,2.45141,374.669,12.3412,87.5066,100,0,0.134414,7.204,1.47067,26.511,8.48313,76.342,10.2058,0,0.266692,7.204,0.906761,4.60975,8.55575,63.3972,0.749293,0,0.0585725,7.204,1.08308,8.28897,8.51753,61.2629,1.49317,0,0.211711,7.204,1.0644,8.4229,8.5316,62.358,1.46893,0,0.515934,7.204,0.658518,4.24317,8.55533,72.2243,0.839374,
0,0.0604665,7.204,2.86757,265.854,8.21406,70.9147,100,0,0.053835,7.204,1.5319,29.7868,8.54173,78.007,10.2058,0,0.0491678,7.204,0.868526,5.6077,8.56083,71.4196,0.749293,0,0.0566273,7.204,1.37246,17.9004,8.54967,77.6791,3.29586,0,0.0628051,7.204,0.760146,13.8178,8.5625,67.0132,2.50484,0,0.0676495,7.204,1.08313,32.2245,8.57867,73.2701,3.70031,
1,0.0349748,6.9,2.32657,277.657,8.1705,66.4982,100,1,0.0349691,6.904,0.846648,31.078,8.54233,66.1785,10.2058,1,0.0349813,6.888,0.690881,5.23117,8.58383,66.0772,0.749293,1,0.034995,6.924,0.695195,6.02033,8.56233,66.0588,1.20463,1,0.0349261,6.912,0.694591,5.90267,8.573,66.0935,1.20178,1,0.0349758,6.896,0.838458,30.1105,8.57283,65.9965,3.70985,
0,0.0484115,7.204,4.23147,263.8,8.18265,119.937,100,1,0.0349572,4.16,1.53341,37.69,11.1591,117.339,10.1073,0,0.0636694,7.204,0.637825,4.70617,8.571,59.1405,0.749293,0,0.0560486,7.204,1.33855,7.08144,8.54712,90.6154,1.33749,0,0.0541917,7.204,1.36848,8.40312,8.56987,96.7089,1.42385,0,0.056813,7.204,0.991474,9.58367,8.55828,82.5836,1.23066,
0,0.0733066,7.204,3.42012,216.041,8.1989,61.0766,100,0,0.073255,7.204,1.00595,25.2378,8.57094,72.5826,10.2058,0,0.0987232,7.204,0.639822,3.97728,8.56828,50.7175,0.749293,0,0.0758589,7.204,0.79402,4.56961,8.56333,67.0197,1.20938,0,0.0820487,7.204,0.79946,4.87878,8.55917,67.6006,1.23879,0,0.0875297,7.204,0.938512,2.32583,8.57183,57.2511,0.716867,
1,0.0348933,3.536,2.90588,402.953,12.4398,149.061,100,1,0.034495,2.716,0.850576,43.2162,13.3874,97.092,10.0769,1,0.0349818,4.4,0.989256,4.5101,11.1811,87.5868,0.620583,1,0.0339891,3.84,0.715181,6.2625,13.516,138.472,1.11111,1,0.0349718,3.984,0.573426,6.5845,13.5057,102.766,1.1688,1,0.0349808,3.648,0.768687,2.8346,13.512,121.359,0.31453,
0,0.115863,7.204,2.36833,243.105,8.17583,111.94,100,0,0.287897,7.204,1.48315,24.4602,8.50932,66.8328,10.2058,0,0.0550772,7.204,0.630247,4.87,8.57683,59.8267,0.749293,1,0.034939,6.192,1.44633,14.0208,8.5355,78.7551,3.36524,0,0.0385946,7.204,1.25497,10.6551,8.56937,75.0094,1.77317,0,0.0671452,7.204,0.653989,10.5307,8.57383,58.534,1.56211,
0,0.101344,7.204,1.82085,221.566,8.18933,47.9263,100,0,0.11088,7.204,0.638087,24.5443,8.52767,47.8405,10.2058,0,0.118523,7.204,0.679993,3.87067,8.569,75.3857,0.749293,0,0.108881,7.204,0.517282,4.67917,8.56333,47.5925,1.22882,0,0.109873,7.204,0.517971,4.96233,8.57517,47.4648,1.28004,0,0.114766,7.204,0.504475,2.381,8.5885,47.6043,0.716867,
0,0.0709482,7.204,2.32885,276.312,8.23067,67.8208,100,0,0.0553624,7.204,1.21917,30.9423,8.5571,70.3826,10.2058,0,0.0638211,7.204,0.694311,5.12683,8.66117,66.6045,0.749293,0,0.0660791,7.204,0.732242,10.2075,8.584,67.379,1.78164,0,0.0634524,7.204,0.74798,12.5603,8.601,67.4845,1.98689,0,0.0613945,7.204,0.761078,16.6195,8.60383,66.2218,1.63234,
0,0.299497,7.204,3.03951,212.745,8.2201,50.3127,100,0,0.221166,7.204,1.37921,26.9187,8.49158,101.504,10.2058,0,0.121839,7.204,1.38198,5.35577,8.53853,80.1683,0.749293,0,0.100745,7.204,1.26157,7.03242,8.52827,71.6763,1.4351,1,0.0347822,4.868,1.34795,8.8241,11.1591,100.351,1.36625,0,0.179684,7.204,1.20513,6.88127,8.53942,80.9207,1.01804,
0,0.0662718,7.204,3.5185,252.904,8.20758,97.9532,100,1,0.0349546,6.584,0.823953,30.792,8.53517,64.277,10.2058,1,0.0348948,3.916,0.63965,5.2316,13.5188,90.8424,0.615385,1,0.0349373,6.624,0.670243,5.96867,8.56217,63.7068,1.22312,1,0.0349299,6.576,0.670939,6.2475,8.56833,63.4995,1.23061,1,0.0349721,6.736,0.73047,18.1178,8.55133,62.2605,2.48411,
1,0.0349595,7.12,2.35025,282.606,8.23633,66.2322,100,1,0.0349177,4.344,1.11003,33.2171,11.1652,76.0562,10.1073,1,0.0348849,3.96,0.859887,5.2998,13.49,135.109,0.615385,1,0.034987,4.192,1.12668,5.4188,11.1733,99.7198,1.12925,1,0.0343838,3.836,0.952219,6.6905,13.519,195.161,1.10897,1,0.0349554,6.184,1.02563,2.70233,8.54711,107.255,0.716867,
0,0.17863,7.204,2.5229,218.031,8.24194,77.7064,100,0,0.174303,7.204,0.899916,26.8907,8.56383,85.2573,10.2058,0,0.202516,7.204,0.561143,4.03783,8.59183,52.3885,0.749293,0,0.202943,7.204,0.570544,5.42333,8.58383,52.5523,1.23982,0,0.202304,7.204,0.572997,6.26817,8.5985,52.262,1.33551,0,0.202123,7.204,0.546663,2.73717,8.58633,51.715,0.791438,
1,0.034962,3.64,0.882605,319.135,12.7605,74.836,100,0,0.119678,7.204,1.04698,23.8669,8.5456,49.0042,10.2058,0,0.0779215,7.204,0.820707,3.75537,8.57177,48.5657,0.749293,0,0.168444,7.204,0.555532,5.247,8.57567,51.0952,1.21603,0,0.0782592,7.204,0.849088,6.76657,8.57687,48.5958,1.49364,0,0.2045,7.204,0.514389,2.42183,8.58517,48.2172,0.716867,
1,0.0349546,4.592,3.47163,309.428,10.7403,89.2011,100,1,0.0349592,5.8,1.29298,35.3381,11.1799,92.554,10.1073,1,0.0346743,3.368,1.12742,5.4362,13.5562,186.982,0.615385,0,0.0647818,7.204,0.736425,5.95017,8.57678,57.0816,1.26828,1,0.03499,3.856,0.569473,8.11675,13.5695,96.2712,1.15812,1,0.0349762,4.252,1.02878,10.8856,11.2036,85.3524,1.07854,
1,0.0347728,3.404,0.903828,328.459,12.771,75.683,100,1,0.0344249,5.236,1.60826,31.3104,11.1342,105.216,10.1073,0,0.146721,7.204,0.5003,3.6745,8.58217,46.3643,0.749293,1,0.0349971,5.744,0.951204,5.96935,11.2162,82.7731,1.1733,1,0.0349607,5.904,1.13842,6.58185,11.2068,100.958,1.19894,0,0.0726755,7.204,0.797902,2.49797,8.55947,48.2017,0.720285,
0,0.0894017,7.204,2.5354,239.982,8.24422,55.8947,100,1,0.0348938,6.4,1.42642,27.9739,8.554,90.8197,10.2058,0,0.138313,7.204,1.08286,3.8987,8.57023,90.5563,0.749293,0,0.16325,7.204,0.568886,5.898,8.5655,52.2063,1.32744,0,0.178875,7.204,1.02953,5.60061,8.57556,84.3692,1.31731,0,0.0960008,7.204,0.834593,2.46743,8.5614,51.044,0.716867,
0,0.0857813,7.204,2.16976,230.291,8.23767,95.4722,100,0,0.0909726,7.204,0.896846,24.479,8.56083,89.1298,10.2058,0,0.100829,7.204,0.729714,4.18367,8.60333,81.8675,0.749293,0,0.10078,7.204,0.678159,4.92567,8.57067,72.5112,1.24485,0,0.0941673,7.204,0.74859,5.57017,8.58933,83.4728,1.34053,0,0.0890336,7.204,0.840144,5.34808,8.5705,57.0168,1.00604,
0,0.0894227,7.204,3.75798,233.926,8.23923,73.6369,100,0,0.0551084,7.204,0.996558,26.5398,8.543,100.919,10.2058,0,0.0850841,7.204,0.668101,4.89517,8.60833,69.0843,0.749293,0,0.0863251,7.204,0.569876,5.17717,8.61133,52.8488,1.22882,0,0.0833464,7.204,0.692115,5.92367,8.58833,72.1365,1.29995,0,0.077705,7.204,0.875542,2.55017,8.57917,105.259,0.716867,
1,0.0349698,6.816,3.72337,273.032,8.18723,119.241,100,0,0.0402009,7.204,1.03491,30.4885,8.54183,99.6583,10.2058,0,0.0404984,7.204,0.885394,5.25067,8.586,99.6095,0.749293,0,0.0405123,7.204,0.907157,7.54,8.5865,100.767,1.25395,0,0.0408137,7.204,0.917672,8.49867,8.60033,100.761,1.36394,1,0.0349741,6.792,0.793645,2.623,8.61083,90.7703,0.716867,
1,0.0346243,3.532,2.28069,412.498,12.4792,125.445,100,1,0.0349673,3.792,0.837673,43.97,13.4238,94.6836,10.0769,1,0.0349714,3.8,0.544756,5.42275,13.5273,98.022,0.615385,1,0.0345423,3.504,0.446744,6.148,13.526,103.639,1.12251,1,0.0337143,3.504,0.448557,6.69367,13.5363,103.642,1.16524,1,0.0349853,3.7,0.724055,2.9072,13.4912,113.283,0.31453,
1,0.0349807,5.432,3.55012,312.517,10.698,95.1687,100,1,0.0349495,7.096,0.806244,30.0495,8.53917,62.038,10.2058,1,0.0348895,7.096,0.654141,4.80033,8.58017,61.8987,0.749293,1,0.0349599,7.092,0.664068,6.13617,8.61417,62.1078,1.2217,1,0.0349994,7.132,0.661754,6.5215,8.56533,61.6252,1.28501,1,0.0349208,7.136,0.776606,25.1572,8.55933,61.9763,3.47778,
1,0.034939,7.004,2.25233,270.552,8.17117,63.1288,100,1,0.0349558,7.032,0.809477,30.2587,8.51317,62.6707,10.2058,1,0.0349694,7.064,0.779592,4.78583,8.55933,83.1643,0.749293,1,0.0349391,7.028,0.932181,6.1845,8.57817,107.443,1.2217,1,0.0349849,7.036,0.664362,6.691,8.57333,62.2223,1.26152,1,0.0348893,7.064,0.74598,21.2108,8.5645,61.7642,2.98935,
1,0.0349701,6.868,2.33619,281.685,8.201,65.651,100,1,0.0349537,6.892,0.836068,31.9127,8.52633,65.0937,10.2058,1,0.034932,6.912,0.671134,5.0545,8.56867,64.5708,0.749293,1,0.0349715,6.912,0.68185,6.435,8.55567,64.9522,1.2217,1,0.0349646,6.892,0.678217,6.61283,8.57267,64.6035,1.24161,1,0.0349964,6.84,0.752945,19.0928,8.5665,64.3287,2.09613,
1,0.034924,4.296,2.36757,310.086,10.6181,97.7599,100,0,0.114911,7.204,0.669787,24.3363,8.51617,51.1535,10.2058,0,0.141434,7.204,0.549877,4.13233,8.5735,51.3305,0.749293,0,0.137746,7.204,0.588946,11.1537,8.54683,50.9458,2.24969,0,0.125426,7.204,0.575187,8.8975,8.5615,50.9717,2.13026,0,0.150681,7.204,0.571804,8.44633,8.60767,50.855,1.25844,
0,0.0950083,7.204,3.28299,239.107,8.16725,83.12,100,0,0.0952538,7.204,1.26045,25.972,8.51442,82.6354,10.2058,0,0.165973,7.204,0.784606,3.983,8.567,52.5285,0.749293,0,0.0955377,7.204,1.05276,5.20183,8.55617,81.9403,1.23303,0,0.0943686,7.204,1.0526,5.27333,8.58467,81.8872,1.26787,0,0.175387,7.204,0.975894,2.36963,8.5584,58.6895,0.716867,
0,0.0885193,7.204,2.27837,214.092,8.20717,50.9051,100,0,0.0885432,7.204,0.799886,24.3043,8.51983,50.6569,10.2058,0,0.0830092,7.204,0.617093,4.00572,8.55544,47.8591,0.749293,0,0.0868373,7.204,0.670253,4.56994,8.54567,53.3574,1.21497,0,0.0809318,7.204,0.679561,5.04289,8.55372,54.0449,1.29347,0,0.0878424,7.204,0.653229,4.89028,8.54211,50.5156,0.988472,
0,0.0580957,7.204,2.23709,227.528,8.166,107.067,100,0,0.0578668,7.204,1.02774,26.142,8.51833,106.573,10.2058,0,0.0796884,7.204,0.980679,4.21093,8.55857,105.941,0.749293,0,0.058132,7.204,1.03737,6.23943,8.5448,108.482,1.33361,0,0.0467297,7.204,1.03194,5.43907,8.56413,108.61,1.27996,0,0.0783471,7.204,0.971991,2.63183,8.55103,106.776,0.729658,
1,0.0348977,5.584,2.55437,330.571,10.6243,112.211,100,1,0.0348596,6.852,1.1413,27.8947,8.52483,121.769,10.2058,1,0.0348937,6.844,0.935608,4.642,8.552,110.823,0.749293,1,0.034399,6.184,0.611973,5.2,8.56167,57.7692,1.23591,1,0.0341109,6.132,0.610307,5.39667,8.56117,57.4933,1.34114,1,0.034948,6.844,1.04236,6.87217,8.53767,126.763,1.03311,
0,0.0511437,7.204,2.07565,225.02,8.17117,83.2888,100,0,0.0511437,7.204,0.880797,25.6105,8.49817,83.4075,10.2058,0,0.0511452,7.204,0.748499,4.13133,8.55,82.8493,0.749293,0,0.0511445,7.204,0.752484,4.80783,8.58517,82.822,1.18187,0,0.051154,7.204,0.752422,4.75867,8.5605,82.8935,1.18187,0,0.0516697,7.204,0.566409,2.41617,8.55717,53.9767,0.716867,
0,0.100129,7.204,1.96585,236.732,8.197,54.0115,100,0,0.109293,7.204,1.30139,26.3085,8.4949,64.2074,10.2058,0,0.10612,7.204,0.565729,4.32167,8.55667,53.2027,0.749293,0,0.109321,7.204,0.569586,5.0525,8.56367,53.1277,1.22739,0,0.106583,7.204,0.569033,5.55833,8.54167,52.6913,1.29568,0,0.109807,7.204,0.765169,2.55128,8.53972,64.8905,0.716867,
0,0.0516585,7.204,2.41225,270.656,8.21483,90.4277,100,0,0.0516431,7.204,0.969641,31.0585,8.53317,89.2092,10.2058,0,0.0517192,7.204,0.810034,4.7465,8.54467,89.0673,0.749293,0,0.0516569,7.204,0.820865,6.4835,8.53933,89.1023,1.21929,0,0.0517734,7.204,0.820733,6.30617,8.56067,89.2147,1.21038,0,0.0518861,7.204,0.799694,3.216,8.5435,88.8972,0.731836,
0,0.0596249,7.204,3.83088,245.638,8.15727,67.2586,100,0,0.0663271,7.204,1.26576,26.057,8.48697,55.66,10.2058,0,0.0706667,7.204,1.26136,4.76327,8.5191,65.065,0.749293,0,0.0816978,7.204,1.03795,5.5522,8.5346,62.5901,1.24275,0,0.094942,7.204,0.821939,7.60667,8.5485,93.1078,1.43593,0,0.0706503,7.204,1.00896,2.76807,8.5529,62.5415,0.723704,
0,0.0912602,7.204,3.65999,268.253,8.19673,76.2967,100,0,0.0744652,7.204,0.89762,31.5092,8.50133,71.2763,10.2058,0,0.0818128,7.204,0.73056,5.22078,8.55906,65.381,0.749293,0,0.0745688,7.204,1.26935,13.0278,8.52917,73.2482,3.10683,0,0.0680278,7.204,1.92341,12.6944,8.525,92.6565,2.77009,0,0.0626684,7.204,1.341,20.2488,8.52987,75.6459,2.76956,
1,0.0349672,5.86,1.97128,331.489,10.8617,116.384,100,0,0.106627,7.204,0.631064,24.2135,8.52183,47.307,10.2058,0,0.104892,7.204,0.508449,3.76217,8.5505,47.2098,0.749293,0,0.105921,7.204,0.539114,4.39483,8.54317,51.8213,1.20321,0,0.105616,7.204,0.54159,4.92767,8.578,51.7028,1.25585,0,0.121632,7.204,0.488664,2.35433,8.55817,45.9868,0.716867,
0,0.147669,7.204,1.91852,214.533,8.19967,72.3788,100,0,0.153393,7.204,0.614557,23.8432,8.5115,45.7163,10.2058,0,0.139977,7.204,0.510971,4.27517,8.55717,47.3442,0.749293,0,0.148437,7.204,0.550961,4.73517,8.554,54.2365,1.21033,0,0.151036,7.204,0.505155,5.27617,8.56233,45.9325,1.26619,0,0.13473,7.204,0.491021,2.24017,8.5685,46.4083,0.716867,
1,0.0349737,6.836,4.64372,257.656,8.1989,94.2436,100,1,0.034998,3.984,0.988492,39.6634,13.39,130.596,10.0769,1,0.0349654,4.768,0.731802,4.1328,11.1916,62.9549,0.620583,1,0.0349547,3.632,0.421586,6.5555,13.5365,154.768,1.11966,1,0.0347693,2.98,0.735259,7.9784,13.4996,111.119,1.19658,1,0.0347139,4.068,0.889412,2.99875,11.1832,80.7877,0.421253,
1,0.0349707,6.748,2.38252,287.023,8.20167,65.6772,100,1,0.0349561,6.732,0.809791,30.198,8.52533,62.458,10.2058,1,0.0349431,6.68,0.704772,4.7965,8.573,70.2888,0.749293,1,0.03495,6.7,0.662947,5.93683,8.54733,62.3098,1.2217,1,0.0349816,6.704,0.660884,5.86517,8.58483,62.0735,1.2217,1,0.0349051,6.724,0.927127,16.4755,8.67433,95.7978,1.6258,
1,0.0349148,6.684,1.87334,221.831,8.178,53.1855,100,1,0.0349151,6.684,0.696167,25.7807,8.524,52.7535,10.2058,1,0.034909,6.684,0.566386,4.11217,8.634,52.732,0.749293,1,0.0349061,6.684,0.567109,4.47283,8.56,52.6073,1.18187,1,0.0349611,6.684,0.566146,4.44567,8.57383,52.5287,1.18187,1,0.0349338,6.68,0.552647,2.38683,8.57367,52.3705,0.716867,
0,0.0487787,7.204,4.93153,273.42,8.15012,98.757,100,0,0.041749,7.204,1.20688,29.3085,8.5047,67.3824,10.2058,0,0.0526127,7.204,1.38098,5.24447,8.53987,80.4071,0.749293,0,0.0594976,7.204,1.43713,13.6951,8.54593,78.7258,3.67515,0,0.0488408,7.204,1.58295,12.3997,8.53903,79.2021,2.73285,0,0.0525361,7.204,1.51104,18.7918,8.54347,80.3415,2.64456,
0,0.0599376,7.204,3.75392,240.852,8.1718,64.6709,100,0,0.0575991,7.204,1.0385,28.0394,8.49775,54.3562,10.2058,1,0.0347671,6.168,0.648385,4.91333,8.568,62.0172,0.749293,0,0.0934669,7.204,1.07054,5.6921,8.5514,63.4998,1.24446,0,0.050692,7.204,0.935284,6.90653,8.54667,53.9588,1.35754,1,0.0349039,6.828,0.800629,21.2813,8.59467,67.5487,2.13929,
0,0.0562934,7.204,3.51821,233.743,8.20753,84.2541,100,0,0.106627,7.204,0.632287,25.1275,8.52733,46.8862,10.2058,0,0.10545,7.204,0.848823,4.17875,8.55383,59.6518,0.749293,0,0.111844,7.204,0.885506,5.1505,8.55442,62.1902,1.23238,0,0.0859195,7.204,0.870849,5.53475,8.55667,60.8729,1.31631,0,0.107114,7.204,0.742944,2.35167,8.55142,51.1695,0.716867,
0,0.116478,7.204,2.32126,208.801,8.18811,62.0863,100,0,0.128654,7.204,0.765694,26.1892,8.55,64.5048,10.2058,0,0.149817,7.204,0.508682,4.02967,8.57833,45.9702,0.749293,0,0.167874,7.204,0.662373,5.123,8.555,71.1908,1.24731,0,0.179853,7.204,0.802688,5.71022,8.56244,67.5298,1.31844,0,0.188768,7.204,0.753196,2.52592,8.55817,50.9997,0.718291,
0,0.158917,7.204,3.45876,210.896,8.19247,73.6958,100,0,0.164963,7.204,0.950742,24.4657,8.51194,67.4662,10.2058,0,0.138059,7.204,0.736703,4.2085,8.56311,60.6612,0.749293,0,0.156469,7.204,1.10878,12.442,8.5382,63.3532,3.49331,0,0.141312,7.204,1.2737,7.23953,8.92633,76.8182,1.34076,0,0.149744,7.204,0.70314,10.9057,8.60117,50.1466,1.7691,
0,0.0401793,7.204,2.09384,225.106,8.16983,85.8162,100,0,0.0401766,7.204,0.897348,25.4043,8.6215,85.6862,10.2058,0,0.0400672,7.204,0.770073,4.45133,8.56983,85.5417,0.749293,0,0.0401468,7.204,0.77357,5.10183,8.603,85.4833,1.20005,0,0.040212,7.204,0.77053,4.79367,8.5765,85.344,1.19399,0,0.0400519,7.204,0.754826,2.4845,8.56367,85.0808,0.716867,
0,0.164072,7.204,3.76821,228.683,8.15607,70.8574,100,0,0.0855361,7.204,1.25745,29.2947,8.536,73.1262,10.2058,0,0.062412,7.204,1.16001,5.00458,8.56042,94.3795,0.749293,0,0.180641,7.204,0.828014,5.91883,8.55925,54.8986,1.33923,0,0.0561056,7.204,1.15599,6.53258,8.57833,91.6553,1.40195,0,0.212148,7.204,0.491586,2.36033,8.56867,45.3967,0.716867,
1,0.0349119,6.244,3.08165,239.748,8.20458,66.453,100,0,0.187072,7.204,0.608016,22.6597,8.51517,45.0423,10.2058,0,0.186407,7.204,0.498694,4.12183,8.57217,45.4347,0.749293,0,0.187706,7.204,0.501145,4.9175,8.54517,45.1485,1.21318,0,0.191727,7.204,0.506917,5.8395,8.55117,44.8302,1.39382,0,0.0618683,7.204,0.682188,2.32439,8.54822,57.5513,0.716867,
0,0.0449279,7.204,4.48689,238.237,8.12863,62.3641,100,0,0.0865232,7.204,1.40507,26.7426,8.61233,70.8964,10.2058,0,0.0838713,7.204,1.14663,4.4316,8.5489,70.3993,0.749293,0,0.114145,7.204,0.991104,5.75723,8.54813,59.5654,1.29006,0,0.111162,7.204,0.884503,6.25889,8.57561,80.5845,1.41318,0,0.0662535,7.204,1.15316,2.4915,8.55817,85.792,0.716867,
