baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,
sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,sucess,final dist,execution time,optimisation time,avgTimeDerivs,avgTimeBP,avgTimeFP,avgpercent derivs,
0,0.0576541,7.204,4.88885,333.189,12.6777,70.1014,100,0,0.0588779,7.204,1.30313,35.5794,12.4406,68.4402,10.2058,0,0.0565924,7.204,1.30021,6.06873,12.1282,73.5671,0.749293,0,0.0543993,7.204,1.35995,8.432,12.0385,75.9501,1.2735,0,0.0521872,7.204,1.03768,9.2715,12.0489,70.2848,1.27331,0,0.0561876,7.204,0.964942,4.05833,12.0975,67.8271,0.729687,
1,0.0349803,6.7,2.56733,264.987,8.22133,122.255,100,1,0.0343476,6.144,0.755981,27.7832,8.54317,59.6558,10.2058,1,0.0349702,6.72,0.98813,4.90933,8.6285,119.926,0.749293,1,0.0347412,6.384,0.629264,5.28983,8.60917,60.7155,1.20036,1,0.0349345,6.732,1.03132,5.73133,8.59617,126.502,1.25689,1,0.0348685,4.552,1.10748,7.19985,11.2404,95.9879,0.756296,
0,0.0767085,7.204,2.34383,238.231,8.18433,110.045,100,0,0.0766692,7.204,1.07644,27.4723,8.52483,109.602,10.2058,0,0.0766634,7.204,0.964756,9.13933,8.584,109.305,0.749293,0,0.0766969,7.204,0.945193,5.96817,8.57867,109.275,1.26152,0,0.0766609,7.204,0.939445,5.37683,8.58267,109.011,1.2217,0,0.0766806,7.204,0.922025,2.555,8.56633,108.938,0.716867,
0,0.0508858,7.204,2.07509,224.884,8.21133,85.1598,100,0,0.0554501,7.204,0.665089,24.6383,8.5465,50.1963,10.2058,0,0.0615733,7.204,0.544387,4.1585,8.59617,50.211,0.749293,0,0.0603348,7.204,0.546134,4.84317,8.59,50.0523,1.22312,0,0.0480297,7.204,0.855923,5.1355,8.59256,73.1084,1.27672,0,0.132008,7.204,1.02166,2.42897,8.57623,61.2519,0.719146,
0,0.0591334,7.204,2.97186,263.748,8.25439,86.8046,100,1,0.0349024,4.4,1.47662,34.765,11.1525,112.378,10.1073,1,0.034962,4.952,1.29623,5.0394,11.2131,97.4496,0.620583,1,0.0348699,4.752,1.10922,8.28275,11.2233,97.4811,1.2581,1,0.0348883,4.26,1.15268,8.9884,11.2148,100.495,1.28984,1,0.0349895,4.76,1.00585,11.7916,11.1942,101.447,0.897554,
0,0.0391314,7.204,2.00997,236.257,8.21,58.7113,100,0,0.0391278,7.204,0.752854,26.675,8.545,58.5465,10.2058,0,0.0391865,7.204,0.618982,4.64933,8.58083,58.3243,0.749293,0,0.0392482,7.204,0.621564,5.09167,8.57017,58.335,1.18187,0,0.0391559,7.204,0.624117,5.0435,8.63917,58.185,1.18187,0,0.0363246,7.204,0.728398,5.05317,8.58867,70.0852,0.953181,
0,0.260147,7.204,2.87013,195.77,8.24253,46.0831,100,0,0.172511,7.204,0.802637,24.8582,8.558,74.9095,10.2058,0,0.178642,7.204,0.677159,3.97867,8.59683,74.865,0.749293,0,0.198834,7.204,0.67198,5.056,8.56817,73.276,1.23826,0,0.174203,7.204,0.681878,4.8995,8.588,74.7,1.3147,0,0.178934,7.204,0.881535,2.3185,8.5895,63.4466,0.716867,
0,0.147139,7.204,4.61655,240.692,8.19787,65.8235,100,0,0.116042,7.204,1.88375,25.9451,8.53093,86.2407,10.2058,1,0.0348717,7.176,1.11505,4.88827,8.57023,70.2147,0.749293,0,0.0735935,7.204,1.01639,7.89817,8.57577,68.6323,1.62301,0,0.0828627,7.204,0.814879,6.57793,8.60123,64.3603,1.30704,0,0.0960378,7.204,0.715517,10.85,8.57067,64.1492,2.29793,
0,0.0442741,7.204,2.28638,269.737,8.20367,66.501,100,0,0.0464627,7.204,0.850007,31.1063,8.53267,65.695,10.2058,0,0.0468538,7.204,0.692118,5.3145,8.5835,65.304,0.749293,0,0.0465315,7.204,0.700105,6.71783,8.5735,65.2973,1.22745,0,0.0471485,7.204,0.700887,6.92367,8.60583,65.2505,1.24273,0,0.0470838,7.204,0.77845,19.5605,8.57517,65.4797,3.12762,
